age,occurrences,unique_beliefs,unique_urc_levels,mse_mean,mse_std,mse_min,mse_max,mse_range,modal_level_disagreement
0,78,1,1,0.0,0.0,0.0,0.0,0.0,0.0
1,78,16,2,0.07371794871794872,0.010390944573308783,0.04,0.08,0.04,0.3846153846153846
2,77,39,2,0.14893116883116883,0.015977226160278597,0.1098,0.16319999999999998,0.05339999999999999,0.4025974025974026
3,76,54,2,0.22426917105263164,0.021347444577370357,0.159472,0.24960000000000004,0.09012800000000004,0.4605263157894737
4,74,68,3,0.2994768037837838,0.02718288813606605,0.22298618,0.33918025,0.11619407000000001,0.5
5,71,71,3,0.3747508836028169,0.03254015592348258,0.3003314889,0.4319510739000001,0.1316195850000001,0.49295774647887325
6,66,66,3,0.45014197802089395,0.03562102760416092,0.38057417588000003,0.5094043600510001,0.12883018417100006,0.5
7,60,60,4,0.5258930520341395,0.038362907436780336,0.45603094373544,0.6048128269731801,0.14878188323774005,0.5333333333333333
8,56,56,3,0.5962065766127954,0.039990188739233254,0.5279197028515421,0.7005700534873041,0.17265035063576195,0.5
9,50,50,3,0.6685894285587729,0.03972382310031469,0.6031183996737364,0.7831347095597168,0.18001630988598039,0.5
10,47,47,3,0.7378142953382645,0.03864899557316178,0.632063810163557,0.8309581812600427,0.19889437109648578,0.4893617021276596
