age,occurrences,unique_beliefs,unique_urc_levels,mse_mean,mse_std,mse_min,mse_max,mse_range,modal_level_disagreement
0,72,1,1,0.0,0.0,0.0,0.0,0.0,0.0
1,72,15,2,0.07319444444444445,0.011404968323898835,0.04,0.08,0.04,0.3472222222222222
2,71,33,2,0.14993802816901408,0.015470220062686214,0.1098,0.16319999999999998,0.05339999999999999,0.43661971830985913
3,69,50,3,0.22909598550724636,0.01962958951964953,0.15947199999999997,0.2496,0.09012800000000001,0.4782608695652174
4,67,63,2,0.3072880108955224,0.024838007915969372,0.23826674,0.33918025,0.10091351000000001,0.4925373134328358
5,64,64,3,0.3853393768921875,0.03268420157660281,0.2788985936,0.4319512381000001,0.15305264450000006,0.5
6,60,60,3,0.4650516195445,0.036586805841456925,0.359897932644,0.5279035150620001,0.16800558241800007,0.5
7,57,57,4,0.5440865144029667,0.0427792394595131,0.3806532899877501,0.60788390860688,0.2272306186191299,0.49122807017543857
8,53,53,3,0.6252478235431671,0.03915683700468934,0.5213234954036438,0.7018091876272026,0.1804856922235588,0.49056603773584906
9,48,48,5,0.7019440741923629,0.04809429299239126,0.5451956186247578,0.7957513012956727,0.2505556826709149,0.5416666666666667
10,42,42,4,0.7793934143951027,0.04910680248494488,0.6322263016609866,0.8642799718557588,0.2320536701947722,0.5
