map,metric,raw_sigma_candidates,state_count,cluster_frobenius_weighted_mean,cluster_frobenius_weighted_rmse,cluster_frobenius_max,cluster_bures_weighted_mean,cluster_bures_weighted_rmse,cluster_bures_max,transition_frobenius_mean,transition_frobenius_rmse,transition_frobenius_max,transition_bures_mean,transition_bures_rmse,transition_bures_max,unique_gstate_edges,self_loop_fraction,transition_rows
50,frobenius,256,100,0.006925608397485327,0.013283194355260916,0.035310196827545444,0.009644841535856161,0.019463429265251027,0.07232099345029265,0.02088017465256274,0.027670251793728375,0.06172973351635338,0.02144681663132611,0.02811093155100607,0.10472584008723237,337,0.08253731343283582,6700
50,bures_wasserstein,256,100,0.007370154048047104,0.014603810865432115,0.054305800795126834,0.00801416712581118,0.01564937286872797,0.052214909319020016,0.02003766082749959,0.026885151453110417,0.06172973351635338,0.022538981704361433,0.028959825702715783,0.08550829036600892,343,0.07776119402985075,6700
51,frobenius,321,100,0.010093308929236369,0.016383781349753372,0.043637140144606165,0.014453317268410195,0.02646863597165349,0.19748417658131498,0.02522707522246643,0.031126236829691362,0.06172973351635338,0.025585251396492127,0.03147581815186418,0.19748417658131498,337,0.12972602739726027,7300
51,bures_wasserstein,321,100,0.011042398280360539,0.018643976806155368,0.060769153359249636,0.011584421035711917,0.019386185757096122,0.06834548403105696,0.0245181241135976,0.030406507527171847,0.06440403714053958,0.0271212045438043,0.032383524099199916,0.08550829036600892,337,0.11424657534246575,7300
52,frobenius,257,100,0.007308541872710997,0.013420490627771255,0.03531019682754544,0.011313916248656002,0.024814641921015835,0.19748417658131498,0.02067161658040716,0.027993187224499356,0.06172973351635338,0.021282605601789933,0.02852492594268377,0.19748417658131498,338,0.10154929577464789,7100
52,bures_wasserstein,257,100,0.006962191465285066,0.013733303542778161,0.06076915335924963,0.007516659856799644,0.014792407226978449,0.0516152107595321,0.021144046552164727,0.02835630337059166,0.06888446849617115,0.023092157140992546,0.029766419511332975,0.08550829036600892,322,0.08535211267605634,7100
53,frobenius,273,100,0.008610573024755607,0.01564496322929797,0.049649572002183444,0.012778165316290372,0.026549563034015622,0.19748417658131498,0.022144728358119533,0.029562912377424012,0.06172973351635338,0.022818762324916468,0.02993511386320565,0.19748417658131498,332,0.10338235294117647,6800
53,bures_wasserstein,273,100,0.008964279367086003,0.017141216405269766,0.06172973351635338,0.009456905916290507,0.01768476985423026,0.05418695260643807,0.023383695293084074,0.030281032623816827,0.08907777500589023,0.02577711278809838,0.03187476779484768,0.07976433312505699,337,0.08955882352941176,6800
54,frobenius,299,100,0.007098103311759377,0.013273623463004312,0.034878216697532015,0.011202772728520714,0.024743095820989165,0.19748417658131498,0.02146634501459918,0.02812880374278227,0.06172973351635338,0.02242850197555997,0.02928889000118877,0.19748417658131498,342,0.08,7900
54,bures_wasserstein,299,100,0.008597942435026039,0.016804896509193652,0.06996291874986349,0.00911224692893668,0.017329216778790513,0.059404421448355664,0.023015754714430632,0.029490352681271714,0.06888446849617115,0.026833531680854405,0.03302540801678679,0.08933986710303256,383,0.08240506329113924,7900
55,frobenius,319,100,0.009660137228849607,0.01588866399002182,0.054305800795126855,0.013086289186385332,0.023275164453732844,0.08550829036600892,0.022420581770158127,0.028886032466258586,0.06172973351635338,0.023182116659643013,0.029379882121080916,0.11040809658715806,340,0.10686567164179105,6700
55,bures_wasserstein,319,100,0.010590875058288984,0.01817985307832493,0.06172973351635336,0.011299840042925731,0.019325170473446035,0.05890537594957579,0.022327843194742552,0.028919141571866997,0.06172973351635338,0.024853995659862262,0.031089515356359232,0.07639472238629155,332,0.10373134328358209,6700
56,frobenius,251,100,0.008158634714739,0.013806714658085958,0.04869065618781494,0.01291249944140258,0.026317568914613447,0.19748417658131498,0.022535267329564686,0.02914671897354892,0.06172973351635338,0.023674444274330075,0.030315989946852064,0.19748417658131498,341,0.08961538461538461,5200
56,bures_wasserstein,251,100,0.00815184774166263,0.014980648347208607,0.051020388081628676,0.008580956383721633,0.0156383883790997,0.05908031654187857,0.02230548991682473,0.02890698993855386,0.06333348245596478,0.025054782282257094,0.031035671147258564,0.07565033273214018,328,0.08826923076923077,5200
57,frobenius,277,100,0.007117558380960124,0.013683644531321858,0.05645821463702159,0.010051036776664826,0.02236322334559164,0.19748417658131498,0.02130016590915425,0.028402838742784348,0.06172973351635338,0.02187845480562833,0.02931374865389368,0.19748417658131498,371,0.0768918918918919,7400
57,bures_wasserstein,277,100,0.007166266877937233,0.014529121648830839,0.060769153359249636,0.007441174452571714,0.014993447485962206,0.05622557993167893,0.020169599319459847,0.026925460622423764,0.07142569565639528,0.023569597011663286,0.03028800194136005,0.08550829036600892,365,0.07040540540540541,7400
58,frobenius,305,100,0.01009167532547243,0.016825946768683674,0.06076915335924963,0.015086967610001521,0.028413959683255576,0.19748417658131498,0.02365497109464982,0.031228029098092438,0.06172973351635338,0.02421151189475194,0.03171773869360726,0.19748417658131498,316,0.14067567567567568,7400
58,bures_wasserstein,305,100,0.009625127162161755,0.017250060905022735,0.06076915335924963,0.010483768270736316,0.018516283082040737,0.061985081936785105,0.02421726891011497,0.031747576647248574,0.07119417110971937,0.02593601609480424,0.032480733400977464,0.08550829036600892,306,0.14108108108108108,7400
