metric,maps,mean_raw_sigma_candidates,mean_state_count,max_state_count,mean_cluster_frobenius,mean_cluster_bures,mean_transition_frobenius,mean_transition_bures,mean_unique_gstate_edges,mean_self_loop_fraction,max_cluster_frobenius,max_cluster_bures,max_transition_frobenius,max_transition_bures
frobenius,90,283.81111111111113,100,100,0.008429683032568715,0.01225597266519541,0.022209839099545107,0.022902810477710523,336.6333333333333,0.09898349707154185,0.06440403714053958,0.19748417658131498,0.06172973351635338,0.19748417658131498
bures_wasserstein,90,283.81111111111113,100,100,0.00919060635100288,0.009749958309255471,0.022652145916096354,0.025174227113467118,342.43333333333334,0.09540941272202236,0.09377243731502347,0.07411822568067922,0.09079851320368632,0.10094006495718988
