k,representation_mean_l1,representation_max_l1,transition_mean_l1,transition_max_l1,selected
10,1.3365331622775856,2.0,1.2849461639188602,1.99996434,0
20,0.9386357125558858,1.99943544,0.8681095788934377,1.9982219999999997,0
30,0.8182687791690246,1.9995979999999998,0.763324208164867,1.9982219999999997,0
50,0.44590659158485885,1.9989047148,0.4053605222918701,1.9609999999999999,0
75,0.18699124952586554,1.9258454399999998,0.19072027515586157,1.8581288518835197,0
100,0.08192118568863813,0.3324622937200001,0.08301655090456272,0.27246229372,0
150,0.05274863952117217,0.16336865325569355,0.05418118814356803,0.16336865325569355,0
200,0.03992710136566033,0.11230314560547171,0.041204250570090986,0.11230314560547171,0
300,0.027248090211397156,0.05919799999999998,0.03062124607357976,0.05919799999999998,0
400,0.0188477270488005,0.05505119360800005,0.02118096657091889,0.05505119360800005,1
500,0.01112360200919513,0.04843302741301499,0.01250063955695723,0.04843302741301499,0
699,0.0,0.0,0.0,0.0,0
