age,occurrences,unique_beliefs,unique_urc_levels,mse_mean,mse_std,mse_min,mse_max,mse_range,modal_level_disagreement
0,75,1,1,0.0,0.0,0.0,0.0,0.0,0.0
1,75,16,2,0.0728,0.011496086290559933,0.04,0.08,0.04,0.3866666666666667
2,73,42,2,0.14936027397260274,0.016249929312605178,0.1098,0.16319999999999998,0.05339999999999999,0.452054794520548
3,71,56,2,0.22695063380281685,0.02094641761245767,0.180313,0.24959999999999996,0.06928699999999996,0.49295774647887325
4,69,66,2,0.30613519666666666,0.026339014837042096,0.23448177999999997,0.3392,0.10471822000000003,0.49275362318840576
5,67,67,3,0.3856607418507462,0.03185162464595321,0.3010273234,0.4319998330000001,0.13097250960000012,0.4925373134328358
6,65,65,3,0.46462093083358463,0.039207880536518025,0.370836607383,0.527998803842,0.15716219645900004,0.49230769230769234
7,62,62,4,0.5437889500407612,0.04496847585561228,0.45008590766307993,0.62638593048364,0.17630002282056007,0.5161290322580645
8,58,58,4,0.6230360882803051,0.05228941979830926,0.4556323826128464,0.7063858451177676,0.2507534625049212,0.5
9,53,53,4,0.7039744649381592,0.05387980929966164,0.6013056515924554,0.7893411888897394,0.18803553729728395,0.5283018867924528
10,48,48,4,0.779343780612123,0.06549650855955506,0.6212136847354536,0.8762857862351089,0.2550721014996553,0.5
