age,occurrences,unique_beliefs,unique_urc_levels,mse_mean,mse_std,mse_min,mse_max,mse_range,modal_level_disagreement
0,69,1,1,0.0,0.0,0.0,0.0,0.0,0.0
1,69,14,2,0.07376811594202899,0.010086789936988586,0.04,0.08,0.04,0.3913043478260869
2,67,29,2,0.1496582089552239,0.014713088388454924,0.1098,0.16319999999999998,0.05339999999999999,0.3880597014925373
3,65,45,2,0.2278697692307692,0.018597159702714926,0.15947199999999997,0.2496,0.09012800000000001,0.49230769230769234
4,62,58,2,0.3075353287096774,0.021566424692494812,0.23826674,0.33743573000000004,0.09916899000000004,0.5
5,59,59,2,0.38701094340508474,0.025471754136952664,0.320966916,0.42908865650000017,0.10812174050000017,0.4915254237288136
6,55,55,3,0.46542245279852734,0.031024396303628125,0.3720145146460001,0.523675824817,0.15166131017099993,0.49090909090909096
7,50,50,3,0.5438573766029446,0.03340126150082329,0.48608507739351986,0.62119290749414,0.13510783010062016,0.5
8,46,46,4,0.6157974415680633,0.04198760147737463,0.5005181647036442,0.7208628861869786,0.2203447214833344,0.5434782608695652
9,44,44,5,0.6831630998328028,0.05136392155594643,0.5153687323369508,0.7892101511370033,0.2738414188000525,0.5681818181818181
10,42,42,4,0.7517774522076233,0.05903947686497528,0.5949217723229395,0.8636190155197782,0.26869724319683863,0.5
