k,representation_mean_l1,representation_max_l1,transition_mean_l1,transition_max_l1,selected
10,1.3264427931941087,1.9999999945765312,1.2747034218618842,1.9999971172967594,0
20,1.0794319935088719,1.9999995982819998,1.0348149597684995,1.9999977399739994,0
30,0.9134126213507996,1.9999989957499997,0.8825085642532172,1.9800000000000002,0
50,0.41403759148111957,1.9996,0.3890494882220703,1.9598000000000002,0
75,0.11508666589543143,0.33263940873800013,0.1154434213125736,0.3245835470150166,0
100,0.07794756361146311,0.24834365032205805,0.07876112524965685,0.24834365032205805,0
150,0.050493946535116484,0.1625724246440687,0.051905253374741174,0.1625724246440687,0
200,0.03815739700347171,0.14124389454448602,0.039563950979110814,0.14124389454448602,0
300,0.02621019396082838,0.06261935234047217,0.02936469518089268,0.06261935234047217,0
400,0.017004072917657636,0.06261935234047217,0.01905058080863236,0.06261935234047217,1
500,0.00847477220142175,0.06261935234047217,0.009494744784955694,0.06261935234047217,0
633,0.0,0.0,0.0,0.0,0
