age,occurrences,unique_beliefs,unique_urc_levels,mse_mean,mse_std,mse_min,mse_max,mse_range,modal_level_disagreement
0,64,1,1,0.0,0.0,0.0,0.0,0.0,0.0
1,64,12,2,0.07296875000000001,0.011947762277409941,0.04,0.08,0.04,0.328125
2,63,23,2,0.15039047619047613,0.015311078199991616,0.10980000000000002,0.16319999999999998,0.05339999999999996,0.46031746031746035
3,62,37,3,0.22901088709677425,0.020311404762417017,0.159472,0.24960000000000004,0.09012800000000004,0.5
4,60,54,3,0.30660015949999997,0.027334215500285503,0.22298618,0.3392,0.11621382,0.5
5,57,57,3,0.38356028970877193,0.03421570181547936,0.29680858220000006,0.42908865650000017,0.1322800743000001,0.49122807017543857
6,54,54,3,0.45899130028625923,0.04305030157964245,0.3386720138970001,0.523675824817,0.18500381091999996,0.5
7,48,48,5,0.536138185209134,0.0502575254933917,0.3809322130879101,0.62119290749414,0.24026069440622994,0.5416666666666667
8,42,42,4,0.6152672832113751,0.04698844291393228,0.5150606560047272,0.7208628861869788,0.20580223018225163,0.5476190476190477
9,37,37,4,0.6808535417408382,0.04700024714796046,0.5945830384903013,0.767105895082855,0.17252285659255373,0.5675675675675675
10,31,31,3,0.7475136296807017,0.04789668417990958,0.6535998018105114,0.8299907880077314,0.17639098619722005,0.4838709677419355
