belief_state,source_record,p_0_0,p_1_0,p_2_0,p_3_0,p_4_0,p_5_0,p_6_0,p_7_0,p_8_0,p_9_0,p_0_1,p_1_1,p_2_1,p_3_1,p_4_1,p_5_1,p_6_1,p_7_1,p_8_1,p_9_1,p_0_2,p_1_2,p_2_2,p_3_2,p_4_2,p_5_2,p_6_2,p_7_2,p_8_2,p_9_2,p_0_3,p_1_3,p_2_3,p_3_3,p_4_3,p_5_3,p_6_3,p_7_3,p_8_3,p_9_3,p_0_4,p_1_4,p_2_4,p_3_4,p_4_4,p_5_4,p_6_4,p_7_4,p_8_4,p_9_4,p_0_5,p_1_5,p_2_5,p_3_5,p_4_5,p_5_5,p_6_5,p_7_5,p_8_5,p_9_5,p_0_6,p_1_6,p_2_6,p_3_6,p_4_6,p_5_6,p_6_6,p_7_6,p_8_6,p_9_6,p_0_7,p_1_7,p_2_7,p_3_7,p_4_7,p_5_7,p_6_7,p_7_7,p_8_7,p_9_7,p_0_8,p_1_8,p_2_8,p_3_8,p_4_8,p_5_8,p_6_8,p_7_8,p_8_8,p_9_8,p_0_9,p_1_9,p_2_9,p_3_9,p_4_9,p_5_9,p_6_9,p_7_9,p_8_9,p_9_9
0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.02,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,0.010199999999999999,0.0291,0.9409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00030000000000000003,0.0194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,0.000498,0.019787999999999997,0.037635999999999996,0.912673,0.0,0.0,0.0,0.0,0.0,0.0,0.00030000000000000003,0.000582,0.028227000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.000000000000001e-06,0.000291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,0.00021083999999999995,0.0010631199999999996,0.028979719999999997,0.04563365,0.8852928099999999,0.0,0.0,0.0,0.0,0.0,1.384e-05,0.00077406,0.0009408999999999999,0.03650692,0.0,0.0,0.0,0.0,0.0,0.0,5.9600000000000005e-06,9.700000000000002e-06,0.0005645400000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.000000000000001e-08,3.88e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,1.4986399999999998e-05,0.0005126837999999999,0.0017867690999999995,0.03778466219999999,0.05311756859999999,0.8587340256999999,0.0,0.0,0.0,0.0,1.0046999999999999e-05,3.3561999999999995e-05,0.00141135,0.0013690095,0.044264640499999994,0.0,0.0,0.0,0.0,0.0,2.955e-07,1.9206000000000002e-05,1.8818000000000002e-05,0.0009126730000000001,0.0,0.0,0.0,0.0,0.0,0.0,9.9e-08,1.4550000000000003e-07,9.409000000000001e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.000000000000002e-10,4.8500000000000004e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,7,4.9509938e-07,1.5102985359999999e-05,7.300405464e-05,0.0013905850897199998,0.003658029890919999,0.05427199042423999,0.06663776039432,0.8079828447811299,0.0,0.0,3.5590408e-07,1.6010412599999997e-06,5.9779893319999995e-05,0.00010784144167999999,0.0031233130336799993,0.00240445527196,0.058308040345029996,0.0,0.0,0.0,1.70268e-08,1.00282868e-06,1.7532730600000001e-06,7.615343512000002e-05,4.9576397359999994e-05,0.00180334145397,0.0,0.0,0.0,0.0,6.860280000000001e-09,1.667624e-08,9.747724000000002e-07,6.388711000000001e-07,3.0985248350000005e-05,0.0,0.0,0.0,0.0,0.0,8.932000000000002e-11,6.68136e-09,5.269040000000001e-09,3.1943555000000006e-07,0.0,0.0,0.0,0.0,0.0,0.0,2.0720000000000004e-11,2.7160000000000006e-11,1.9758900000000003e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.000000000000001e-14,6.790000000000001e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,8,1.64490882e-07,9.020318064000001e-07,1.53847202304e-05,5.229460476959999e-05,0.0006244391843856,0.0012697223598144,0.0098720063594472,0.0087462060517545,0.0080798284478113,0.0,4.999861199999999e-07,1.526128206e-05,7.192589056079999e-05,0.0013814600006495997,0.003573907725302399,0.053276177659839594,0.06466267213520999,0.7843264398411464,0.0,0.0,3.5549411519999995e-07,1.5708797831999996e-06,5.8767806882399995e-05,0.0001051258838448,0.0030487184440439997,0.0023328173777748,0.056576832549218796,0.0,0.0,0.0,1.6752254400000002e-08,9.8262696e-07,1.7072830320000002e-06,7.419162662940003e-05,4.809549415019999e-05,0.0017495510628344,0.0,0.0,0.0,0.0,6.7223856e-09,1.6229808000000002e-08,9.488101560000003e-07,6.197576574000001e-07,3.0058885255000004e-05,0.0,0.0,0.0,0.0,0.0,8.712000000000002e-11,6.5009532e-09,5.111240400000001e-09,3.098722424e-07,0.0,0.0,0.0,0.0,0.0,0.0,2.0167200000000002e-11,2.6346000000000006e-11,1.9166812000000004e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.77e-14,6.586400000000001e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,9,1.7309996904000002e-08,3.17125249788e-07,1.4050724736719998e-06,2.0735785100351996e-05,5.520363874271999e-05,0.000650423455634868,0.0008455060690622609,0.008110244807001595,0.00016826034499565798,8.079828447811299e-05,3.20723778492e-07,1.6149384168479998e-06,2.9478069519407996e-05,8.823536162359198e-05,0.0011827695698993638,0.00193732466140284,0.018517640669165832,0.009130446591553964,0.015680697992788425,0.0,5.044177979279998e-07,1.5404502877775998e-05,7.0852154310576e-05,0.0013718329794056695,0.0034915508811010246,0.05229164335060538,0.06274612014493143,0.7613624149714041,0.0,0.0,3.54890307744e-07,1.5411560406479996e-06,5.7766003313381994e-05,0.000102476332677852,0.002975794906469868,0.0022633138113830583,0.05489702308337058,0.0,0.0,0.0,1.6480079904e-08,9.627684861480001e-07,1.6624755280980001e-06,7.227905350705202e-05,4.665882690226799e-05,0.001697365119801918,0.0,0.0,0.0,0.0,6.586796435999999e-09,1.5795160824000002e-08,9.235287500880004e-07,6.012160400820001e-07,2.9160217419774003e-05,0.0,0.0,0.0,0.0,0.0,8.497230900000003e-11,6.325358951999999e-09,4.958166648000001e-09,3.0059524194000003e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.9628922000000002e-11,2.5556397000000004e-11,1.8592466280000004e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5466e-14,6.388905000000001e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.409e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,10,3.277825270452e-07,1.3824140360972398e-06,2.0425714219770116e-05,5.465129177241455e-05,0.0006434978419032463,0.0008465704045481973,0.008067073164730177,0.0003440745093219665,0.0003179663673916264,3.29856913951884e-06,1.8828096074281197e-06,2.8754150952886316e-05,8.632702242689518e-05,0.0011615069511426372,0.001915554820375428,0.01850335981285225,0.00951182270256131,0.023090180057480487,9.298706936549623e-05,0.0001576149627726654,1.543840919629524e-05,6.876319480381295e-05,0.001331704475780605,0.003389419993154114,0.05077819802464497,0.06094065843412236,0.7397786055932933,0.0007187656673648539,0.007770431129641925,0.0,1.8443739367185598e-06,5.620024483069721e-05,0.00010014260055630964,0.0029015398396380326,0.002231821257448378,0.053819760424638236,0.0006500943395631449,0.008162594380547747,0.0,0.0,9.534858801122401e-07,1.6283355750688203e-06,7.070720490733664e-05,4.630646233766027e-05,0.0016772165079818274,2.309972638285326e-05,0.000565943882031725,0.0,0.0,0.0,2.1876149064330003e-08,9.055796940007204e-07,6.000118474352401e-07,2.9020442672171583e-05,4.726004294234999e-07,1.726525337221692e-05,0.0,0.0,0.0,0.0,6.28408557675e-09,4.968478543860001e-09,3.0089451823848003e-07,6.061742067300001e-09,2.9460812661714005e-07,0.0,0.0,0.0,0.0,0.0,4.468023718e-11,1.86698299695e-09,4.9837230450000014e-11,3.0245448856800005e-09,0.0,0.0,0.0,0.0,0.0,0.0,6.466823180000001e-12,2.5631863000000007e-13,1.8656355330000002e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.97548e-15,6.398314000000001e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
