k,representation_mean_l1,representation_max_l1,transition_mean_l1,transition_max_l1,selected
10,1.32276859502043,1.9999997099496,1.2722855351857132,1.9999985522293484,0
20,1.0636360091539185,1.9999929130620473,1.0118678625166662,1.9989612494704556,0
30,0.7308231178709468,1.9999988221820002,0.6693249729859961,1.9999299970020001,0
50,0.42855147784374253,1.9998174631321,0.39274364095764136,1.966493650197394,0
75,0.12387212356290693,0.3801905584840599,0.12572363980287624,0.3258125737648599,0
100,0.07931563749231524,0.3324622937200001,0.08092770374954582,0.27246229372,0
150,0.05120401958613939,0.1746540000000001,0.05278950329663263,0.15355842,0
200,0.03969145589103568,0.1317245365779999,0.04172900489579526,0.1317245365779999,0
300,0.02756440085964046,0.06000000000000003,0.03018962883956493,0.060000000000000005,0
400,0.01898372290644075,0.055592260501999946,0.021260538943842073,0.055592260501999946,1
500,0.01118119876112034,0.06171248587535392,0.012522217737332503,0.06171248587535392,0
691,0.0,0.0,0.0,0.0,0
