k,representation_mean_l1,representation_max_l1,transition_mean_l1,transition_max_l1,selected
10,1.4247227588942122,1.9999998026599537,1.387388942410867,1.9999979262140002,0
20,0.9330263182851994,1.99998222,0.8679344718131444,1.9988856248000002,0
30,0.6802617319121473,1.9999810072000002,0.6151235548578617,1.9986324135999998,0
50,0.5019119196324688,1.9996,0.477239128754213,1.98,0
75,0.11823082923618389,0.333170697332,0.1201237605564794,0.31246229372000006,0
100,0.0794501493987436,0.2686939379710876,0.081102157448914,0.2686939379710876,0
150,0.05344138319400355,0.15841122912061673,0.05525135509902947,0.15841122912061673,0
200,0.04011754291701149,0.10787794860000004,0.04150082026710525,0.10787794860000004,0
300,0.028111610377160142,0.06000000000000003,0.029608838351538883,0.06000000000000003,0
400,0.019616255358765534,0.056454000000000004,0.021927724939257015,0.056454000000000004,1
500,0.011722146953153986,0.0521139472434111,0.013103419046360028,0.0521139472434111,0
702,0.0,0.0,0.0,0.0,0
