age,occurrences,unique_beliefs,unique_urc_levels,mse_mean,mse_std,mse_min,mse_max,mse_range,modal_level_disagreement
0,67,1,1,0.0,0.0,0.0,0.0,0.0,0.0
1,67,14,2,0.07402985074626865,0.010230142978026144,0.04,0.08,0.04,0.35820895522388063
2,65,32,2,0.1502246153846154,0.01617975972788443,0.1098,0.16319999999999998,0.05339999999999999,0.46153846153846156
3,64,49,2,0.2288600625,0.019899661240737082,0.180313,0.24959999999999996,0.06928699999999996,0.5
4,63,58,2,0.307076635873016,0.02360568502356076,0.25291790000000003,0.3392,0.08628209999999997,0.4920634920634921
5,61,61,2,0.38652922750000007,0.029278984470592483,0.3178501075000001,0.4191999972000001,0.10134988970000003,0.4918032786885246
6,60,60,3,0.46605407862553344,0.036462823389445176,0.38057417588000003,0.511999683223,0.13142550734300001,0.5
7,57,57,3,0.5477719242018356,0.041446925292084415,0.46041399285422985,0.60797732221418,0.14756332935995015,0.49122807017543857
8,54,54,3,0.6315952037532481,0.0447207046845487,0.5292225426736473,0.7063644074862063,0.177141864812559,0.5
9,50,50,4,0.7116876345438423,0.04750345207777214,0.6012931913025483,0.7893197530649606,0.18802656176241228,0.54
10,48,48,3,0.7859121511882649,0.051047039654343165,0.6766253739381822,0.8750929027049613,0.1984675287667791,0.5
