k,representation_mean_l1,representation_max_l1,transition_mean_l1,transition_max_l1,selected
10,1.2472628490322215,1.9999999999999987,1.1717260884087477,1.9998011449249598,0
20,0.7656891827512757,1.9999999999999987,0.6550978914497525,1.9998006977860001,0
30,0.5240661591987988,1.9999999999889917,0.41400074447033713,1.9998006977860001,0
50,0.32128463591434275,1.99961,0.2691804379195417,1.99824,0
75,0.10008168626650506,0.33208621599200017,0.10421903153066772,0.29719107651000015,0
100,0.060049653022356805,0.17426600000000003,0.06341542254787957,0.17117344110642635,0
150,0.04000276128674311,0.11820000000000006,0.04256222395493422,0.11064984000000001,0
200,0.030177834645932853,0.06276818465175044,0.03265057971170649,0.06276818465175044,0
300,0.018643156158654695,0.054760380000000025,0.021558715822232854,0.054760380000000025,1
400,0.009057001055179733,0.03999999999999999,0.010473404303897267,0.03999999999999999,0
500,0.0015653431839343114,0.03796192373411115,0.0018101435497037742,0.03796192373411115,0
525,0.0,0.0,0.0,0.0,0
