k,representation_mean_l1,representation_max_l1,transition_mean_l1,transition_max_l1,selected
10,1.3311375208351244,1.9999999999999996,1.2786080333305097,1.99998606,0
20,0.935388857018458,1.999981499768,0.8620478986303469,1.9984062199999997,0
30,0.6788324240656155,1.999981499768,0.604027723273288,1.9984062199999997,0
50,0.42338637356599856,1.9998061163999998,0.3841263771225927,1.98,0
75,0.1176223787240409,0.3819730202060203,0.11814740456302722,0.3219730202060203,0
100,0.0763203026039153,0.2223202090643443,0.07770891108046832,0.2223202090643443,0
150,0.04934744248173348,0.13510114,0.050877341876722104,0.13510114,0
200,0.03767670624300154,0.10766490466999999,0.039456122647045906,0.10766490466999999,0
300,0.026132838949415423,0.059000000000000025,0.02941608187345064,0.059000000000000025,0
400,0.0173573725924212,0.05427899020000004,0.019538095125255103,0.05427899020000004,1
500,0.009494532400538531,0.04,0.010687393856633356,0.04,0
663,0.0,0.0,0.0,0.0,0
