age,occurrences,unique_beliefs,unique_urc_levels,mse_mean,mse_std,mse_min,mse_max,mse_range,modal_level_disagreement
0,71,1,1,0.0,0.0,0.0,0.0,0.0,0.0
1,71,13,2,0.07450704225352116,0.008686841659216495,0.04,0.08,0.04,0.4084507042253521
2,69,27,2,0.14939130434782608,0.013616611116525167,0.1098,0.16319999999999998,0.05339999999999999,0.42028985507246375
3,66,43,2,0.22559563636363636,0.0179576220169635,0.180313,0.24960000000000004,0.06928700000000004,0.4545454545454546
4,62,55,2,0.30259335580645164,0.022791355414843468,0.25188714,0.33919985,0.08731271000000002,0.4838709677419355
5,59,59,2,0.3794614520237289,0.02891480986472628,0.31890538160000004,0.4319874375,0.11308205589999998,0.47457627118644063
6,56,56,2,0.4578645543129107,0.03468047522348371,0.389926011669,0.511999478703,0.12207346703400002,0.5
7,51,51,3,0.5376736173212058,0.04122525903224157,0.46486126003034,0.60798623431278,0.14312497428243998,0.4901960784313726
8,47,47,4,0.6154486669031327,0.04625118171534928,0.5403843161049865,0.699105006763772,0.15872069065878547,0.5106382978723405
9,43,43,4,0.6890499002558248,0.04953869240103889,0.6125177440351725,0.7822367224745029,0.16971897843933048,0.5348837209302326
10,40,40,3,0.7549231011109765,0.05308467645503953,0.6535998018105114,0.8691270646544711,0.21552726284395973,0.5
