age,occurrences,unique_beliefs,unique_urc_levels,mse_mean,mse_std,mse_min,mse_max,mse_range,modal_level_disagreement
0,75,1,1,0.0,0.0,0.0,0.0,0.0,0.0
1,75,17,2,0.07293333333333334,0.01186292075708545,0.04,0.08,0.04,0.3466666666666667
2,74,46,2,0.1494662162162162,0.01694474547452672,0.08860000000000001,0.16319999999999998,0.07459999999999997,0.43243243243243246
3,72,63,2,0.22783808333333333,0.02036894045664597,0.16753600000000002,0.24959999999999996,0.08206399999999994,0.5
4,70,69,3,0.30751724,0.023409805194490808,0.23448178,0.33919977999999995,0.10471799999999995,0.5
5,67,67,3,0.38788231566119397,0.028368572275401904,0.29995607129999996,0.41919971060000005,0.11924363930000009,0.4925373134328358
6,65,65,3,0.47100331033213844,0.02975701169352662,0.37788392880400007,0.5119525396619998,0.13406861085799976,0.49230769230769234
7,63,63,3,0.5526308292290507,0.03398362483215043,0.45926236223024,0.60709841641214,0.14783605418190005,0.4920634920634921
8,60,60,3,0.6327426202255473,0.038066274039015184,0.5312325303275792,0.6897439849238315,0.15851145459625227,0.5
9,57,57,3,0.7110470639696053,0.040252617275631765,0.6156366492351817,0.7793141584259944,0.1636775091908127,0.49122807017543857
10,53,53,4,0.7867012578653898,0.04763658770123878,0.6210430955182108,0.8656533782757818,0.24461028275757102,0.49056603773584906
