map_id,start_x,start_y,age,xhat,yhat,direction,cnt_e,cnt_w,cnt_n,cnt_s,belief_state,b1,b2,b3,b4,other,gini_uncertainty
31,6,6,2,7,6,north,1,0,1,0,4,94,2,1,1,2,1154
31,6,6,3,7,7,north,1,0,2,0,7,91,3,2,2,2,1698
31,6,6,4,7,8,north,1,0,3,0,12,88,4,3,3,2,2218
31,6,6,5,7,9,east,2,0,3,0,21,86,4,3,3,4,2554
31,6,6,6,8,9,east,3,0,3,0,31,83,5,3,3,6,3032
31,6,8,1,6,8,east,1,0,0,0,1,97,1,1,1,0,588
31,6,8,2,7,8,north,1,0,1,0,4,94,2,1,1,2,1154
31,6,8,3,7,9,east,2,0,1,0,7,91,3,2,2,2,1698
31,6,8,4,8,9,east,3,0,1,0,12,88,4,3,3,2,2218
31,7,0,1,7,0,west,0,1,0,0,1,97,1,1,1,0,588
31,7,0,2,6,0,north,0,1,1,0,4,94,2,1,1,2,1154
31,7,0,3,6,1,north,0,1,2,0,7,91,3,2,2,2,1698
31,7,0,4,6,2,north,0,1,3,0,12,88,4,3,3,2,2218
31,7,0,5,6,3,north,0,1,4,0,19,86,4,4,4,2,2552
31,7,0,6,6,4,north,0,1,5,0,26,83,5,5,4,3,3036
31,7,0,7,6,5,north,0,1,6,0,38,81,6,5,5,3,3344
31,7,0,8,6,6,east,1,1,6,0,65,78,6,6,5,5,3794
31,7,0,9,7,6,north,1,1,7,0,68,76,7,6,6,5,4078
31,7,0,10,7,7,north,1,1,8,0,91,74,7,7,7,5,4352
31,7,1,1,7,1,west,0,1,0,0,1,97,1,1,1,0,588
31,7,1,2,6,1,north,0,1,1,0,4,94,2,1,1,2,1154
31,7,1,3,6,2,north,0,1,2,0,7,91,3,2,2,2,1698
31,7,1,4,6,3,north,0,1,3,0,12,88,4,3,3,2,2218
31,7,1,5,6,4,north,0,1,4,0,19,86,4,4,4,2,2552
31,7,1,6,6,5,north,0,1,5,0,26,83,5,5,4,3,3036
31,7,1,7,6,6,east,1,1,5,0,39,81,5,5,4,5,3348
31,7,1,8,7,6,north,1,1,6,0,65,78,6,6,5,5,3794
31,7,1,9,7,7,north,1,1,7,0,68,76,7,6,6,5,4078
31,7,1,10,7,8,north,1,1,8,0,91,74,7,7,7,5,4352
31,7,2,1,7,2,west,0,1,0,0,1,97,1,1,1,0,588
31,7,2,2,6,2,north,0,1,1,0,4,94,2,1,1,2,1154
31,7,2,3,6,3,north,0,1,2,0,7,91,3,2,2,2,1698
31,7,2,4,6,4,north,0,1,3,0,12,88,4,3,3,2,2218
31,7,2,5,6,5,north,0,1,4,0,19,86,4,4,4,2,2552
31,7,2,6,6,6,east,1,1,4,0,33,84,4,4,4,4,2880
31,7,2,7,7,6,north,1,1,5,0,39,81,5,5,4,5,3348
31,7,2,8,7,7,north,1,1,6,0,65,78,6,6,5,5,3794
31,7,2,9,7,8,north,1,1,7,0,68,76,7,6,6,5,4078
31,7,2,10,7,9,east,2,1,7,0,92,74,7,6,6,7,4354
31,7,4,1,7,4,west,0,1,0,0,1,97,1,1,1,0,588
31,7,4,2,6,4,north,0,1,1,0,4,94,2,1,1,2,1154
31,7,4,3,6,5,north,0,1,2,0,7,91,3,2,2,2,1698
31,7,4,4,6,6,east,1,1,2,0,15,88,3,3,2,4,2218
31,7,4,5,7,6,north,1,1,3,0,21,86,4,3,3,4,2554
31,7,4,6,7,7,north,1,1,4,0,33,84,4,4,4,4,2880
31,7,4,7,7,8,north,1,1,5,0,39,81,5,5,4,5,3348
31,7,4,8,7,9,east,2,1,5,0,64,79,6,5,4,6,3646
31,7,4,9,8,9,east,3,1,5,0,85,76,7,5,4,8,4070
31,7,5,1,7,5,north,0,0,1,0,1,97,1,1,1,0,588
31,7,5,2,7,6,north,0,0,2,0,2,94,2,2,2,0,1152
31,7,5,3,7,7,north,0,0,3,0,5,91,3,3,3,0,1692
31,7,5,4,7,8,north,0,0,4,0,9,88,4,4,4,0,2208
31,7,5,5,7,9,east,1,0,4,0,19,86,4,4,4,2,2552
31,7,5,6,8,9,east,2,0,4,0,28,83,5,4,4,4,3038
31,7,6,1,7,6,north,0,0,1,0,1,97,1,1,1,0,588
31,7,6,2,7,7,north,0,0,2,0,2,94,2,2,2,0,1152
31,7,6,3,7,8,north,0,0,3,0,5,91,3,3,3,0,1692
31,7,6,4,7,9,east,1,0,3,0,12,88,4,3,3,2,2218
31,7,6,5,8,9,east,2,0,3,0,21,86,4,3,3,4,2554
31,7,7,1,7,7,north,0,0,1,0,1,97,1,1,1,0,588
31,7,7,2,7,8,north,0,0,2,0,2,94,2,2,2,0,1152
31,7,7,3,7,9,east,1,0,2,0,7,91,3,2,2,2,1698
31,7,7,4,8,9,east,2,0,2,0,14,88,4,2,2,4,2216
31,7,8,1,7,8,north,0,0,1,0,1,97,1,1,1,0,588
31,7,8,2,7,9,east,1,0,1,0,4,94,2,1,1,2,1154
31,7,8,3,8,9,east,2,0,1,0,7,91,3,2,2,2,1698
31,7,9,1,7,9,east,1,0,0,0,1,97,1,1,1,0,588
31,7,9,2,8,9,east,2,0,0,0,2,94,2,2,2,0,1152
31,8,0,1,8,0,west,0,1,0,0,1,97,1,1,1,0,588
31,8,0,2,7,0,west,0,2,0,0,2,94,2,2,2,0,1152
31,8,0,3,6,0,north,0,2,1,0,7,91,3,2,2,2,1698
31,8,0,4,6,1,north,0,2,2,0,14,88,4,2,2,4,2216
31,8,0,5,6,2,north,0,2,3,0,21,86,4,3,3,4,2554
31,8,0,6,6,3,north,0,2,4,0,28,83,5,4,4,4,3038
31,8,0,7,6,4,north,0,2,5,0,41,81,6,4,4,5,3346
31,8,0,8,6,5,north,0,2,6,0,55,78,7,5,5,5,3792
31,8,0,9,6,6,east,1,2,6,0,87,76,6,6,5,7,4078
31,8,0,10,7,6,north,1,2,7,0,92,74,7,6,6,7,4354
31,8,1,1,8,1,west,0,1,0,0,1,97,1,1,1,0,588
31,8,1,2,7,1,west,0,2,0,0,2,94,2,2,2,0,1152
31,8,1,3,6,1,north,0,2,1,0,7,91,3,2,2,2,1698
31,8,1,4,6,2,north,0,2,2,0,14,88,4,2,2,4,2216
31,8,1,5,6,3,north,0,2,3,0,21,86,4,3,3,4,2554
31,8,1,6,6,4,north,0,2,4,0,28,83,5,4,4,4,3038
31,8,1,7,6,5,north,0,2,5,0,41,81,6,4,4,5,3346
31,8,1,8,6,6,east,1,2,5,0,64,79,6,5,4,6,3646
31,8,1,9,7,6,north,1,2,6,0,87,76,6,6,5,7,4078
31,8,1,10,7,7,north,1,2,7,0,92,74,7,6,6,7,4354
31,8,2,1,8,2,south,0,0,0,1,1,97,1,1,1,0,588
31,8,2,2,8,1,west,0,1,0,1,4,94,2,1,1,2,1154
31,8,2,3,7,1,west,0,2,0,1,7,91,3,2,2,2,1698
31,8,2,4,6,1,north,0,2,1,1,15,88,3,3,2,4,2218
31,8,2,5,6,2,north,0,2,2,1,18,86,3,3,2,6,2546
31,8,2,6,6,3,north,0,2,3,1,29,83,4,3,3,7,3028
31,8,2,7,6,4,north,0,2,4,1,42,81,5,4,3,7,3340
31,8,2,8,6,5,north,0,2,5,1,56,79,6,4,4,7,3642
31,8,2,9,6,6,east,1,2,5,1,89,76,6,5,4,9,4066
31,8,2,10,7,6,north,1,2,6,1,93,74,6,6,5,9,4346
31,8,4,1,8,4,west,0,1,0,0,1,97,1,1,1,0,588
31,8,4,2,7,4,west,0,2,0,0,2,94,2,2,2,0,1152
31,8,4,3,6,4,north,0,2,1,0,7,91,3,2,2,2,1698
31,8,4,4,6,5,north,0,2,2,0,14,88,4,2,2,4,2216
31,8,4,5,6,6,east,1,2,2,0,18,86,3,3,2,6,2546
31,8,4,6,7,6,north,1,2,3,0,32,83,4,4,3,6,3034
31,8,4,7,7,7,north,1,2,4,0,36,81,5,4,4,6,3346
31,8,4,8,7,8,north,1,2,5,0,64,79,6,5,4,6,3646
31,8,4,9,7,9,east,2,2,5,0,86,76,6,6,4,8,4072
31,8,4,10,8,9,east,3,2,5,0,114,74,6,6,4,10,4336
31,8,7,1,8,7,west,0,1,0,0,1,97,1,1,1,0,588
31,8,7,2,7,7,north,0,1,1,0,4,94,2,1,1,2,1154
31,8,7,3,7,8,north,0,1,2,0,7,91,3,2,2,2,1698
31,8,7,4,7,9,east,1,1,2,0,15,88,3,3,2,4,2218
31,8,7,5,8,9,east,2,1,2,0,18,86,3,3,2,6,2546
31,8,9,1,8,9,east,1,0,0,0,1,97,1,1,1,0,588
31,9,0,1,9,0,west,0,1,0,0,1,97,1,1,1,0,588
31,9,0,2,8,0,west,0,2,0,0,2,94,2,2,2,0,1152
31,9,0,3,7,0,west,0,3,0,0,5,91,3,3,3,0,1692
31,9,0,4,6,0,north,0,3,1,0,12,88,4,3,3,2,2218
31,9,0,5,6,1,north,0,3,2,0,21,86,4,3,3,4,2554
31,9,0,6,6,2,north,0,3,3,0,31,83,5,3,3,6,3032
31,9,0,7,6,3,north,0,3,4,0,43,81,6,4,3,6,3342
31,9,0,8,6,4,north,0,3,5,0,58,79,7,4,4,6,3642
31,9,0,9,6,5,north,0,3,6,0,76,76,7,5,5,7,4076
31,9,0,10,6,6,east,1,3,6,0,102,74,7,6,5,8,4350
31,9,1,1,9,1,west,0,1,0,0,1,97,1,1,1,0,588
31,9,1,2,8,1,west,0,2,0,0,2,94,2,2,2,0,1152
31,9,1,3,7,1,west,0,3,0,0,5,91,3,3,3,0,1692
31,9,1,4,6,1,north,0,3,1,0,12,88,4,3,3,2,2218
31,9,1,5,6,2,north,0,3,2,0,21,86,4,3,3,4,2554
31,9,1,6,6,3,north,0,3,3,0,31,83,5,3,3,6,3032
31,9,1,7,6,4,north,0,3,4,0,43,81,6,4,3,6,3342
31,9,1,8,6,5,north,0,3,5,0,58,79,7,4,4,6,3642
31,9,1,9,6,6,east,1,3,5,0,85,76,7,5,4,8,4070
31,9,1,10,7,6,north,1,3,6,0,102,74,7,6,5,8,4350
31,9,8,1,9,8,north,0,0,1,0,1,97,1,1,1,0,588
32,0,0,1,0,0,north,0,0,1,0,1,97,1,1,1,0,588
32,0,0,2,0,1,north,0,0,2,0,2,94,2,2,2,0,1152
32,0,0,3,0,2,north,0,0,3,0,5,91,3,3,3,0,1692
32,0,0,4,0,3,north,0,0,4,0,9,88,4,4,4,0,2208
32,0,0,5,0,4,north,0,0,5,0,16,86,5,4,4,1,2546
32,0,0,6,0,5,north,0,0,6,0,22,83,6,5,5,1,3024
32,0,0,7,0,6,north,0,0,7,0,34,81,6,6,6,1,3330
32,0,0,8,0,7,east,1,0,7,0,51,78,7,6,6,3,3786
32,0,0,9,1,7,east,2,0,7,0,68,76,7,6,6,5,4078
32,0,0,10,2,7,north,2,0,8,0,101,74,8,7,6,5,4350
32,0,1,1,0,1,north,0,0,1,0,1,97,1,1,1,0,588
32,0,1,2,0,2,north,0,0,2,0,2,94,2,2,2,0,1152
32,0,1,3,0,3,north,0,0,3,0,5,91,3,3,3,0,1692
32,0,1,4,0,4,north,0,0,4,0,9,88,4,4,4,0,2208
32,0,1,5,0,5,north,0,0,5,0,16,86,5,4,4,1,2546
32,0,1,6,0,6,north,0,0,6,0,22,83,6,5,5,1,3024
32,0,1,7,0,7,east,1,0,6,0,38,81,6,5,5,3,3344
32,0,1,8,1,7,east,2,0,6,0,55,78,7,5,5,5,3792
32,0,1,9,2,7,north,2,0,7,0,68,76,7,6,6,5,4078
32,0,1,10,2,8,east,3,0,7,0,105,74,8,6,5,7,4350
32,0,2,1,0,2,north,0,0,1,0,1,97,1,1,1,0,588
32,0,2,2,0,3,north,0,0,2,0,2,94,2,2,2,0,1152
32,0,2,3,0,4,north,0,0,3,0,5,91,3,3,3,0,1692
32,0,2,4,0,5,north,0,0,4,0,9,88,4,4,4,0,2208
32,0,2,5,0,6,north,0,0,5,0,16,86,5,4,4,1,2546
32,0,2,6,0,7,east,1,0,5,0,26,83,5,5,4,3,3036
32,0,2,7,1,7,east,2,0,5,0,41,81,6,4,4,5,3346
32,0,2,8,2,7,north,2,0,6,0,55,78,7,5,5,5,3792
32,0,2,9,2,8,east,3,0,6,0,76,76,7,5,5,7,4076
32,0,2,10,3,8,east,4,0,6,0,109,74,8,5,5,8,4346
32,0,3,1,0,3,north,0,0,1,0,1,97,1,1,1,0,588
32,0,3,2,0,4,north,0,0,2,0,2,94,2,2,2,0,1152
32,0,3,3,0,5,north,0,0,3,0,5,91,3,3,3,0,1692
32,0,3,4,0,6,north,0,0,4,0,9,88,4,4,4,0,2208
32,0,3,5,0,7,east,1,0,4,0,19,86,4,4,4,2,2552
32,0,3,6,1,7,east,2,0,4,0,28,83,5,4,4,4,3038
32,0,3,7,2,7,north,2,0,5,0,41,81,6,4,4,5,3346
32,0,3,8,2,8,east,3,0,5,0,58,79,7,4,4,6,3642
32,0,3,9,3,8,east,4,0,5,0,82,76,8,4,4,8,4064
32,0,3,10,4,8,east,5,0,5,0,112,74,8,4,4,10,4328
32,0,4,1,0,4,north,0,0,1,0,1,97,1,1,1,0,588
32,0,4,2,0,5,north,0,0,2,0,2,94,2,2,2,0,1152
32,0,4,3,0,6,north,0,0,3,0,5,91,3,3,3,0,1692
32,0,4,4,0,7,east,1,0,3,0,12,88,4,3,3,2,2218
32,0,4,5,1,7,east,2,0,3,0,21,86,4,3,3,4,2554
32,0,4,6,2,7,north,2,0,4,0,28,83,5,4,4,4,3038
32,0,4,7,2,8,east,3,0,4,0,43,81,6,4,3,6,3342
32,0,4,8,3,8,east,4,0,4,0,61,79,7,3,3,8,3628
32,0,4,9,4,8,east,5,0,4,0,82,76,8,4,4,8,4064
32,0,4,10,5,8,east,6,0,4,0,109,74,8,5,5,8,4346
32,0,5,1,0,5,north,0,0,1,0,1,97,1,1,1,0,588
32,0,5,2,0,6,north,0,0,2,0,2,94,2,2,2,0,1152
32,0,5,3,0,7,east,1,0,2,0,7,91,3,2,2,2,1698
32,0,5,4,1,7,east,2,0,2,0,14,88,4,2,2,4,2216
32,0,5,5,2,7,north,2,0,3,0,21,86,4,3,3,4,2554
32,0,5,6,2,8,east,3,0,3,0,31,83,5,3,3,6,3032
32,0,5,7,3,8,east,4,0,3,0,43,81,6,4,3,6,3342
32,0,5,8,4,8,east,5,0,3,0,58,79,7,4,4,6,3642
32,0,5,9,5,8,east,6,0,3,0,76,76,7,5,5,7,4076
32,0,5,10,6,8,north,6,0,4,0,109,74,8,5,5,8,4346
32,0,6,1,0,6,north,0,0,1,0,1,97,1,1,1,0,588
32,0,6,2,0,7,east,1,0,1,0,4,94,2,1,1,2,1154
32,0,6,3,1,7,east,2,0,1,0,7,91,3,2,2,2,1698
32,0,6,4,2,7,north,2,0,2,0,14,88,4,2,2,4,2216
32,0,6,5,2,8,east,3,0,2,0,21,86,4,3,3,4,2554
32,0,6,6,3,8,east,4,0,2,0,28,83,5,4,4,4,3038
32,0,6,7,4,8,east,5,0,2,0,41,81,6,4,4,5,3346
32,0,6,8,5,8,east,6,0,2,0,55,78,7,5,5,5,3792
32,0,6,9,6,8,north,6,0,3,0,76,76,7,5,5,7,4076
32,0,6,10,6,9,east,7,0,3,0,105,74,8,6,5,7,4350
32,0,7,1,0,7,east,1,0,0,0,1,97,1,1,1,0,588
32,0,7,2,1,7,east,2,0,0,0,2,94,2,2,2,0,1152
32,0,7,3,2,7,north,2,0,1,0,7,91,3,2,2,2,1698
32,0,7,4,2,8,east,3,0,1,0,12,88,4,3,3,2,2218
32,0,7,5,3,8,east,4,0,1,0,19,86,4,4,4,2,2552
32,0,7,6,4,8,east,5,0,1,0,26,83,5,5,4,3,3036
32,0,7,7,5,8,east,6,0,1,0,38,81,6,5,5,3,3344
32,0,7,8,6,8,north,6,0,2,0,55,78,7,5,5,5,3792
32,0,7,9,6,9,east,7,0,2,0,68,76,7,6,6,5,4078
32,0,7,10,7,9,east,8,0,2,0,101,74,8,7,6,5,4350
32,0,9,1,0,9,east,1,0,0,0,1,97,1,1,1,0,588
32,0,9,2,1,9,south,1,0,0,1,4,94,2,1,1,2,1154
32,0,9,3,1,8,east,2,0,0,1,7,91,3,2,2,2,1698
32,0,9,4,2,8,east,3,0,0,1,12,88,4,3,3,2,2218
32,0,9,5,3,8,east,4,0,0,1,19,86,4,4,4,2,2552
32,0,9,6,4,8,east,5,0,0,1,26,83,5,5,4,3,3036
32,0,9,7,5,8,east,6,0,0,1,38,81,6,5,5,3,3344
32,0,9,8,6,8,north,6,0,1,1,65,78,6,6,5,5,3794
32,0,9,9,6,9,east,7,0,1,1,68,76,7,6,6,5,4078
32,0,9,10,7,9,east,8,0,1,1,91,74,7,7,7,5,4352
32,1,0,1,1,0,west,0,1,0,0,1,97,1,1,1,0,588
32,1,0,2,0,0,north,0,1,1,0,4,94,2,1,1,2,1154
32,1,0,3,0,1,north,0,1,2,0,7,91,3,2,2,2,1698
32,1,0,4,0,2,north,0,1,3,0,12,88,4,3,3,2,2218
32,1,0,5,0,3,north,0,1,4,0,19,86,4,4,4,2,2552
32,1,0,6,0,4,north,0,1,5,0,26,83,5,5,4,3,3036
32,1,0,7,0,5,north,0,1,6,0,38,81,6,5,5,3,3344
32,1,0,8,0,6,north,0,1,7,0,51,78,7,6,6,3,3786
32,1,0,9,0,7,east,1,1,7,0,68,76,7,6,6,5,4078
32,1,0,10,1,7,east,2,1,7,0,92,74,7,6,6,7,4354
32,1,2,1,1,2,west,0,1,0,0,1,97,1,1,1,0,588
32,1,2,2,0,2,north,0,1,1,0,4,94,2,1,1,2,1154
32,1,2,3,0,3,north,0,1,2,0,7,91,3,2,2,2,1698
32,1,2,4,0,4,north,0,1,3,0,12,88,4,3,3,2,2218
32,1,2,5,0,5,north,0,1,4,0,19,86,4,4,4,2,2552
32,1,2,6,0,6,north,0,1,5,0,26,83,5,5,4,3,3036
32,1,2,7,0,7,east,1,1,5,0,39,81,5,5,4,5,3348
32,1,2,8,1,7,east,2,1,5,0,64,79,6,5,4,6,3646
32,1,2,9,2,7,north,2,1,6,0,87,76,6,6,5,7,4078
32,1,2,10,2,8,east,3,1,6,0,102,74,7,6,5,8,4350
32,1,3,1,1,3,west,0,1,0,0,1,97,1,1,1,0,588
32,1,3,2,0,3,north,0,1,1,0,4,94,2,1,1,2,1154
32,1,3,3,0,4,north,0,1,2,0,7,91,3,2,2,2,1698
32,1,3,4,0,5,north,0,1,3,0,12,88,4,3,3,2,2218
32,1,3,5,0,6,north,0,1,4,0,19,86,4,4,4,2,2552
32,1,3,6,0,7,east,1,1,4,0,33,84,4,4,4,4,2880
32,1,3,7,1,7,east,2,1,4,0,36,81,5,4,4,6,3346
32,1,3,8,2,7,north,2,1,5,0,64,79,6,5,4,6,3646
32,1,3,9,2,8,east,3,1,5,0,85,76,7,5,4,8,4070
32,1,3,10,3,8,east,4,1,5,0,113,74,7,5,4,10,4334
32,1,6,1,1,6,north,0,0,1,0,1,97,1,1,1,0,588
32,1,6,2,1,7,east,1,0,1,0,4,94,2,1,1,2,1154
32,1,6,3,2,7,north,1,0,2,0,7,91,3,2,2,2,1698
32,1,6,4,2,8,east,2,0,2,0,14,88,4,2,2,4,2216
32,1,6,5,3,8,east,3,0,2,0,21,86,4,3,3,4,2554
32,1,6,6,4,8,east,4,0,2,0,28,83,5,4,4,4,3038
32,1,6,7,5,8,east,5,0,2,0,41,81,6,4,4,5,3346
32,1,6,8,6,8,north,5,0,3,0,58,79,7,4,4,6,3642
32,1,6,9,6,9,east,6,0,3,0,76,76,7,5,5,7,4076
32,1,6,10,7,9,east,7,0,3,0,105,74,8,6,5,7,4350
32,1,7,1,1,7,east,1,0,0,0,1,97,1,1,1,0,588
32,1,7,2,2,7,north,1,0,1,0,4,94,2,1,1,2,1154
32,1,7,3,2,8,east,2,0,1,0,7,91,3,2,2,2,1698
32,1,7,4,3,8,east,3,0,1,0,12,88,4,3,3,2,2218
32,1,7,5,4,8,east,4,0,1,0,19,86,4,4,4,2,2552
32,1,7,6,5,8,east,5,0,1,0,26,83,5,5,4,3,3036
32,1,7,7,6,8,north,5,0,2,0,41,81,6,4,4,5,3346
32,1,7,8,6,9,east,6,0,2,0,55,78,7,5,5,5,3792
32,1,7,9,7,9,east,7,0,2,0,68,76,7,6,6,5,4078
32,1,7,10,8,9,east,8,0,2,0,101,74,8,7,6,5,4350
32,1,8,1,1,8,east,1,0,0,0,1,97,1,1,1,0,588
32,1,8,2,2,8,east,2,0,0,0,2,94,2,2,2,0,1152
32,1,8,3,3,8,east,3,0,0,0,5,91,3,3,3,0,1692
32,1,8,4,4,8,east,4,0,0,0,9,88,4,4,4,0,2208
32,1,8,5,5,8,east,5,0,0,0,16,86,5,4,4,1,2546
32,1,8,6,6,8,north,5,0,1,0,26,83,5,5,4,3,3036
32,1,8,7,6,9,east,6,0,1,0,38,81,6,5,5,3,3344
32,1,8,8,7,9,east,7,0,1,0,51,78,7,6,6,3,3786
32,1,8,9,8,9,east,8,0,1,0,72,76,7,7,6,4,4074
32,1,9,1,1,9,south,0,0,0,1,1,97,1,1,1,0,588
32,1,9,2,1,8,east,1,0,0,1,4,94,2,1,1,2,1154
32,1,9,3,2,8,east,2,0,0,1,7,91,3,2,2,2,1698
32,1,9,4,3,8,east,3,0,0,1,12,88,4,3,3,2,2218
32,1,9,5,4,8,east,4,0,0,1,19,86,4,4,4,2,2552
32,1,9,6,5,8,east,5,0,0,1,26,83,5,5,4,3,3036
32,1,9,7,6,8,north,5,0,1,1,39,81,5,5,4,5,3348
32,1,9,8,6,9,east,6,0,1,1,65,78,6,6,5,5,3794
32,1,9,9,7,9,east,7,0,1,1,68,76,7,6,6,5,4078
32,1,9,10,8,9,east,8,0,1,1,91,74,7,7,7,5,4352
32,2,0,1,2,0,east,1,0,0,0,1,97,1,1,1,0,588
32,2,0,2,3,0,east,2,0,0,0,2,94,2,2,2,0,1152
32,2,0,3,4,0,east,3,0,0,0,5,91,3,3,3,0,1692
32,2,0,4,5,0,north,3,0,1,0,12,88,4,3,3,2,2218
32,2,0,5,5,1,north,3,0,2,0,21,86,4,3,3,4,2554
32,2,0,6,5,2,north,3,0,3,0,31,83,5,3,3,6,3032
32,2,0,7,5,3,north,3,0,4,0,43,81,6,4,3,6,3342
32,2,0,8,5,4,north,3,0,5,0,58,79,7,4,4,6,3642
32,2,0,9,5,5,north,3,0,6,0,76,76,7,5,5,7,4076
32,2,0,10,5,6,east,4,0,6,0,109,74,8,5,5,8,4346
32,2,1,1,2,1,north,0,0,1,0,1,97,1,1,1,0,588
32,2,1,2,2,2,north,0,0,2,0,2,94,2,2,2,0,1152
32,2,1,3,2,3,north,0,0,3,0,5,91,3,3,3,0,1692
32,2,1,4,2,4,east,1,0,3,0,12,88,4,3,3,2,2218
32,2,1,5,3,4,east,2,0,3,0,21,86,4,3,3,4,2554
32,2,1,6,4,4,north,2,0,4,0,28,83,5,4,4,4,3038
32,2,1,7,4,5,east,3,0,4,0,43,81,6,4,3,6,3342
32,2,1,8,5,5,north,3,0,5,0,58,79,7,4,4,6,3642
32,2,1,9,5,6,east,4,0,5,0,82,76,8,4,4,8,4064
32,2,1,10,6,6,north,4,0,6,0,109,74,8,5,5,8,4346
32,2,2,1,2,2,north,0,0,1,0,1,97,1,1,1,0,588
32,2,2,2,2,3,north,0,0,2,0,2,94,2,2,2,0,1152
32,2,2,3,2,4,east,1,0,2,0,7,91,3,2,2,2,1698
32,2,2,4,3,4,east,2,0,2,0,14,88,4,2,2,4,2216
32,2,2,5,4,4,north,2,0,3,0,21,86,4,3,3,4,2554
32,2,2,6,4,5,east,3,0,3,0,31,83,5,3,3,6,3032
32,2,2,7,5,5,north,3,0,4,0,43,81,6,4,3,6,3342
32,2,2,8,5,6,east,4,0,4,0,61,79,7,3,3,8,3628
32,2,2,9,6,6,north,4,0,5,0,82,76,8,4,4,8,4064
32,2,2,10,6,7,north,4,0,6,0,109,74,8,5,5,8,4346
32,2,3,1,2,3,north,0,0,1,0,1,97,1,1,1,0,588
32,2,3,2,2,4,east,1,0,1,0,4,94,2,1,1,2,1154
32,2,3,3,3,4,east,2,0,1,0,7,91,3,2,2,2,1698
32,2,3,4,4,4,north,2,0,2,0,14,88,4,2,2,4,2216
32,2,3,5,4,5,east,3,0,2,0,21,86,4,3,3,4,2554
32,2,3,6,5,5,north,3,0,3,0,31,83,5,3,3,6,3032
32,2,3,7,5,6,east,4,0,3,0,43,81,6,4,3,6,3342
32,2,3,8,6,6,north,4,0,4,0,61,79,7,3,3,8,3628
32,2,3,9,6,7,north,4,0,5,0,82,76,8,4,4,8,4064
32,2,3,10,6,8,north,4,0,6,0,109,74,8,5,5,8,4346
32,2,4,1,2,4,east,1,0,0,0,1,97,1,1,1,0,588
32,2,4,2,3,4,east,2,0,0,0,2,94,2,2,2,0,1152
32,2,4,3,4,4,north,2,0,1,0,7,91,3,2,2,2,1698
32,2,4,4,4,5,east,3,0,1,0,12,88,4,3,3,2,2218
32,2,4,5,5,5,north,3,0,2,0,21,86,4,3,3,4,2554
32,2,4,6,5,6,east,4,0,2,0,28,83,5,4,4,4,3038
32,2,4,7,6,6,north,4,0,3,0,43,81,6,4,3,6,3342
32,2,4,8,6,7,north,4,0,4,0,61,79,7,3,3,8,3628
32,2,4,9,6,8,north,4,0,5,0,82,76,8,4,4,8,4064
32,2,4,10,6,9,east,5,0,5,0,112,74,8,4,4,10,4328
32,2,5,1,2,5,north,0,0,1,0,1,97,1,1,1,0,588
32,2,5,2,2,6,north,0,0,2,0,2,94,2,2,2,0,1152
32,2,5,3,2,7,north,0,0,3,0,5,91,3,3,3,0,1692
32,2,5,4,2,8,east,1,0,3,0,12,88,4,3,3,2,2218
32,2,5,5,3,8,east,2,0,3,0,21,86,4,3,3,4,2554
32,2,5,6,4,8,east,3,0,3,0,31,83,5,3,3,6,3032
32,2,5,7,5,8,east,4,0,3,0,43,81,6,4,3,6,3342
32,2,5,8,6,8,north,4,0,4,0,61,79,7,3,3,8,3628
32,2,5,9,6,9,east,5,0,4,0,82,76,8,4,4,8,4064
32,2,5,10,7,9,east,6,0,4,0,109,74,8,5,5,8,4346
32,2,6,1,2,6,north,0,0,1,0,1,97,1,1,1,0,588
32,2,6,2,2,7,north,0,0,2,0,2,94,2,2,2,0,1152
32,2,6,3,2,8,east,1,0,2,0,7,91,3,2,2,2,1698
32,2,6,4,3,8,east,2,0,2,0,14,88,4,2,2,4,2216
32,2,6,5,4,8,east,3,0,2,0,21,86,4,3,3,4,2554
32,2,6,6,5,8,east,4,0,2,0,28,83,5,4,4,4,3038
32,2,6,7,6,8,north,4,0,3,0,43,81,6,4,3,6,3342
32,2,6,8,6,9,east,5,0,3,0,58,79,7,4,4,6,3642
32,2,6,9,7,9,east,6,0,3,0,76,76,7,5,5,7,4076
32,2,6,10,8,9,east,7,0,3,0,105,74,8,6,5,7,4350
32,2,7,1,2,7,north,0,0,1,0,1,97,1,1,1,0,588
32,2,7,2,2,8,east,1,0,1,0,4,94,2,1,1,2,1154
32,2,7,3,3,8,east,2,0,1,0,7,91,3,2,2,2,1698
32,2,7,4,4,8,east,3,0,1,0,12,88,4,3,3,2,2218
32,2,7,5,5,8,east,4,0,1,0,19,86,4,4,4,2,2552
32,2,7,6,6,8,north,4,0,2,0,28,83,5,4,4,4,3038
32,2,7,7,6,9,east,5,0,2,0,41,81,6,4,4,5,3346
32,2,7,8,7,9,east,6,0,2,0,55,78,7,5,5,5,3792
32,2,7,9,8,9,east,7,0,2,0,68,76,7,6,6,5,4078
32,2,8,1,2,8,east,1,0,0,0,1,97,1,1,1,0,588
32,2,8,2,3,8,east,2,0,0,0,2,94,2,2,2,0,1152
32,2,8,3,4,8,east,3,0,0,0,5,91,3,3,3,0,1692
32,2,8,4,5,8,east,4,0,0,0,9,88,4,4,4,0,2208
