map_id,start_x,start_y,age,xhat,yhat,direction,cnt_e,cnt_w,cnt_n,cnt_s,belief_state,b1,b2,b3,b4,other,gini_uncertainty
42,5,2,7,8,5,north,3,0,4,0,43,81,6,4,3,6,3342
42,5,2,8,8,6,east,4,0,4,0,61,79,7,3,3,8,3628
42,5,2,9,9,6,north,4,0,5,0,82,76,8,4,4,8,4064
42,5,2,10,9,7,north,4,0,6,0,109,74,8,5,5,8,4346
42,5,4,1,5,4,east,1,0,0,0,1,97,1,1,1,0,588
42,5,4,2,6,4,east,2,0,0,0,2,94,2,2,2,0,1152
42,5,4,3,7,4,north,2,0,1,0,7,91,3,2,2,2,1698
42,5,4,4,7,5,east,3,0,1,0,12,88,4,3,3,2,2218
42,5,4,5,8,5,north,3,0,2,0,21,86,4,3,3,4,2554
42,5,4,6,8,6,east,4,0,2,0,28,83,5,4,4,4,3038
42,5,4,7,9,6,north,4,0,3,0,43,81,6,4,3,6,3342
42,5,4,8,9,7,north,4,0,4,0,61,79,7,3,3,8,3628
42,5,4,9,9,8,north,4,0,5,0,82,76,8,4,4,8,4064
42,6,0,1,6,0,north,0,0,1,0,1,97,1,1,1,0,588
42,6,0,2,6,1,north,0,0,2,0,2,94,2,2,2,0,1152
42,6,0,3,6,2,north,0,0,3,0,5,91,3,3,3,0,1692
42,6,0,4,6,3,east,1,0,3,0,12,88,4,3,3,2,2218
42,6,0,5,7,3,north,1,0,4,0,19,86,4,4,4,2,2552
42,6,0,6,7,4,north,1,0,5,0,26,83,5,5,4,3,3036
42,6,0,7,7,5,east,2,0,5,0,41,81,6,4,4,5,3346
42,6,0,8,8,5,north,2,0,6,0,55,78,7,5,5,5,3792
42,6,0,9,8,6,east,3,0,6,0,76,76,7,5,5,7,4076
42,6,0,10,9,6,north,3,0,7,0,105,74,8,6,5,7,4350
42,6,1,1,6,1,north,0,0,1,0,1,97,1,1,1,0,588
42,6,1,2,6,2,north,0,0,2,0,2,94,2,2,2,0,1152
42,6,1,3,6,3,east,1,0,2,0,7,91,3,2,2,2,1698
42,6,1,4,7,3,north,1,0,3,0,12,88,4,3,3,2,2218
42,6,1,5,7,4,north,1,0,4,0,19,86,4,4,4,2,2552
42,6,1,6,7,5,east,2,0,4,0,28,83,5,4,4,4,3038
42,6,1,7,8,5,north,2,0,5,0,41,81,6,4,4,5,3346
42,6,1,8,8,6,east,3,0,5,0,58,79,7,4,4,6,3642
42,6,1,9,9,6,north,3,0,6,0,76,76,7,5,5,7,4076
42,6,1,10,9,7,north,3,0,7,0,105,74,8,6,5,7,4350
42,6,2,1,6,2,north,0,0,1,0,1,97,1,1,1,0,588
42,6,2,2,6,3,east,1,0,1,0,4,94,2,1,1,2,1154
42,6,2,3,7,3,north,1,0,2,0,7,91,3,2,2,2,1698
42,6,2,4,7,4,north,1,0,3,0,12,88,4,3,3,2,2218
42,6,2,5,7,5,east,2,0,3,0,21,86,4,3,3,4,2554
42,6,2,6,8,5,north,2,0,4,0,28,83,5,4,4,4,3038
42,6,2,7,8,6,east,3,0,4,0,43,81,6,4,3,6,3342
42,6,2,8,9,6,north,3,0,5,0,58,79,7,4,4,6,3642
42,6,2,9,9,7,north,3,0,6,0,76,76,7,5,5,7,4076
42,6,2,10,9,8,north,3,0,7,0,105,74,8,6,5,7,4350
42,6,3,1,6,3,east,1,0,0,0,1,97,1,1,1,0,588
42,6,3,2,7,3,north,1,0,1,0,4,94,2,1,1,2,1154
42,6,3,3,7,4,north,1,0,2,0,7,91,3,2,2,2,1698
42,6,3,4,7,5,east,2,0,2,0,14,88,4,2,2,4,2216
42,6,3,5,8,5,north,2,0,3,0,21,86,4,3,3,4,2554
42,6,3,6,8,6,east,3,0,3,0,31,83,5,3,3,6,3032
42,6,3,7,9,6,north,3,0,4,0,43,81,6,4,3,6,3342
42,6,3,8,9,7,north,3,0,5,0,58,79,7,4,4,6,3642
42,6,3,9,9,8,north,3,0,6,0,76,76,7,5,5,7,4076
42,6,4,1,6,4,east,1,0,0,0,1,97,1,1,1,0,588
42,6,4,2,7,4,north,1,0,1,0,4,94,2,1,1,2,1154
42,6,4,3,7,5,east,2,0,1,0,7,91,3,2,2,2,1698
42,6,4,4,8,5,north,2,0,2,0,14,88,4,2,2,4,2216
42,6,4,5,8,6,east,3,0,2,0,21,86,4,3,3,4,2554
42,6,4,6,9,6,north,3,0,3,0,31,83,5,3,3,6,3032
42,6,4,7,9,7,north,3,0,4,0,43,81,6,4,3,6,3342
42,6,4,8,9,8,north,3,0,5,0,58,79,7,4,4,6,3642
42,7,0,1,7,0,west,0,1,0,0,1,97,1,1,1,0,588
42,7,0,2,6,0,north,0,1,1,0,4,94,2,1,1,2,1154
42,7,0,3,6,1,north,0,1,2,0,7,91,3,2,2,2,1698
42,7,0,4,6,2,north,0,1,3,0,12,88,4,3,3,2,2218
42,7,0,5,6,3,east,1,1,3,0,21,86,4,3,3,4,2554
42,7,0,6,7,3,north,1,1,4,0,33,84,4,4,4,4,2880
42,7,0,7,7,4,north,1,1,5,0,39,81,5,5,4,5,3348
42,7,0,8,7,5,east,2,1,5,0,64,79,6,5,4,6,3646
42,7,0,9,8,5,north,2,1,6,0,87,76,6,6,5,7,4078
42,7,0,10,8,6,east,3,1,6,0,102,74,7,6,5,8,4350
42,7,2,1,7,2,north,0,0,1,0,1,97,1,1,1,0,588
42,7,2,2,7,3,north,0,0,2,0,2,94,2,2,2,0,1152
42,7,2,3,7,4,north,0,0,3,0,5,91,3,3,3,0,1692
42,7,2,4,7,5,east,1,0,3,0,12,88,4,3,3,2,2218
42,7,2,5,8,5,north,1,0,4,0,19,86,4,4,4,2,2552
42,7,2,6,8,6,east,2,0,4,0,28,83,5,4,4,4,3038
42,7,2,7,9,6,north,2,0,5,0,41,81,6,4,4,5,3346
42,7,2,8,9,7,north,2,0,6,0,55,78,7,5,5,5,3792
42,7,2,9,9,8,north,2,0,7,0,68,76,7,6,6,5,4078
42,7,3,1,7,3,north,0,0,1,0,1,97,1,1,1,0,588
42,7,3,2,7,4,north,0,0,2,0,2,94,2,2,2,0,1152
42,7,3,3,7,5,east,1,0,2,0,7,91,3,2,2,2,1698
42,7,3,4,8,5,north,1,0,3,0,12,88,4,3,3,2,2218
42,7,3,5,8,6,east,2,0,3,0,21,86,4,3,3,4,2554
42,7,3,6,9,6,north,2,0,4,0,28,83,5,4,4,4,3038
42,7,3,7,9,7,north,2,0,5,0,41,81,6,4,4,5,3346
42,7,3,8,9,8,north,2,0,6,0,55,78,7,5,5,5,3792
42,7,4,1,7,4,north,0,0,1,0,1,97,1,1,1,0,588
42,7,4,2,7,5,east,1,0,1,0,4,94,2,1,1,2,1154
42,7,4,3,8,5,north,1,0,2,0,7,91,3,2,2,2,1698
42,7,4,4,8,6,east,2,0,2,0,14,88,4,2,2,4,2216
42,7,4,5,9,6,north,2,0,3,0,21,86,4,3,3,4,2554
42,7,4,6,9,7,north,2,0,4,0,28,83,5,4,4,4,3038
42,7,4,7,9,8,north,2,0,5,0,41,81,6,4,4,5,3346
42,7,5,1,7,5,east,1,0,0,0,1,97,1,1,1,0,588
42,7,5,2,8,5,north,1,0,1,0,4,94,2,1,1,2,1154
42,7,5,3,8,6,east,2,0,1,0,7,91,3,2,2,2,1698
42,7,5,4,9,6,north,2,0,2,0,14,88,4,2,2,4,2216
42,7,5,5,9,7,north,2,0,3,0,21,86,4,3,3,4,2554
42,7,5,6,9,8,north,2,0,4,0,28,83,5,4,4,4,3038
42,8,0,1,8,0,west,0,1,0,0,1,97,1,1,1,0,588
42,8,0,2,7,0,west,0,2,0,0,2,94,2,2,2,0,1152
42,8,0,3,6,0,north,0,2,1,0,7,91,3,2,2,2,1698
42,8,0,4,6,1,north,0,2,2,0,14,88,4,2,2,4,2216
42,8,0,5,6,2,north,0,2,3,0,21,86,4,3,3,4,2554
42,8,0,6,6,3,east,1,2,3,0,32,83,4,4,3,6,3034
42,8,0,7,7,3,north,1,2,4,0,36,81,5,4,4,6,3346
42,8,0,8,7,4,north,1,2,5,0,64,79,6,5,4,6,3646
42,8,0,9,7,5,east,2,2,5,0,86,76,6,6,4,8,4072
42,8,0,10,8,5,north,2,2,6,0,102,74,7,6,5,8,4350
42,8,1,1,8,1,north,0,0,1,0,1,97,1,1,1,0,588
42,8,1,2,8,2,west,0,1,1,0,4,94,2,1,1,2,1154
42,8,1,3,7,2,north,0,1,2,0,7,91,3,2,2,2,1698
42,8,1,4,7,3,north,0,1,3,0,12,88,4,3,3,2,2218
42,8,1,5,7,4,north,0,1,4,0,19,86,4,4,4,2,2552
42,8,1,6,7,5,east,1,1,4,0,33,84,4,4,4,4,2880
42,8,1,7,8,5,north,1,1,5,0,39,81,5,5,4,5,3348
42,8,1,8,8,6,east,2,1,5,0,64,79,6,5,4,6,3646
42,8,1,9,9,6,north,2,1,6,0,87,76,6,6,5,7,4078
42,8,1,10,9,7,north,2,1,7,0,92,74,7,6,6,7,4354
42,8,2,1,8,2,west,0,1,0,0,1,97,1,1,1,0,588
42,8,2,2,7,2,north,0,1,1,0,4,94,2,1,1,2,1154
42,8,2,3,7,3,north,0,1,2,0,7,91,3,2,2,2,1698
42,8,2,4,7,4,north,0,1,3,0,12,88,4,3,3,2,2218
42,8,2,5,7,5,east,1,1,3,0,21,86,4,3,3,4,2554
42,8,2,6,8,5,north,1,1,4,0,33,84,4,4,4,4,2880
42,8,2,7,8,6,east,2,1,4,0,36,81,5,4,4,6,3346
42,8,2,8,9,6,north,2,1,5,0,64,79,6,5,4,6,3646
42,8,2,9,9,7,north,2,1,6,0,87,76,6,6,5,7,4078
42,8,2,10,9,8,north,2,1,7,0,92,74,7,6,6,7,4354
42,8,3,1,8,3,west,0,1,0,0,1,97,1,1,1,0,588
42,8,3,2,7,3,north,0,1,1,0,4,94,2,1,1,2,1154
42,8,3,3,7,4,north,0,1,2,0,7,91,3,2,2,2,1698
42,8,3,4,7,5,east,1,1,2,0,15,88,3,3,2,4,2218
42,8,3,5,8,5,north,1,1,3,0,21,86,4,3,3,4,2554
42,8,3,6,8,6,east,2,1,3,0,32,83,4,4,3,6,3034
42,8,3,7,9,6,north,2,1,4,0,36,81,5,4,4,6,3346
42,8,3,8,9,7,north,2,1,5,0,64,79,6,5,4,6,3646
42,8,3,9,9,8,north,2,1,6,0,87,76,6,6,5,7,4078
42,8,5,1,8,5,north,0,0,1,0,1,97,1,1,1,0,588
42,8,5,2,8,6,east,1,0,1,0,4,94,2,1,1,2,1154
42,8,5,3,9,6,north,1,0,2,0,7,91,3,2,2,2,1698
42,8,5,4,9,7,north,1,0,3,0,12,88,4,3,3,2,2218
42,8,5,5,9,8,north,1,0,4,0,19,86,4,4,4,2,2552
42,8,6,1,8,6,east,1,0,0,0,1,97,1,1,1,0,588
42,8,6,2,9,6,north,1,0,1,0,4,94,2,1,1,2,1154
42,8,6,3,9,7,north,1,0,2,0,7,91,3,2,2,2,1698
42,8,6,4,9,8,north,1,0,3,0,12,88,4,3,3,2,2218
42,8,8,1,8,8,east,1,0,0,0,1,97,1,1,1,0,588
42,8,8,2,9,8,north,1,0,1,0,4,94,2,1,1,2,1154
42,9,0,1,9,0,west,0,1,0,0,1,97,1,1,1,0,588
42,9,0,2,8,0,west,0,2,0,0,2,94,2,2,2,0,1152
42,9,0,3,7,0,west,0,3,0,0,5,91,3,3,3,0,1692
42,9,0,4,6,0,north,0,3,1,0,12,88,4,3,3,2,2218
42,9,0,5,6,1,north,0,3,2,0,21,86,4,3,3,4,2554
42,9,0,6,6,2,north,0,3,3,0,31,83,5,3,3,6,3032
42,9,0,7,6,3,east,1,3,3,0,44,81,5,3,3,8,3332
42,9,0,8,7,3,north,1,3,4,0,62,79,6,4,3,8,3634
42,9,0,9,7,4,north,1,3,5,0,85,76,7,5,4,8,4070
42,9,0,10,7,5,east,2,3,5,0,114,74,6,6,4,10,4336
42,9,2,1,9,2,west,0,1,0,0,1,97,1,1,1,0,588
42,9,2,2,8,2,west,0,2,0,0,2,94,2,2,2,0,1152
42,9,2,3,7,2,north,0,2,1,0,7,91,3,2,2,2,1698
42,9,2,4,7,3,north,0,2,2,0,14,88,4,2,2,4,2216
42,9,2,5,7,4,north,0,2,3,0,21,86,4,3,3,4,2554
42,9,2,6,7,5,east,1,2,3,0,32,83,4,4,3,6,3034
42,9,2,7,8,5,north,1,2,4,0,36,81,5,4,4,6,3346
42,9,2,8,8,6,east,2,2,4,0,63,79,5,5,3,8,3636
42,9,2,9,9,6,north,2,2,5,0,86,76,6,6,4,8,4072
42,9,2,10,9,7,north,2,2,6,0,102,74,7,6,5,8,4350
42,9,3,1,9,3,west,0,1,0,0,1,97,1,1,1,0,588
42,9,3,2,8,3,west,0,2,0,0,2,94,2,2,2,0,1152
42,9,3,3,7,3,north,0,2,1,0,7,91,3,2,2,2,1698
42,9,3,4,7,4,north,0,2,2,0,14,88,4,2,2,4,2216
42,9,3,5,7,5,east,1,2,2,0,18,86,3,3,2,6,2546
42,9,3,6,8,5,north,1,2,3,0,32,83,4,4,3,6,3034
42,9,3,7,8,6,east,2,2,3,0,40,81,4,4,3,8,3334
42,9,3,8,9,6,north,2,2,4,0,63,79,5,5,3,8,3636
42,9,3,9,9,7,north,2,2,5,0,86,76,6,6,4,8,4072
42,9,3,10,9,8,north,2,2,6,0,102,74,7,6,5,8,4350
42,9,6,1,9,6,north,0,0,1,0,1,97,1,1,1,0,588
42,9,6,2,9,7,north,0,0,2,0,2,94,2,2,2,0,1152
42,9,6,3,9,8,north,0,0,3,0,5,91,3,3,3,0,1692
42,9,7,1,9,7,north,0,0,1,0,1,97,1,1,1,0,588
42,9,7,2,9,8,north,0,0,2,0,2,94,2,2,2,0,1152
42,9,8,1,9,8,north,0,0,1,0,1,97,1,1,1,0,588
43,0,0,1,0,0,east,1,0,0,0,1,97,1,1,1,0,588
43,0,0,2,1,0,east,2,0,0,0,2,94,2,2,2,0,1152
43,0,0,3,2,0,east,3,0,0,0,5,91,3,3,3,0,1692
43,0,0,4,3,0,east,4,0,0,0,9,88,4,4,4,0,2208
43,0,0,5,4,0,east,5,0,0,0,16,86,5,4,4,1,2546
43,0,0,6,5,0,north,5,0,1,0,26,83,5,5,4,3,3036
43,0,0,7,5,1,north,5,0,2,0,41,81,6,4,4,5,3346
43,0,0,8,5,2,north,5,0,3,0,58,79,7,4,4,6,3642
43,0,0,9,5,3,north,5,0,4,0,82,76,8,4,4,8,4064
43,0,0,10,5,4,north,5,0,5,0,112,74,8,4,4,10,4328
43,0,2,1,0,2,north,0,0,1,0,1,97,1,1,1,0,588
43,0,2,2,0,3,north,0,0,2,0,2,94,2,2,2,0,1152
43,0,2,3,0,4,north,0,0,3,0,5,91,3,3,3,0,1692
43,0,2,4,0,5,east,1,0,3,0,12,88,4,3,3,2,2218
43,0,2,5,1,5,east,2,0,3,0,21,86,4,3,3,4,2554
43,0,2,6,2,5,east,3,0,3,0,31,83,5,3,3,6,3032
43,0,2,7,3,5,south,3,0,3,1,44,81,5,3,3,8,3332
43,0,2,8,3,4,east,4,0,3,1,62,79,6,4,3,8,3634
43,0,2,9,4,4,east,5,0,3,1,85,76,7,5,4,8,4070
43,0,2,10,5,4,north,5,0,4,1,113,74,7,5,4,10,4334
43,0,3,1,0,3,north,0,0,1,0,1,97,1,1,1,0,588
43,0,3,2,0,4,north,0,0,2,0,2,94,2,2,2,0,1152
43,0,3,3,0,5,east,1,0,2,0,7,91,3,2,2,2,1698
43,0,3,4,1,5,east,2,0,2,0,14,88,4,2,2,4,2216
43,0,3,5,2,5,east,3,0,2,0,21,86,4,3,3,4,2554
43,0,3,6,3,5,south,3,0,2,1,32,83,4,4,3,6,3034
43,0,3,7,3,4,east,4,0,2,1,36,81,5,4,4,6,3346
43,0,3,8,4,4,east,5,0,2,1,64,79,6,5,4,6,3646
43,0,3,9,5,4,north,5,0,3,1,85,76,7,5,4,8,4070
43,0,3,10,5,5,east,6,0,3,1,102,74,7,6,5,8,4350
43,0,4,1,0,4,north,0,0,1,0,1,97,1,1,1,0,588
43,0,4,2,0,5,east,1,0,1,0,4,94,2,1,1,2,1154
43,0,4,3,1,5,east,2,0,1,0,7,91,3,2,2,2,1698
43,0,4,4,2,5,east,3,0,1,0,12,88,4,3,3,2,2218
43,0,4,5,3,5,south,3,0,1,1,21,86,4,3,3,4,2554
43,0,4,6,3,4,east,4,0,1,1,33,84,4,4,4,4,2880
43,0,4,7,4,4,east,5,0,1,1,39,81,5,5,4,5,3348
43,0,4,8,5,4,north,5,0,2,1,64,79,6,5,4,6,3646
43,0,4,9,5,5,east,6,0,2,1,87,76,6,6,5,7,4078
43,0,4,10,6,5,east,7,0,2,1,92,74,7,6,6,7,4354
43,0,5,1,0,5,east,1,0,0,0,1,97,1,1,1,0,588
43,0,5,2,1,5,east,2,0,0,0,2,94,2,2,2,0,1152
43,0,5,3,2,5,east,3,0,0,0,5,91,3,3,3,0,1692
43,0,5,4,3,5,south,3,0,0,1,12,88,4,3,3,2,2218
43,0,5,5,3,4,east,4,0,0,1,19,86,4,4,4,2,2552
43,0,5,6,4,4,east,5,0,0,1,26,83,5,5,4,3,3036
43,0,5,7,5,4,north,5,0,1,1,39,81,5,5,4,5,3348
43,0,5,8,5,5,east,6,0,1,1,65,78,6,6,5,5,3794
43,0,5,9,6,5,east,7,0,1,1,68,76,7,6,6,5,4078
43,0,5,10,7,5,east,8,0,1,1,91,74,7,7,7,5,4352
43,0,6,1,0,6,south,0,0,0,1,1,97,1,1,1,0,588
43,0,6,2,0,5,east,1,0,0,1,4,94,2,1,1,2,1154
43,0,6,3,1,5,east,2,0,0,1,7,91,3,2,2,2,1698
43,0,6,4,2,5,east,3,0,0,1,12,88,4,3,3,2,2218
43,0,6,5,3,5,south,3,0,0,2,21,86,4,3,3,4,2554
43,0,6,6,3,4,east,4,0,0,2,28,83,5,4,4,4,3038
43,0,6,7,4,4,east,5,0,0,2,41,81,6,4,4,5,3346
43,0,6,8,5,4,north,5,0,1,2,64,79,6,5,4,6,3646
43,0,6,9,5,5,east,6,0,1,2,87,76,6,6,5,7,4078
43,0,6,10,6,5,east,7,0,1,2,92,74,7,6,6,7,4354
43,0,7,1,0,7,north,0,0,1,0,1,97,1,1,1,0,588
43,0,7,2,0,8,north,0,0,2,0,2,94,2,2,2,0,1152
43,0,7,3,0,9,east,1,0,2,0,7,91,3,2,2,2,1698
43,0,7,4,1,9,east,2,0,2,0,14,88,4,2,2,4,2216
43,0,7,5,2,9,east,3,0,2,0,21,86,4,3,3,4,2554
43,0,7,6,3,9,south,3,0,2,1,32,83,4,4,3,6,3034
43,0,7,7,3,8,south,3,0,2,2,40,81,4,4,3,8,3334
43,0,7,8,3,7,south,3,0,2,3,60,79,5,4,3,9,3628
43,0,7,9,3,6,south,3,0,2,4,80,76,6,4,3,11,4042
43,0,7,10,3,5,south,3,0,2,5,107,74,7,4,4,11,4322
43,0,8,1,0,8,north,0,0,1,0,1,97,1,1,1,0,588
43,0,8,2,0,9,east,1,0,1,0,4,94,2,1,1,2,1154
43,0,8,3,1,9,east,2,0,1,0,7,91,3,2,2,2,1698
43,0,8,4,2,9,east,3,0,1,0,12,88,4,3,3,2,2218
43,0,8,5,3,9,south,3,0,1,1,21,86,4,3,3,4,2554
43,0,8,6,3,8,south,3,0,1,2,32,83,4,4,3,6,3034
43,0,8,7,3,7,south,3,0,1,3,44,81,5,3,3,8,3332
43,0,8,8,3,6,south,3,0,1,4,59,79,6,3,3,9,3624
43,0,8,9,3,5,south,3,0,1,5,79,76,7,4,4,9,4062
43,0,8,10,3,4,east,4,0,1,5,107,74,7,4,4,11,4322
43,0,9,1,0,9,east,1,0,0,0,1,97,1,1,1,0,588
43,0,9,2,1,9,east,2,0,0,0,2,94,2,2,2,0,1152
43,0,9,3,2,9,east,3,0,0,0,5,91,3,3,3,0,1692
43,0,9,4,3,9,south,3,0,0,1,12,88,4,3,3,2,2218
43,0,9,5,3,8,south,3,0,0,2,21,86,4,3,3,4,2554
43,0,9,6,3,7,south,3,0,0,3,31,83,5,3,3,6,3032
43,0,9,7,3,6,south,3,0,0,4,43,81,6,4,3,6,3342
43,0,9,8,3,5,south,3,0,0,5,58,79,7,4,4,6,3642
43,0,9,9,3,4,east,4,0,0,5,82,76,8,4,4,8,4064
43,0,9,10,4,4,east,5,0,0,5,112,74,8,4,4,10,4328
43,1,0,1,1,0,east,1,0,0,0,1,97,1,1,1,0,588
43,1,0,2,2,0,east,2,0,0,0,2,94,2,2,2,0,1152
43,1,0,3,3,0,east,3,0,0,0,5,91,3,3,3,0,1692
43,1,0,4,4,0,east,4,0,0,0,9,88,4,4,4,0,2208
43,1,0,5,5,0,north,4,0,1,0,19,86,4,4,4,2,2552
43,1,0,6,5,1,north,4,0,2,0,28,83,5,4,4,4,3038
43,1,0,7,5,2,north,4,0,3,0,43,81,6,4,3,6,3342
43,1,0,8,5,3,north,4,0,4,0,61,79,7,3,3,8,3628
43,1,0,9,5,4,north,4,0,5,0,82,76,8,4,4,8,4064
43,1,0,10,5,5,east,5,0,5,0,112,74,8,4,4,10,4328
43,1,1,1,1,1,south,0,0,0,1,1,97,1,1,1,0,588
43,1,1,2,1,0,east,1,0,0,1,4,94,2,1,1,2,1154
43,1,1,3,2,0,east,2,0,0,1,7,91,3,2,2,2,1698
43,1,1,4,3,0,east,3,0,0,1,12,88,4,3,3,2,2218
43,1,1,5,4,0,east,4,0,0,1,19,86,4,4,4,2,2552
43,1,1,6,5,0,north,4,0,1,1,33,84,4,4,4,4,2880
43,1,1,7,5,1,north,4,0,2,1,36,81,5,4,4,6,3346
43,1,1,8,5,2,north,4,0,3,1,62,79,6,4,3,8,3634
43,1,1,9,5,3,north,4,0,4,1,83,76,7,4,3,10,4050
43,1,1,10,5,4,north,4,0,5,1,107,74,7,4,4,11,4322
43,1,3,1,1,3,west,0,1,0,0,1,97,1,1,1,0,588
43,1,3,2,0,3,north,0,1,1,0,4,94,2,1,1,2,1154
43,1,3,3,0,4,north,0,1,2,0,7,91,3,2,2,2,1698
43,1,3,4,0,5,east,1,1,2,0,15,88,3,3,2,4,2218
43,1,3,5,1,5,east,2,1,2,0,18,86,3,3,2,6,2546
43,1,3,6,2,5,east,3,1,2,0,29,83,4,3,3,7,3028
43,1,3,7,3,5,south,3,1,2,1,37,81,4,3,3,9,3324
43,1,3,8,3,4,east,4,1,2,1,60,79,5,4,3,9,3628
43,1,3,9,4,4,east,5,1,2,1,89,76,6,5,4,9,4066
43,1,3,10,5,4,north,5,1,3,1,116,74,6,5,4,11,4326
43,1,5,1,1,5,east,1,0,0,0,1,97,1,1,1,0,588
43,1,5,2,2,5,east,2,0,0,0,2,94,2,2,2,0,1152
43,1,5,3,3,5,south,2,0,0,1,7,91,3,2,2,2,1698
43,1,5,4,3,4,east,3,0,0,1,12,88,4,3,3,2,2218
43,1,5,5,4,4,east,4,0,0,1,19,86,4,4,4,2,2552
43,1,5,6,5,4,north,4,0,1,1,33,84,4,4,4,4,2880
43,1,5,7,5,5,east,5,0,1,1,39,81,5,5,4,5,3348
43,1,5,8,6,5,east,6,0,1,1,65,78,6,6,5,5,3794
43,1,5,9,7,5,east,7,0,1,1,68,76,7,6,6,5,4078
43,1,5,10,8,5,north,7,0,2,1,92,74,7,6,6,7,4354
43,1,8,1,1,8,north,0,0,1,0,1,97,1,1,1,0,588
43,1,8,2,1,9,east,1,0,1,0,4,94,2,1,1,2,1154
43,1,8,3,2,9,east,2,0,1,0,7,91,3,2,2,2,1698
43,1,8,4,3,9,south,2,0,1,1,15,88,3,3,2,4,2218
43,1,8,5,3,8,south,2,0,1,2,18,86,3,3,2,6,2546
43,1,8,6,3,7,south,2,0,1,3,29,83,4,3,3,7,3028
43,1,8,7,3,6,south,2,0,1,4,42,81,5,4,3,7,3340
43,1,8,8,3,5,south,2,0,1,5,56,79,6,4,4,7,3642
43,1,8,9,3,4,east,3,0,1,5,79,76,7,4,4,9,4062
43,1,8,10,4,4,east,4,0,1,5,107,74,7,4,4,11,4322
43,1,9,1,1,9,east,1,0,0,0,1,97,1,1,1,0,588
43,1,9,2,2,9,east,2,0,0,0,2,94,2,2,2,0,1152
43,1,9,3,3,9,south,2,0,0,1,7,91,3,2,2,2,1698
43,1,9,4,3,8,south,2,0,0,2,14,88,4,2,2,4,2216
43,1,9,5,3,7,south,2,0,0,3,21,86,4,3,3,4,2554
43,1,9,6,3,6,south,2,0,0,4,28,83,5,4,4,4,3038
43,1,9,7,3,5,south,2,0,0,5,41,81,6,4,4,5,3346
43,1,9,8,3,4,east,3,0,0,5,58,79,7,4,4,6,3642
43,1,9,9,4,4,east,4,0,0,5,82,76,8,4,4,8,4064
43,1,9,10,5,4,north,4,0,1,5,107,74,7,4,4,11,4322
43,2,0,1,2,0,east,1,0,0,0,1,97,1,1,1,0,588
43,2,0,2,3,0,east,2,0,0,0,2,94,2,2,2,0,1152
43,2,0,3,4,0,east,3,0,0,0,5,91,3,3,3,0,1692
43,2,0,4,5,0,north,3,0,1,0,12,88,4,3,3,2,2218
43,2,0,5,5,1,north,3,0,2,0,21,86,4,3,3,4,2554
43,2,0,6,5,2,north,3,0,3,0,31,83,5,3,3,6,3032
43,2,0,7,5,3,north,3,0,4,0,43,81,6,4,3,6,3342
43,2,0,8,5,4,north,3,0,5,0,58,79,7,4,4,6,3642
43,2,0,9,5,5,east,4,0,5,0,82,76,8,4,4,8,4064
43,2,0,10,6,5,east,5,0,5,0,112,74,8,4,4,10,4328
43,2,1,1,2,1,south,0,0,0,1,1,97,1,1,1,0,588
43,2,1,2,2,0,east,1,0,0,1,4,94,2,1,1,2,1154
43,2,1,3,3,0,east,2,0,0,1,7,91,3,2,2,2,1698
43,2,1,4,4,0,east,3,0,0,1,12,88,4,3,3,2,2218
43,2,1,5,5,0,north,3,0,1,1,21,86,4,3,3,4,2554
43,2,1,6,5,1,north,3,0,2,1,32,83,4,4,3,6,3034
43,2,1,7,5,2,north,3,0,3,1,44,81,5,3,3,8,3332
43,2,1,8,5,3,north,3,0,4,1,59,79,6,3,3,9,3624
43,2,1,9,5,4,north,3,0,5,1,79,76,7,4,4,9,4062
43,2,1,10,5,5,east,4,0,5,1,107,74,7,4,4,11,4322
43,2,4,1,2,4,east,1,0,0,0,1,97,1,1,1,0,588
43,2,4,2,3,4,east,2,0,0,0,2,94,2,2,2,0,1152
43,2,4,3,4,4,east,3,0,0,0,5,91,3,3,3,0,1692
43,2,4,4,5,4,north,3,0,1,0,12,88,4,3,3,2,2218
43,2,4,5,5,5,east,4,0,1,0,19,86,4,4,4,2,2552
43,2,4,6,6,5,east,5,0,1,0,26,83,5,5,4,3,3036
43,2,4,7,7,5,east,6,0,1,0,38,81,6,5,5,3,3344
43,2,4,8,8,5,north,6,0,2,0,55,78,7,5,5,5,3792
43,2,4,9,8,6,east,7,0,2,0,68,76,7,6,6,5,4078
43,2,4,10,9,6,north,7,0,3,0,105,74,8,6,5,7,4350
43,2,5,1,2,5,east,1,0,0,0,1,97,1,1,1,0,588
43,2,5,2,3,5,south,1,0,0,1,4,94,2,1,1,2,1154
43,2,5,3,3,4,east,2,0,0,1,7,91,3,2,2,2,1698
43,2,5,4,4,4,east,3,0,0,1,12,88,4,3,3,2,2218
43,2,5,5,5,4,north,3,0,1,1,21,86,4,3,3,4,2554
43,2,5,6,5,5,east,4,0,1,1,33,84,4,4,4,4,2880
43,2,5,7,6,5,east,5,0,1,1,39,81,5,5,4,5,3348
43,2,5,8,7,5,east,6,0,1,1,65,78,6,6,5,5,3794
43,2,5,9,8,5,north,6,0,2,1,87,76,6,6,5,7,4078
43,2,5,10,8,6,east,7,0,2,1,92,74,7,6,6,7,4354
43,2,6,1,2,6,south,0,0,0,1,1,97,1,1,1,0,588
