k,representation_mean_l1,representation_max_l1,transition_mean_l1,transition_max_l1,selected
10,1.4344316667989683,1.9999999666811192,1.3968412106754489,1.9999932310883568,0
20,1.0398361880989202,1.9999980600000002,0.9819178977322808,1.9999922200000002,0
30,0.8249053338732415,1.9999781012,0.7725008718608173,1.9998988177999997,0
50,0.49606378130397905,1.9990355437999998,0.45532343956788573,1.96,0
75,0.25916400318453336,1.9429580000000002,0.2708371355412753,1.922564,0
100,0.08372322069996897,0.3033107973328067,0.08683207102511682,0.3033107973328067,0
150,0.05285205669658294,0.1817624233323554,0.05555275430617908,0.1817624233323554,0
200,0.04140821782637511,0.13941525838756402,0.04366555266040128,0.13941525838756402,0
300,0.028883768523302766,0.06000000000000003,0.030479122985147645,0.06000000000000003,0
400,0.02047096198400596,0.05600827194228017,0.022890257491206666,0.05600827194228017,0
500,0.012863812981764942,0.05145801407267988,0.0143840817887008,0.05145801407267988,1
738,0.0,0.0,0.0,0.0,0
