k,representation_mean_l1,representation_max_l1,transition_mean_l1,transition_max_l1,selected
10,1.3627448540528602,1.9999999998215907,1.3164995630436978,1.9999996761748302,0
20,0.9148334378502978,1.9999999999999987,0.8452445923638138,1.9994160000000003,0
30,0.5383296774121165,1.9999999997099203,0.45395275782094235,1.9982239999999998,0
50,0.4067326812950631,1.99884752,0.371978881357582,1.9633010200000003,0
75,0.11691937996413967,0.333170697332,0.11870470091431115,0.3126394087380001,0
100,0.07422084925852841,0.2341220263814554,0.0760682394209049,0.2341220263814554,0
150,0.04726571550045857,0.12731519842446004,0.04896476006521997,0.12731519842446004,0
200,0.03641403729265949,0.11064984000000003,0.03850111407429227,0.11064984000000003,0
300,0.025438306823827875,0.059000000000000025,0.02851655571679528,0.059000000000000025,0
400,0.016839809648058607,0.053732917200000015,0.018877568126479144,0.053732917200000015,1
500,0.009608670575065146,0.04,0.010771400459778912,0.04,0
667,0.0,0.0,0.0,0.0,0
