age,occurrences,unique_beliefs,unique_urc_levels,mse_mean,mse_std,mse_min,mse_max,mse_range,modal_level_disagreement
0,65,1,1,0.0,0.0,0.0,0.0,0.0,0.0
1,65,11,2,0.07323076923076922,0.0106853879102679,0.04,0.08,0.04,0.4
2,64,30,2,0.14973125,0.014358750326455989,0.10980000000000002,0.16319999999999998,0.05339999999999996,0.5
3,62,45,2,0.22671159677419359,0.017777476710950195,0.180313,0.2496,0.06928699999999999,0.5
4,59,53,3,0.30412753610169496,0.02254233872783961,0.22298617999999998,0.32959999999999995,0.10661381999999997,0.4915254237288136
5,56,56,2,0.38452608407142863,0.02451812304784563,0.3269596938,0.4191999972,0.0922403034,0.4821428571428571
6,54,54,2,0.4628890311061297,0.03136633164565154,0.39539510653099996,0.511998802114,0.11660369558299999,0.5
7,52,52,3,0.5415064301767345,0.03756088711588335,0.4513774048416401,0.5996681939337202,0.1482907890920801,0.5
8,48,48,3,0.6211253527310748,0.042875669971940575,0.5299843903461589,0.6845251671453374,0.15454077679917855,0.5
9,43,43,4,0.6988385607755574,0.04894983405848732,0.6040617524582207,0.7828832691936564,0.17882151673543567,0.5348837209302326
10,40,40,3,0.7726171229675008,0.05529007636192862,0.6535998018105114,0.8717533864690604,0.21815358465854906,0.5
