age,occurrences,unique_beliefs,unique_urc_levels,mse_mean,mse_std,mse_min,mse_max,mse_range,modal_level_disagreement
0,65,1,1,0.0,0.0,0.0,0.0,0.0,0.0
1,65,15,2,0.07261538461538461,0.011803118633117927,0.04,0.08,0.04,0.3846153846153846
2,64,37,2,0.1479609375,0.017357595754340337,0.0886,0.16319999999999998,0.07459999999999999,0.40625
3,62,48,2,0.22523530645161285,0.019429998734571297,0.16753600000000002,0.24959999999999996,0.08206399999999994,0.4516129032258065
4,59,54,3,0.3033746684745763,0.023030061349104156,0.22298617999999998,0.3392,0.11621382000000002,0.4576271186440678
5,56,56,3,0.3819943443017858,0.026293743075922263,0.3006232809,0.4319999972000001,0.13137671630000008,0.5
6,53,53,3,0.459621821117566,0.029266418264180857,0.35008650570000005,0.503412650452,0.15332614475199996,0.49056603773584906
7,52,52,3,0.5363793760243091,0.03176750475519403,0.43188131404976005,0.58666492506044,0.15478361101067994,0.5
8,50,50,3,0.6129919259135636,0.03769752125108943,0.5169872771161304,0.6786462455755592,0.16165896845942884,0.5
9,46,46,5,0.691256827516617,0.04651578864774104,0.5362936068400184,0.7735126332895034,0.237219026449485,0.5434782608695652
10,42,42,3,0.7732240758899412,0.047668990744587296,0.6153978221850587,0.8704978783566418,0.25510005617158316,0.5
