h,map,raw_sigma_states,quantized_sigma_states,gvar_max,reduction_absolute,reduction_percent,mean_frobenius_error,rmse_frobenius_error,max_frobenius_error,weighted_mean_frobenius_error,weighted_rmse_frobenius_error
0.05,32,476,213,212,263,55.252100840336134,0.027897835970427644,0.029088705249791413,0.043886330445823345,0.02380034682258661,0.026220929767930366
0.05,33,585,170,169,415,70.94017094017094,0.025681678609383547,0.027007644375266305,0.043886330445823345,0.022403785369495166,0.024609138270389515
0.05,34,434,184,183,250,57.6036866359447,0.026037277188930317,0.027452622363890452,0.044012839035899504,0.022199079019444484,0.024592989454959586
0.05,35,525,213,212,312,59.42857142857143,0.027499472627984013,0.028627650303592173,0.043886330445823345,0.024604808616397838,0.026881024718272126
0.05,36,445,183,182,262,58.87640449438202,0.02810535172753038,0.029377292308359296,0.04455120649320285,0.024730010269557585,0.02717130817990822
0.05,37,364,147,146,217,59.61538461538461,0.024483002657263442,0.02580910691984517,0.04425923632418435,0.020834432336233173,0.022979798997637704
0.05,38,507,191,190,316,62.32741617357002,0.025588347229675266,0.026898801143519016,0.043935748542616185,0.02253773902191222,0.02474539923011652
0.05,39,368,160,159,208,56.52173913043478,0.026853960487505376,0.02817211850162436,0.043886330445823345,0.023016192167539723,0.025618055148588535
0.05,40,392,154,153,238,60.714285714285715,0.02734596747009532,0.028767361217681607,0.04410204076910728,0.024032836985378732,0.02661501439703663
0.05,41,492,198,197,294,59.75609756097561,0.026072901092194147,0.0274518288371479,0.04455120649320285,0.022956396787994413,0.025282188697091004
0.05,42,427,177,176,250,58.5480093676815,0.027166153947792773,0.028482124308980616,0.043935748542616185,0.023188885278481706,0.0257074232283703
0.05,43,512,191,190,321,62.6953125,0.028187688746968698,0.029475741151093214,0.043886330445823345,0.02415137019444375,0.026557936742986798
0.05,44,486,206,205,280,57.61316872427984,0.0269982245033233,0.028312743789773345,0.04455120649320285,0.02270271188689227,0.025057450301314316
0.05,45,443,157,156,286,64.55981941309255,0.02568708975656381,0.02705174917048514,0.04425923632418435,0.02192720297608304,0.024209243666478995
0.05,46,541,190,189,351,64.87985212569316,0.02742995165081624,0.02860718696457025,0.044513481104043136,0.02443511997290485,0.026711504397337847
0.05,47,617,191,190,426,69.04376012965965,0.02727846323992905,0.028652509005063595,0.04425923632418435,0.024955828232901125,0.027152520137074556
0.05,48,581,218,217,363,62.47848537005164,0.026817657043475485,0.028101692331175987,0.04441835206308317,0.02426011496508591,0.026544970435415195
0.05,49,394,132,131,262,66.49746192893402,0.025056039807497904,0.02635896961544243,0.043886330445823345,0.021343672779865132,0.023608214305726297
0.05,50,483,179,178,304,62.939958592132506,0.02450351234498925,0.025842165857990377,0.043886330445823345,0.0211940247655196,0.023283251126882502
0.05,51,586,235,234,351,59.89761092150171,0.02707872299079191,0.02830030571838872,0.04610032537846135,0.024374634412915257,0.02656587949003721
0.05,52,390,177,176,213,54.61538461538461,0.028267838328042822,0.029477959171609502,0.04580480324158155,0.024164418585815528,0.026698218422212223
0.05,53,568,228,227,340,59.859154929577464,0.027204073198910238,0.028473803440958956,0.04407436896882364,0.023462040867698198,0.025721899953503526
0.05,54,473,172,171,301,63.63636363636363,0.026635048345402354,0.027989406785024745,0.045141444372106695,0.02210317629471614,0.024437141074077087
0.05,55,499,197,196,302,60.521042084168336,0.026935345989791342,0.02815215102286907,0.04455120649320285,0.023298035282940714,0.025590199353683753
0.05,56,372,164,163,208,55.913978494623656,0.02698109123223231,0.0283243625899866,0.04455120649320285,0.02368130560985383,0.02629032284150305
0.05,57,414,140,139,274,66.18357487922705,0.02552560637290579,0.026862023549590306,0.043935748542616185,0.021269204104227526,0.0235309616569686
0.05,58,461,180,179,281,60.95444685466377,0.025674639337868094,0.027016711306241024,0.043886330445823345,0.02280119892994749,0.02518941308946892
0.05,59,574,205,204,369,64.28571428571429,0.026990484745055037,0.028296969217549685,0.04410204076910728,0.0241496124452413,0.026423536749793614
0.05,60,409,122,121,287,70.17114914425427,0.024641228680398683,0.025949817567467417,0.043886330445823345,0.020567490885478372,0.02266487896859161
0.05,61,462,207,206,255,55.1948051948052,0.02706319402829367,0.028355675428462793,0.04455120649320285,0.023540692062115124,0.025958403738909463
0.05,62,485,162,161,323,66.5979381443299,0.024572038615501095,0.025966466082714103,0.04441835206308317,0.021577645878611867,0.023796629958640476
0.05,63,440,190,189,250,56.81818181818182,0.02686734490022892,0.028187152134519444,0.043886330445823345,0.02386346761321587,0.026341766338766157
0.05,64,476,208,207,268,56.30252100840336,0.027498447835810846,0.02874658657120525,0.04478615857606011,0.02473741922822933,0.026996112120184428
0.05,65,535,196,195,339,63.36448598130841,0.026582565697432746,0.027759961418271556,0.04425923632418435,0.023231675858515276,0.025394864374955636
0.05,66,524,207,206,317,60.49618320610687,0.02743667325419478,0.028606302020134915,0.043886330445823345,0.024599285794399503,0.026973379115237107
0.05,67,458,169,168,289,63.10043668122271,0.026745877212556644,0.028092687746164358,0.04425923632418435,0.022898066632943925,0.02528277424167747
0.05,68,452,170,169,282,62.389380530973455,0.026867434643902705,0.028145555615140302,0.04455120649320285,0.023087249998638534,0.025448367477006982
0.05,69,450,166,165,284,63.111111111111114,0.026749190824099062,0.027983442326569553,0.043886330445823345,0.02313343695093609,0.025413326953752365
0.05,70,522,176,175,346,66.28352490421456,0.02535684299729555,0.026675437494392495,0.043935748542616185,0.02169724658283451,0.02384197126332353
0.05,71,439,203,202,236,53.758542141230066,0.027094657056212033,0.028476341137087965,0.04524632581768383,0.02337715730221979,0.025931803102006087
0.05,72,484,214,213,270,55.78512396694215,0.027117303694631282,0.028269852236163982,0.044513481104043136,0.02362156414475555,0.025871726130136725
0.05,73,444,190,189,254,57.207207207207205,0.026445946694223735,0.027718212456827044,0.04425923632418435,0.02281573893961153,0.025208600612841813
0.05,74,576,208,207,368,63.888888888888886,0.027356260038783886,0.028464992205338803,0.043886330445823345,0.023898283225226732,0.02605759619540755
0.05,75,406,166,165,240,59.11330049261084,0.026231866170407906,0.027573488462830593,0.043886330445823345,0.02239562548929821,0.024768377259669124
0.05,76,512,182,181,330,64.453125,0.026497597543016237,0.0277800572719217,0.04610032537846135,0.02338310795508887,0.025663394850145484
0.05,77,463,158,157,305,65.87473002159827,0.02534172067593025,0.026739528339331936,0.043886330445823345,0.021862639458807273,0.024120626254671287
0.05,78,417,168,167,249,59.71223021582734,0.026739827997121088,0.028080278032606584,0.043886330445823345,0.022284802267664876,0.024671397286991456
0.05,79,393,206,205,187,47.58269720101781,0.02766971446012136,0.02889791807745318,0.04455120649320285,0.023284129292244212,0.025835636329983497
0.05,80,493,190,189,303,61.4604462474645,0.02737882028852106,0.028650507891380843,0.043886330445823345,0.024620197235124004,0.026965405118953657
0.05,81,339,162,161,177,52.21238938053097,0.025453575347755438,0.026768087921505545,0.043886330445823345,0.02162149510898304,0.024069589006514607
0.05,82,728,238,237,490,67.3076923076923,0.026680000966389797,0.02787292174285854,0.04455120649320285,0.02444026220065761,0.02650776707004153
0.05,83,431,171,170,260,60.324825986078885,0.02676224045367856,0.02816589815762177,0.043886330445823345,0.02269984309170129,0.02511120817086887
0.05,84,397,167,166,230,57.9345088161209,0.02807602746830563,0.029289771342393092,0.043886330445823345,0.02349070983661865,0.026007818586036135
0.05,85,416,208,207,208,50.0,0.027421369634322693,0.0288164520483325,0.044426906261858926,0.023342296711869343,0.02588549562334619
0.05,86,294,143,142,151,51.36054421768708,0.026502058578323835,0.02789045871036958,0.04425923632418435,0.0230406036625871,0.025771429236375234
0.05,87,438,179,178,259,59.1324200913242,0.026744554862801855,0.028201645487793393,0.04410204076910728,0.02333987206537675,0.025869081645749994
0.05,88,448,171,170,277,61.830357142857146,0.025471688391832042,0.02687135108119001,0.04425923632418435,0.02178682163516382,0.024131402236386563
0.05,89,423,163,162,260,61.46572104018912,0.025690233142406992,0.027067951878790703,0.04425923632418435,0.021854892104726534,0.024152127867499634
0.05,90,537,204,203,333,62.01117318435754,0.02737809100205447,0.028659958181747516,0.04610032537846135,0.024043531333759527,0.026332274724241295
0.05,91,419,159,158,260,62.05250596658711,0.026832367359737486,0.028150215453377956,0.04425923632418435,0.022855510309884204,0.025187804080009736
0.05,92,447,167,166,280,62.639821029082775,0.026635896027168756,0.02798565827975518,0.043886330445823345,0.022881206295082255,0.025327404251191746
0.05,93,462,187,186,275,59.523809523809526,0.027581569942000273,0.02886943814615135,0.04455120649320285,0.023887698911030944,0.026386798840508905
0.05,94,372,162,161,210,56.45161290322581,0.02564472848878199,0.026915824581521294,0.04455120649320285,0.022003014260131088,0.024321887884945523
0.05,95,396,199,198,197,49.74747474747475,0.02730827708353561,0.028557782112620708,0.043935748542616185,0.024211970586312456,0.026769578601556966
0.05,96,370,177,176,193,52.16216216216216,0.027955133420593695,0.029155791228539178,0.04425923632418435,0.024516384171960285,0.027180537717558864
0.05,97,435,134,133,301,69.19540229885058,0.02585251088639001,0.02714054353634568,0.043886330445823345,0.021786894422927618,0.02400058190530344
0.05,98,363,172,171,191,52.617079889807165,0.026641249264727225,0.027965496746248982,0.04455120649320285,0.02248956730686144,0.02516704851243125
0.05,99,515,196,195,319,61.94174757281554,0.026283030103950257,0.027639797534840787,0.044426906261858926,0.023101769599098713,0.025497248034265826
0.075,10,389,79,78,310,79.69151670951157,0.04101423252684717,0.04315969270685472,0.07261625162455025,0.034121898586837424,0.038302919037001955
0.075,11,399,90,89,309,77.44360902255639,0.03944353673183393,0.04181563845079515,0.07261625162455025,0.03381365755606726,0.03816276367416281
0.075,12,456,80,79,376,82.45614035087719,0.03730920644298972,0.039489516430246875,0.0672148049167741,0.031242835688719696,0.03489120687930699
0.075,13,432,91,90,341,78.93518518518519,0.03899345427520626,0.04109800842250506,0.06942852439739737,0.03231625457583073,0.03628441007897881
0.075,14,539,97,96,442,82.00371057513915,0.0403155913277599,0.04244402665731455,0.07050645360532606,0.03564374550242891,0.03952695068341016
0.075,15,327,72,71,255,77.98165137614679,0.035868209849053,0.03804611237257582,0.06706467028175117,0.029947033791131197,0.03400424776134146
0.075,16,462,85,84,377,81.6017316017316,0.03925894459171777,0.041354205646769775,0.07051595564125897,0.03354942702964811,0.03742678712854657
0.075,17,438,78,77,360,82.1917808219178,0.038364127065236696,0.040711561415360996,0.07210575566485662,0.03180636137843643,0.03557755375924141
0.075,18,445,79,78,366,82.24719101123596,0.038908354562421775,0.04133824575133481,0.07390561548353405,0.03186445757790775,0.03569890796981864
0.075,19,513,98,97,415,80.89668615984405,0.03990574045849865,0.041980112250462165,0.06774333915596424,0.03396028981900295,0.03756758681756326
0.075,20,395,88,87,307,77.72151898734177,0.0413754389499218,0.043562339442705766,0.07261625162455025,0.03527463226035885,0.03970828207226509
0.075,21,364,79,78,285,78.2967032967033,0.037564186187650395,0.03977404380295721,0.06718444760508195,0.031017083506242594,0.03514013615320002
0.075,22,647,119,118,528,81.60741885625966,0.041407779450349715,0.04350490352365793,0.07261625162455025,0.03662052329119214,0.0403854521549866
0.075,23,453,89,88,364,80.3532008830022,0.03825641740597268,0.04050944157245494,0.07224444615332033,0.03224648537633459,0.0362441725937222
0.075,24,530,92,91,438,82.64150943396227,0.03857390786041583,0.04087029829862841,0.07210575566485661,0.03364009399553527,0.0374460598032634
0.075,25,433,94,93,339,78.29099307159353,0.04235669094119828,0.04510392541409024,0.07148153607750744,0.035622730482362856,0.040157006441219736
0.075,26,347,72,71,275,79.2507204610951,0.038529614663264836,0.04060253253696109,0.06592533655583412,0.03136212118901963,0.03552964447280095
0.075,27,513,98,97,415,80.89668615984405,0.041108314291014775,0.043335523561383,0.07261625162455025,0.03478063506422537,0.03895315968941454
0.075,28,318,70,69,248,77.9874213836478,0.03623009224661828,0.038776848276570276,0.06708777832064496,0.030025689023400862,0.033933418078643356
0.075,29,412,93,92,319,77.42718446601941,0.04030732504970147,0.04237644117891792,0.07390561548353405,0.034468071760549064,0.038376597048518105
0.075,30,425,84,83,341,80.23529411764706,0.04008972983655573,0.042399051876191744,0.07135684970624755,0.03481304464912448,0.038838595133740585
0.075,31,400,75,74,325,81.25,0.03706627508202469,0.039322926518762555,0.07035197225380393,0.030863460508167358,0.03458969600571015
0.075,32,476,93,92,383,80.46218487394958,0.04071804724195196,0.04272207722422847,0.07210575566485661,0.03408494774920932,0.038167670560611794
0.075,33,585,77,76,508,86.83760683760684,0.03827388374299101,0.040581910836966335,0.07210575566485662,0.03239136890820391,0.036029833263802664
0.075,34,434,88,87,346,79.72350230414746,0.03787680794513331,0.04005130839495089,0.06706467028175117,0.03166279613133989,0.03542596194347943
0.075,35,525,104,103,421,80.19047619047619,0.04135165446121425,0.04348146271688662,0.07261625162455025,0.036655252666788485,0.04059306241538445
0.075,36,445,97,96,348,78.20224719101124,0.04287425243766579,0.04498866923515924,0.07210575566485661,0.03596103594181035,0.04008807270390043
0.075,37,364,76,75,288,79.12087912087912,0.03772148307865969,0.04049535450226033,0.07069186657600719,0.03148164852682229,0.035562162562241435
0.075,38,507,92,91,415,81.85404339250493,0.037301545176805874,0.039597520742026104,0.06830483145429757,0.03260520483724007,0.03627026464071413
0.075,39,368,78,77,290,78.80434782608695,0.04084393910870152,0.042739730523453125,0.06706467028175117,0.03425515024904315,0.038427706499574596
0.075,40,392,81,80,311,79.33673469387755,0.04056534648357789,0.042637201706816515,0.07073754307296798,0.034303575819517644,0.03835234307079784
0.075,41,492,95,94,397,80.6910569105691,0.04034087499913321,0.04232454529166666,0.06932993581419214,0.034956002459058014,0.03865729086973616
0.075,42,427,72,71,355,83.13817330210773,0.038318553368234545,0.04052526346518569,0.07078841713161838,0.03216669597994697,0.036048236190510174
0.075,43,512,85,84,427,83.3984375,0.04052469705160948,0.042654257966306834,0.07210575566485661,0.033828642073964875,0.03753758399705144
0.075,44,486,92,91,394,81.06995884773663,0.03866515475212774,0.04073901099021556,0.06592533655583412,0.032114459085174296,0.03583797024733451
0.075,45,443,89,88,354,79.9097065462754,0.03675430528668121,0.03917291441131611,0.0703019203151663,0.03179642068543474,0.035623750699835775
0.075,46,541,103,102,438,80.96118299445472,0.04164686357737146,0.04370479000214092,0.07137590629897457,0.03626961766666979,0.04021431619617497
0.075,47,617,93,92,524,84.92706645056727,0.04098117083099164,0.04303990063884465,0.07137590629897457,0.03610570516264923,0.03960634598110897
0.075,48,581,111,110,470,80.89500860585198,0.04012168242559676,0.04232585400655044,0.06718444760508195,0.035775613536317225,0.03956510684643597
0.075,49,394,67,66,327,82.99492385786802,0.035732959661878054,0.038279938020095244,0.07069186657600716,0.03005391987228143,0.033868021859215794
0.075,50,483,91,90,392,81.15942028985508,0.036887805876253205,0.03901599900109992,0.06718444760508195,0.032022534131146946,0.035414484606176404
0.075,51,586,118,117,468,79.86348122866895,0.040486054039048446,0.042691881236945846,0.07135684970624755,0.03533242190012468,0.03902850187932249
0.075,52,390,86,85,304,77.94871794871794,0.04050303767818337,0.04288043992550831,0.07135684970624755,0.03387836737245372,0.03816779958580005
0.075,53,568,106,105,462,81.33802816901408,0.040254856627926085,0.04236495217199247,0.07069186657600719,0.03417174238532158,0.03772750001681525
0.075,54,473,84,83,389,82.24101479915433,0.039190055833702414,0.041613505593498426,0.07210575566485661,0.03210583040316361,0.036071061917462344
0.075,55,499,98,97,401,80.36072144288578,0.04178947927308989,0.043880856636559815,0.07261625162455025,0.03521213192490527,0.03932300951667798
0.075,56,372,84,83,288,77.41935483870968,0.04218412915740634,0.044299483600961156,0.07261625162455025,0.0354734416669454,0.03991424810474708
0.075,57,414,72,71,342,82.6086956521739,0.03547651757265124,0.037733949142309424,0.07078841713161833,0.029555004796337377,0.033108439365095034
0.075,58,461,94,93,367,79.60954446854664,0.040031491226756324,0.04231852001971992,0.0672148049167741,0.03515721258609451,0.03928321870310908
0.075,59,574,95,94,479,83.44947735191637,0.04045156027543054,0.042617073838760886,0.07246040297983444,0.03578419430254566,0.03954206923148222
0.075,60,409,69,68,340,83.12958435207824,0.03399433949779519,0.036030167677726446,0.07210575566485661,0.02889324012487989,0.03200994007334159
0.075,61,462,107,106,355,76.83982683982684,0.04037088467616309,0.04255041522121536,0.07261625162455025,0.03459013566584082,0.03862938863442402
0.075,62,485,86,85,399,82.26804123711341,0.039015896553229186,0.0412596710312655,0.06718444760508195,0.03311165242977719,0.036993013927418335
0.075,63,440,91,90,349,79.31818181818181,0.03936013777810665,0.041805062764302514,0.07246040297983444,0.0345093789365209,0.038711602564049485
0.075,64,476,100,99,376,78.99159663865547,0.041603010609559204,0.04379659175757667,0.06999892856322876,0.03765002057763207,0.04171284889984219
0.075,65,535,107,106,428,80.0,0.04086629434988598,0.04295616696556886,0.07137590629897457,0.03474260422437691,0.03849275653292248
0.075,66,524,106,105,418,79.77099236641222,0.041409864562726925,0.043636028210817565,0.07246040297983444,0.0365575360655935,0.040619656246418875
0.075,67,458,84,83,374,81.6593886462882,0.041037912481649716,0.0431045036097279,0.07261625162455025,0.03469939866099647,0.038499723463947706
0.075,68,452,84,83,368,81.41592920353982,0.037993872719525264,0.040354263079290215,0.06715779924923092,0.03205716165522772,0.03584630381581569
0.075,69,450,85,84,365,81.11111111111111,0.04013837671236364,0.04239006356316169,0.07261625162455025,0.03435648580604955,0.03821586289214694
0.075,70,522,83,82,439,84.09961685823755,0.03775912076074497,0.03980048951353789,0.07220706336640484,0.031806377052370126,0.03517185194121954
0.075,71,439,101,100,338,76.99316628701594,0.04155792660766392,0.04354038734664778,0.06942852439739737,0.03502820319256635,0.039166980372695975
0.075,72,484,114,113,370,76.44628099173553,0.040724700997088206,0.04294854022476218,0.07137590629897457,0.03458503287915767,0.038498925812206
0.075,73,444,90,89,354,79.72972972972973,0.03923127586369565,0.0415822989995754,0.07069186657600719,0.03357873541288443,0.037474248196586186
0.075,74,576,102,101,474,82.29166666666667,0.03933852022600096,0.04166952761011336,0.07210575566485661,0.03422877736613797,0.03799851992063399
0.075,75,406,81,80,325,80.04926108374384,0.037077386385395324,0.0393567643674862,0.07003063615304382,0.03181146720917532,0.03573360304354195
0.075,76,512,82,81,430,83.984375,0.03830043396285454,0.0407375021574869,0.07003063615304382,0.03422321307013376,0.03815373411768422
0.075,77,463,78,77,385,83.15334773218143,0.04101825968140771,0.042902171603471734,0.06592533655583412,0.03552967703067841,0.03921890928529828
0.075,78,417,86,85,331,79.37649880095923,0.03945056273545525,0.0417536839081784,0.07390548017569468,0.03217929966627211,0.036180534433084055
0.075,79,393,107,106,286,72.7735368956743,0.041576646421866946,0.04393264101513686,0.07261625162455025,0.034587167280103435,0.03903747621221955
0.075,80,493,98,97,395,80.12170385395538,0.04120394740791168,0.043591428712544074,0.07135684970624755,0.036688201681653855,0.04075733902346555
0.075,81,339,83,82,256,75.51622418879056,0.037683262318332314,0.04003312971685144,0.07035197225380393,0.031582162771761034,0.03574533166208119
0.075,82,728,113,112,615,84.47802197802197,0.04042625841453257,0.04284191856422558,0.07261625162455025,0.03648064365450968,0.04015899984125326
0.075,83,431,90,89,341,79.11832946635731,0.03891928955092927,0.041153748846047125,0.07210575566485661,0.032169577715939694,0.03585720080189706
0.075,84,397,76,75,321,80.85642317380352,0.03894992916132456,0.041249764826442055,0.07210575566485661,0.03225335181306908,0.03639375751330851
0.075,85,416,90,89,326,78.36538461538461,0.03965541860951739,0.04176978371659076,0.07072291000800235,0.033659664954526824,0.037723250224769404
0.075,86,294,75,74,219,74.48979591836735,0.038357224255390884,0.04053997942738488,0.06592533655583412,0.03231132952147378,0.03659733649007722
0.075,87,438,91,90,347,79.22374429223744,0.03980715134577315,0.04229721349458371,0.07261625162455025,0.034149640813041254,0.03840654351399769
0.075,88,448,82,81,366,81.69642857142857,0.03699138084957503,0.039045164439036835,0.066897010396579,0.031127722087924827,0.034898525730553805
0.075,89,423,77,76,346,81.7966903073286,0.03701225470888054,0.039234432397821116,0.07003063615304382,0.031330539511108625,0.03490238911129963
0.075,90,537,93,92,444,82.68156424581005,0.03946813194588188,0.04146498264617145,0.06942852439739737,0.03345479138206632,0.0370103628970404
0.075,91,419,78,77,341,81.38424821002387,0.04109284292719552,0.04334727145646843,0.07210575566485661,0.03329132780422606,0.037110142290896694
0.075,92,447,86,85,361,80.76062639821029,0.03770693952775169,0.039822286712539,0.07210575566485661,0.03192524992880584,0.03560046206246531
0.075,93,462,102,101,360,77.92207792207792,0.04247195363907899,0.04455604331256306,0.07261625162455025,0.035022772203017555,0.0392604633389372
0.075,94,372,81,80,291,78.2258064516129,0.038478814276574125,0.04080571987103706,0.07410344121564119,0.03319610984515697,0.03738096384622248
0.075,95,396,102,101,294,74.24242424242425,0.040909504377555694,0.043004186429986685,0.07261625162455025,0.035724038020370254,0.03993218387323381
0.075,96,370,89,88,281,75.94594594594595,0.04202902056784025,0.044295605907388846,0.07045565981523412,0.036064353837659144,0.04065259578542528
0.075,97,435,65,64,370,85.05747126436782,0.035854996703690176,0.03803960307756705,0.07003063615304382,0.030526784197600982,0.03383174230923924
0.075,98,363,93,92,270,74.3801652892562,0.04264357604315325,0.04464586858005136,0.07261625162455025,0.0347317598109481,0.03933924020045216
0.075,99,515,98,97,417,80.97087378640776,0.038145161906220436,0.04032064637715826,0.06720386893624505,0.03327812043936363,0.037072248509545234
0.1,10,389,41,40,348,89.46015424164524,0.052908322826763256,0.055748431451068656,0.09323867223421835,0.04485790023372536,0.049732240588177684
0.1,11,399,51,50,348,87.21804511278195,0.05171797863910113,0.05458502599300145,0.09635906807353414,0.04481225243598484,0.04998146187587953
0.1,12,456,52,51,404,88.59649122807018,0.050476470820518815,0.05376190994120572,0.09202586592909628,0.04307807057484868,0.04802423557979616
0.1,13,432,52,51,380,87.96296296296296,0.05188557314567928,0.054901173838897935,0.09202586592909628,0.04412316704010726,0.04901208177290518
0.1,14,539,52,51,487,90.35250463821892,0.050824339996275836,0.05368491909310655,0.09606159482332158,0.04558029638419291,0.0499632333538234
0.1,15,327,46,45,281,85.93272171253822,0.04805220652695387,0.0512478739769365,0.09202586592909628,0.04073683247765816,0.04584295371974628
0.1,16,462,42,41,420,90.9090909090909,0.04890130955379836,0.051374267355557945,0.09265500526145362,0.04278935299474741,0.04687841241668528
0.1,17,438,52,51,386,88.12785388127854,0.049691064335324046,0.052719207074087795,0.09606159482332158,0.04201827665327441,0.04664577826378564
0.1,18,445,46,45,399,89.66292134831461,0.049453489055000965,0.05236557965481021,0.09606159482332158,0.0417099143927444,0.046121617566076856
0.1,19,513,59,58,454,88.4990253411306,0.05075892337772108,0.053337265936883524,0.09202586592909628,0.04372631298275459,0.04791433952083721
0.1,20,395,52,51,343,86.83544303797468,0.054822177830012656,0.05746374927737191,0.09550392662084636,0.04766919307815151,0.05283633731350619
0.1,21,364,47,46,317,87.08791208791209,0.05022685760991326,0.052995535267055825,0.09202586592909628,0.04243150117882525,0.04722358135385229
0.1,22,647,71,70,576,89.02627511591963,0.05494025760146719,0.05762630479769447,0.09246842704404569,0.04901657864913993,0.05347670918003297
0.1,23,453,50,49,403,88.96247240618102,0.05013019901454051,0.05303482403766798,0.0931151437737171,0.043048471320507126,0.04778836865402917
0.1,24,530,41,40,489,92.26415094339623,0.048410284549419945,0.05097968666861524,0.09265500526145362,0.04270543084513962,0.046760464733835265
0.1,25,433,38,37,395,91.22401847575058,0.051344352547334,0.05413981237559531,0.09202586592909628,0.044511922291707154,0.04901670267747661
0.1,26,347,40,39,307,88.47262247838617,0.04931911914138892,0.05195091010289167,0.09265500526145362,0.04061340570794515,0.04549383441409363
0.1,27,513,51,50,462,90.05847953216374,0.051190855677710465,0.05388733427552006,0.09606159482332158,0.04444189499954475,0.048909484553866386
0.1,28,318,41,40,277,87.10691823899371,0.0471563392873686,0.05048721053566888,0.09202586592909628,0.040001586122251825,0.04465347816799944
0.1,29,412,50,49,362,87.86407766990291,0.05138476816331802,0.053834050562817586,0.09246842704404569,0.044957909742141734,0.04931156090018134
0.1,30,425,51,50,374,88.0,0.05407104367001109,0.05694287808590184,0.09323867223421835,0.048132998624345315,0.05281355652042805
0.1,31,400,40,39,360,90.0,0.04636464853594181,0.048843423815289604,0.08565628990331067,0.04031777246114725,0.0442806782368595
0.1,32,476,46,45,430,90.33613445378151,0.05128608764879824,0.05380654578903853,0.09202586592909628,0.04403730842967402,0.04853074349654543
0.1,33,585,51,50,534,91.28205128205128,0.04888973421724707,0.05179721340226053,0.09606159482332158,0.042352539326922845,0.046556603741213544
0.1,34,434,48,47,386,88.94009216589862,0.04854338754272441,0.05170107652035936,0.09606159482332158,0.04138546944471936,0.04597861611456382
0.1,35,525,60,59,465,88.57142857142857,0.05641458135484861,0.05886950443464726,0.09550392662084636,0.04996151795390821,0.054441778414944623
0.1,36,445,44,43,401,90.11235955056179,0.05254105567278372,0.05490392548541378,0.09241985717366154,0.04509960298833389,0.049299831484843466
0.1,37,364,36,35,328,90.10989010989012,0.04781817011499781,0.05075728822240514,0.09265500526145362,0.04093664635654127,0.04533517105671692
0.1,38,507,50,49,457,90.13806706114399,0.048812249198186934,0.05169851859055146,0.09202586592909628,0.042936983501143736,0.047277207720366816
0.1,39,368,52,51,316,85.8695652173913,0.05502332875845494,0.057889745280970545,0.0931151437737171,0.04736466795979823,0.052749143581927636
0.1,40,392,47,46,345,88.01020408163265,0.05079907783403066,0.05354794580560491,0.09606159482332158,0.0444097541869363,0.04894052056643986
0.1,41,492,60,59,432,87.8048780487805,0.0555764096983689,0.058440481674725986,0.09553910194260772,0.04922933730624774,0.0540702526207199
0.1,42,427,45,44,382,89.46135831381733,0.04823529485617525,0.050974480688858716,0.09202586592909628,0.041635966962684304,0.0461577638348528
0.1,43,512,39,38,473,92.3828125,0.049435703681170326,0.05191161151569319,0.09610265344931947,0.04260344021367522,0.04661651568793746
0.1,44,486,54,53,432,88.88888888888889,0.05063966929931158,0.053299819138197944,0.09202586592909628,0.04344812995799809,0.04789662363066768
0.1,45,443,44,43,399,90.06772009029345,0.04840057704574424,0.05136656495703528,0.09202586592909628,0.04195289242088367,0.046568774624658055
0.1,46,541,55,54,486,89.83364140480592,0.05424244969302356,0.05680411569661073,0.0935574689696124,0.04792988331721526,0.052411549869677186
0.1,47,617,49,48,568,92.05834683954619,0.0510622846622424,0.05368837072150111,0.09606159482332158,0.0456945420926573,0.049572660309950736
0.1,48,581,60,59,521,89.67297762478485,0.05293447776575846,0.05570914555484537,0.09249443226486667,0.04740282581356638,0.05187699128084462
0.1,49,394,33,32,361,91.6243654822335,0.04573196310900949,0.04855655920289621,0.09202586592909628,0.039660241015911264,0.04384395454715046
0.1,50,483,59,58,424,87.78467908902691,0.049372557735749424,0.05263208505096104,0.09202586592909628,0.043457115426543486,0.048090657730444346
0.1,51,586,67,66,519,88.5665529010239,0.0544656477429189,0.05706878192415855,0.09553910194260772,0.04733897674548475,0.051658591523592375
0.1,52,390,46,45,344,88.2051282051282,0.0529543506328049,0.05554348100408616,0.09323867223421835,0.04506767797061161,0.04971050731373701
0.1,53,568,52,51,516,90.84507042253522,0.05002010937382001,0.05265871799603481,0.09202586592909628,0.043703542328937306,0.04780589640622805
0.1,54,473,37,36,436,92.17758985200845,0.04861692764733194,0.05120145222900817,0.09202586592909628,0.04120569410357361,0.04542828235467787
0.1,55,499,49,48,450,90.18036072144288,0.052522257392499175,0.05522860597403914,0.09202586592909628,0.0459305508596432,0.050491835985027864
0.1,56,372,52,51,320,86.02150537634408,0.05465182737759176,0.057457423694718596,0.09606159482332158,0.04662521436871951,0.05180628284834372
0.1,57,414,37,36,377,91.06280193236715,0.04407442238976408,0.04653239690100497,0.08268566985880933,0.03866836040250789,0.04251758791292447
0.1,58,461,55,54,406,88.06941431670282,0.05522092169756797,0.05822603758940031,0.09569550668657337,0.048791396975090516,0.05392199621954457
