h,map,raw_sigma_states,quantized_sigma_states,gvar_max,reduction_absolute,reduction_percent,mean_frobenius_error,rmse_frobenius_error,max_frobenius_error,weighted_mean_frobenius_error,weighted_rmse_frobenius_error
0.01,62,485,478,477,7,1.443298969072165,0.004354036467581262,0.00455500630891186,0.007485318964479743,0.0037868650415736975,0.004183618761460048
0.01,63,440,438,437,2,0.45454545454545453,0.0043864774735852975,0.0045991204692755255,0.007247068372797361,0.0037442940607076156,0.004163335848164956
0.01,64,476,476,475,0,0.0,0.004596944411673867,0.004798531375467346,0.00784601809837321,0.003948124522012832,0.004351579173047865
0.01,65,535,515,514,20,3.7383177570093458,0.004288526653005364,0.004519794470556682,0.007990619500389184,0.0038248096200445463,0.004221982096992418
0.01,66,524,521,520,3,0.5725190839694656,0.004284551660838342,0.004497656302313516,0.007268424863751462,0.003775511048307868,0.004175539739221883
0.01,67,458,445,444,13,2.8384279475982535,0.004151441129845222,0.004348163794555064,0.007485318964479743,0.0037529938685563723,0.004120150607155159
0.01,68,452,450,449,2,0.4424778761061947,0.004074214402589888,0.004274818217943329,0.007066116330771796,0.0036376028262907747,0.004017426365142416
0.01,69,450,448,447,2,0.4444444444444444,0.004362671204927474,0.004577449556734018,0.00784601809837321,0.003846907059007901,0.004232879515629974
0.01,70,522,521,520,1,0.19157088122605365,0.004033630549089092,0.004252612449269059,0.006882586723027916,0.0036269576039778275,0.004006006570471309
0.01,71,439,437,436,2,0.45558086560364464,0.004386041758987016,0.0046001832190906014,0.0071610055159872805,0.0037058929444870495,0.004135608855544807
0.01,72,484,484,483,0,0.0,0.004373000630116141,0.004580618529816964,0.007150524456289915,0.0038162431182576844,0.004210748881979445
0.01,73,444,438,437,6,1.3513513513513513,0.003989154673748019,0.004205554563810722,0.007247068372797361,0.0035385673399666185,0.003923895822331124
0.01,74,576,565,564,11,1.9097222222222223,0.004383749563257386,0.004594556335128199,0.00754453444554402,0.0038662622164429327,0.004249944869557154
0.01,75,406,403,402,3,0.7389162561576355,0.004068594311804262,0.004295916837862732,0.007066116330771796,0.003615794506016934,0.0040224670969311515
0.01,76,512,499,498,13,2.5390625,0.004510388397181055,0.004718350562564214,0.00754453444554402,0.003940024561607421,0.004342608772451227
0.01,77,463,452,451,11,2.375809935205184,0.004307786719550059,0.004502962787553409,0.007167286794875716,0.0038112561803453973,0.004184170435100029
0.01,78,417,412,411,5,1.1990407673860912,0.004087640297033686,0.00429581805454954,0.006882586723027916,0.0036004981283659534,0.0039982502262999
0.01,79,393,393,392,0,0.0,0.004241968435890378,0.004427602525310671,0.007066116330771796,0.003604643995476733,0.0040036388677060445
0.01,80,493,489,488,4,0.8113590263691683,0.004468540669365057,0.0046708799679992235,0.007475292636412347,0.003948064355952109,0.004336927896268393
0.01,81,339,339,338,0,0.0,0.004212073307592967,0.004446950497988867,0.007247068372797361,0.00361582940809681,0.004046461488104471
0.01,82,728,720,719,8,1.098901098901099,0.004186992567723594,0.004404516600436027,0.007475292636412347,0.003786526150253384,0.004144102845068078
0.01,83,431,423,422,8,1.8561484918793503,0.004021611123791433,0.004260099233074049,0.007022819946431778,0.003548454238333705,0.003944882716143552
0.01,84,397,387,386,10,2.5188916876574305,0.00419099684840293,0.004382415629607685,0.007066116330771796,0.0036573993262318774,0.004067191201656658
