k,representation_mean_l1,representation_max_l1,transition_mean_l1,transition_max_l1,selected
10,1.3528976461620779,1.999999936825135,1.305054199655704,1.9999996326068312,0
20,1.0600051380453215,1.9999924726000005,1.0096778468929093,1.999838120622,0
30,0.7027928277392818,1.9999924726000005,0.6409810865108703,1.9999696376000005,0
50,0.3892696080969163,1.998721917328,0.36305142729449535,1.9574217307859998,0
75,0.09278161287960876,0.3331706973319999,0.09121687325428778,0.27707959137599997,0
100,0.06401625300386661,0.19741143145928047,0.06416954757867624,0.19741143145928047,0
150,0.04338082700267055,0.13168635235005088,0.043828888412663095,0.13168635235005088,0
200,0.03418470633797143,0.10887162174580219,0.03594412525023273,0.10887162174580219,0
300,0.022095538735775532,0.05802799999999997,0.025023863146540964,0.05802799999999997,0
400,0.012011620723751492,0.05194890392876436,0.013603522265453496,0.05194890392876436,1
500,0.0042056920740376775,0.039776279980800036,0.00476307295131978,0.039776279980800036,0
564,0.0,0.0,0.0,0.0,0
