map_id,unique_relative_beliefs,k,silhouette,mean_l1_error,max_l1_error,objective,iterations,converged,best_by_silhouette,l1_improvement_from_previous_k,is_geometric_knee,geometric_knee_distance
66,519,25,0.2851484496939735,0.05355924280965251,0.1448196660887315,39.955195136000775,3,True,0,,0,
66,519,50,0.2272368514330052,0.040598184282807634,0.10325257479800001,30.286245474974493,4,True,0,0.012961058526844878,0,
66,519,75,0.18603987847145115,0.03321423064872179,0.07920000000000003,24.777816063946457,3,True,0,0.007383953634085845,0,
66,519,100,0.24549407524837058,0.024308224807719263,0.07820600000000004,18.13393570655857,5,True,0,0.008906005841002526,1,0.23642838738417812
66,519,125,0.25664700646788746,0.02079714404795924,0.07398788239999993,15.514669459777593,5,True,0,0.003511080759760022,0,
66,519,150,0.2716058463061788,0.01786630896776364,0.0596,13.328266489951675,5,True,0,0.0029308350801956,0,
66,519,200,0.2984692061206171,0.013460416743016807,0.0596,10.041470890290539,5,True,0,0.004405892224746834,0,
66,519,250,0.31306503516643197,0.00854359462035193,0.04,6.373521586782539,3,True,0,0.004916822122664878,0,
66,519,300,0.32630290855330013,0.005376702771076304,0.04,4.011020267222923,3,True,1,0.0031668918492756253,0,
66,519,519,0.0,0.0,0.0,0.0,0,True,0,0.005376702771076304,0,
