map_id,unique_relative_beliefs,k,silhouette,mean_l1_error,max_l1_error,objective,iterations,converged,best_by_silhouette,l1_improvement_from_previous_k,is_geometric_knee,geometric_knee_distance
21,457,25,0.2547886957053229,0.04442693164136865,0.1485042527700021,28.96635943017236,5,True,0,,0,
21,457,50,0.23092256723645155,0.02898528055732645,0.11428000000000002,18.898402923376846,4,True,0,0.015441651084042197,0,
21,457,75,0.2483799841854975,0.022791035474064594,0.07576092480000007,14.859755129090114,6,True,0,0.006194245083261857,0,
21,457,100,0.3296667143867119,0.016869035679606893,0.05900799999999999,10.998611263103694,5,True,0,0.005921999794457702,1,0.2516670264543136
21,457,125,0.36184161132107207,0.013678645970474227,0.05900799999999999,8.918477172749196,5,True,0,0.003190389709132666,0,
21,457,150,0.3690061297047045,0.011528597555236808,0.05900799999999999,7.516645606014398,6,True,0,0.002150048415237419,0,
21,457,200,0.3892026531506058,0.0066812665709961834,0.05517485880000003,4.356185804289511,3,True,0,0.004847330984240624,0,
21,457,250,0.42778778848504206,0.0031569910244144323,0.036467382057999854,2.05835814791821,3,True,1,0.003524275546581751,0,
21,457,300,0.41807832684266655,0.0005894807955565821,0.036467382057999854,0.38434147870289154,2,True,0,0.0025675102288578505,0,
21,457,457,0.0,0.0,0.0,0.0,0,True,0,0.0005894807955565821,0,
