map_id,unique_relative_beliefs,k,silhouette,mean_l1_error,max_l1_error,objective,iterations,converged,best_by_silhouette,l1_improvement_from_previous_k,is_geometric_knee,geometric_knee_distance
47,557,25,0.26179525080512017,0.05515633734890282,0.1340091201026636,41.47756568637492,4,True,0,,0,
47,557,50,0.20403220839434455,0.04016898741455942,0.1287947016499328,30.207078535748682,4,True,0,0.014987349934343405,0,
47,557,75,0.19695286017533614,0.03344245567736072,0.09624999999999997,25.14872666937526,4,True,0,0.006726531737198699,0,
47,557,100,0.21458752699722314,0.027041596184705786,0.06868880773645655,20.33528033089875,4,True,0,0.0064008594926549325,0,
47,557,125,0.2527265154787186,0.02244528076649751,0.06868880773645655,16.878851136406126,5,True,0,0.004596315418208277,1,0.22092336561997286
47,557,150,0.2713164755794305,0.01970022448367504,0.06868880773645655,14.81456881172363,4,True,0,0.0027450562828224695,0,
47,557,200,0.29731319230932624,0.015649095145412118,0.058800000000000005,11.768119549349912,3,True,0,0.004051129338262922,0,
47,557,250,0.3261836039968061,0.010280802455914909,0.058800000000000005,7.7311634468480115,3,True,0,0.0053682926894972095,0,
47,557,300,0.3534590213373995,0.006772152151959905,0.050400579303978885,5.092658418273849,3,True,1,0.003508650303955004,0,
47,557,557,0.0,0.0,0.0,0.0,0,True,0,0.006772152151959905,0,
