map_id,unique_relative_beliefs,k,silhouette,mean_l1_error,max_l1_error,objective,iterations,converged,best_by_silhouette,l1_improvement_from_previous_k,is_geometric_knee,geometric_knee_distance
23,462,25,0.24962991032227433,0.051098202841366555,0.17047711999999995,34.23579590371559,5,True,0,,0,
23,462,50,0.21920668657573766,0.03903778457125703,0.09685199999999998,26.155315662742208,3,True,0,0.012060418270109528,0,
23,462,75,0.21720030355844339,0.027846372303507155,0.09880000000000001,18.657069443349794,5,True,0,0.011191412267749872,0,
23,462,100,0.22102397628608664,0.022684145071097322,0.058800000000000005,15.198377197635207,4,True,0,0.005162227232409833,1,0.22056864633007503
23,462,125,0.2588182121396969,0.018970095884350217,0.057469459999999986,12.709964242514646,3,True,0,0.0037140491867471044,0,
23,462,150,0.2840850252590404,0.016134913487362148,0.05645400000000002,10.81039203653264,5,True,0,0.0028351823969880695,0,
23,462,200,0.2914913455618932,0.009971612974191026,0.05536772000000002,6.680980692707987,3,True,0,0.006163300513171122,0,
23,462,250,0.3296434786033824,0.00558960255336545,0.03877545636600003,3.7450337107548513,2,True,0,0.004382010420825576,0,
23,462,300,0.3447014538546237,0.0024987888219321604,0.033858165080580004,1.6741885106945473,2,True,1,0.0030908137314332894,0,
23,462,462,0.0,0.0,0.0,0.0,0,True,0,0.0024987888219321604,0,
