map_id,unique_relative_beliefs,k,silhouette,mean_l1_error,max_l1_error,objective,iterations,converged,best_by_silhouette,l1_improvement_from_previous_k,is_geometric_knee,geometric_knee_distance
48,528,25,0.2687175224268065,0.05270467457925679,0.13451906,38.685231141174484,4,True,0,,0,
48,528,50,0.22407340334501338,0.04143685984861376,0.09514290643200012,30.4146551288825,3,True,0,0.011267814730643026,0,
48,528,75,0.18684582276532266,0.032341902474674944,0.07763322303999999,23.73895641641141,5,True,0,0.009094957373938818,0,
48,528,100,0.20303733856626763,0.025985431374877837,0.07226271782399993,19.07330662916033,4,True,0,0.006356471099797107,1,0.21561294476235465
48,528,125,0.2129210548206811,0.02254526580494307,0.05822000000000001,16.548225100828212,4,True,0,0.003440165569934768,0,
48,528,150,0.2481639611681644,0.019292507604671907,0.05631078000000003,14.16070058182918,4,True,0,0.003252758200271162,0,
48,528,200,0.26465128715683706,0.014550422568554688,0.052501327085899996,10.68001016531914,5,True,0,0.004742085036117219,0,
48,528,250,0.28871692542060756,0.009932973615253969,0.0516205942536601,7.290802633596413,4,True,0,0.004617448953300719,0,
48,528,300,0.3319910561415467,0.006449602960689218,0.053200391855999875,4.734008573145886,2,True,1,0.003483370654564751,0,
48,528,528,0.0,0.0,0.0,0.0,0,True,0,0.006449602960689218,0,
