map_id,unique_relative_beliefs,k,silhouette,mean_l1_error,max_l1_error,objective,iterations,converged,best_by_silhouette,l1_improvement_from_previous_k,is_geometric_knee,geometric_knee_distance
90,545,25,0.25422155632856797,0.05324215362977369,0.13364343249492008,38.707045688845476,3,True,0,,0,
90,545,50,0.2003275317105634,0.03804533796010001,0.09399693599999999,27.65896069699271,4,True,0,0.01519681566967368,0,
90,545,75,0.17782235075736957,0.03228100996368627,0.0864419619754925,23.468294243599917,4,True,0,0.005764327996413743,0,
90,545,100,0.18981825708635292,0.026467620438133135,0.06036076740092001,19.24196005852279,4,True,0,0.005813389525553134,1,0.21624602180355332
90,545,125,0.22309561909996592,0.022638010388100732,0.05820846000000002,16.457833552149232,4,True,0,0.0038296100500324025,0,
90,545,150,0.24102220763119075,0.019846183780503866,0.057040000000000014,14.428175608426312,3,True,0,0.002791826607596866,0,
90,545,200,0.2416509724265678,0.015793015144716743,0.057040000000000014,11.481522010209073,3,True,0,0.004053168635787124,0,
90,545,250,0.3090668149117952,0.010106408211976612,0.05039644508868826,7.347358770106998,4,True,0,0.00568660693274013,0,
90,545,300,0.32116577676391295,0.00696309506146704,0.05039644508868826,5.062170109686538,3,True,1,0.0031433131505095727,0,
90,545,545,0.0,0.0,0.0,0.0,0,True,0,0.00696309506146704,0,
