map_id,unique_relative_beliefs,k,silhouette,mean_l1_error,max_l1_error,objective,iterations,converged,best_by_silhouette,l1_improvement_from_previous_k,is_geometric_knee,geometric_knee_distance
55,508,25,0.27434162722413774,0.052179891009328475,0.1498605098009801,35.117066649278065,3,True,0,,0,
55,508,50,0.2024403430647311,0.037123774741798475,0.09548080988769242,24.984300401230374,5,True,0,0.01505611626753,0,
55,508,75,0.19975263689119532,0.03181333513507661,0.09115728092200005,21.410374545906556,4,True,0,0.005310439606721867,0,
55,508,100,0.2366203275467425,0.023939619218963912,0.07240066879572003,16.111363734362712,4,True,0,0.007873715916112696,1,0.22508624444606606
55,508,125,0.24481462741533466,0.02038318467665889,0.05895850152000004,13.717883287391434,5,True,0,0.003556434542305021,0,
55,508,150,0.2490273996326281,0.01773540332940132,0.058800000000000005,11.935926440687087,4,True,0,0.0026477813472575717,0,
55,508,200,0.26876190732326355,0.01315281750926151,0.058800000000000005,8.851846183732997,4,True,0,0.004582585820139809,0,
55,508,250,0.3082883060811569,0.008260355648621551,0.058200000000000016,5.559219351522303,3,True,0,0.004892461860639959,0,
55,508,300,0.3539627549029843,0.0043998365923577625,0.04,2.961090026656774,2,True,1,0.0038605190562637885,0,
55,508,508,0.0,0.0,0.0,0.0,0,True,0,0.0043998365923577625,0,
