map_id,unique_relative_beliefs,k,silhouette,mean_l1_error,max_l1_error,objective,iterations,converged,best_by_silhouette,l1_improvement_from_previous_k,is_geometric_knee,geometric_knee_distance
81,392,25,0.22120606729808664,0.041634595800546084,0.13467290435,23.3986428399069,3,True,0,,0,
81,392,50,0.25999180118686965,0.027222425342171588,0.09723399999999996,15.299003042300432,3,True,0,0.014412170458374497,0,
81,392,75,0.2715267149142042,0.01955265307785978,0.07653538079999997,10.988591029757197,3,True,0,0.007669772264311807,1,0.2466685438342797
81,392,100,0.2749866513089001,0.016398752457673416,0.05725599999999997,9.21609888121246,4,True,0,0.003153900620186365,0,
81,392,125,0.3030630070729917,0.013289490503923983,0.05725599999999997,7.468693663205279,4,True,0,0.003109261953749432,0,
81,392,150,0.30752102810539644,0.010865197705944005,0.05725599999999997,6.10624111074053,4,True,0,0.0024242927979799787,0,
81,392,200,0.41828899815251946,0.0036696901459694524,0.04,2.062365862034832,2,True,1,0.007195507559974552,0,
81,392,250,0.380783279997548,0.0008754348858234544,0.019393939999999995,0.49199440583278137,2,True,0,0.002794255260145998,0,
81,392,300,0.2888480700017897,2.2386188711135316e-05,0.0005385907720000254,0.012581038055658047,2,True,0,0.0008530486971123191,0,
81,392,392,0.0,0.0,0.0,0.0,0,True,0,2.2386188711135316e-05,0,
