map_id,unique_relative_beliefs,k,silhouette,mean_l1_error,max_l1_error,objective,iterations,converged,best_by_silhouette,l1_improvement_from_previous_k,is_geometric_knee,geometric_knee_distance
57,524,25,0.2526250156769196,0.04891493249573057,0.14992312180000003,34.48502740949005,3,True,0,,0,
57,524,50,0.21616241016267923,0.03406152440089599,0.10256175022393443,24.013374702631673,4,True,0,0.014853408094834576,0,
57,524,75,0.22386913325569996,0.026246390567224002,0.11298038000000002,18.503705349892922,7,True,0,0.007815133833671991,0,
57,524,100,0.2619556020227001,0.020556762590100953,0.09333361803000001,14.492517626021172,5,True,0,0.005689627977123048,1,0.24185056275556002
57,524,125,0.2800286491007602,0.017738448642638117,0.09113082131047905,12.505606293059873,6,True,0,0.0028183139474628367,0,
57,524,150,0.29493534355468026,0.01523199407907555,0.0883269128900907,10.738555825748263,4,True,0,0.0025064545635625664,0,
57,524,200,0.357697964259238,0.009863052989803101,0.05782399999999996,6.953452357811186,4,True,0,0.005368941089272449,0,
57,524,250,0.39369758875896904,0.005658421181742819,0.05085681453722542,3.9891869331286873,3,True,0,0.004204631808060282,0,
57,524,300,0.4143153566397163,0.0027857568597400226,0.03822199999999999,1.963958586116716,2,True,1,0.0028726643220027964,0,
57,524,524,0.0,0.0,0.0,0.0,0,True,0,0.0027857568597400226,0,
