map_id,unique_relative_beliefs,k,silhouette,mean_l1_error,max_l1_error,objective,iterations,converged,best_by_silhouette,l1_improvement_from_previous_k,is_geometric_knee,geometric_knee_distance
63,435,25,0.24662786107613102,0.04867778763298415,0.12531722282619093,31.056428509843887,4,True,0,,0,
63,435,50,0.20769836885117182,0.03442308362008434,0.10714781019999998,21.961927349613806,6,True,0,0.014254704012899813,0,
63,435,75,0.22111524045309608,0.026483403983071887,0.0742526872,16.896411741199863,3,True,0,0.007939679637012451,0,
63,435,100,0.26779220645110846,0.02078861054244587,0.060000000000000005,13.263133526080464,3,True,0,0.005694793440626018,1,0.232248074094965
63,435,125,0.2987458247827181,0.017007386777123185,0.060000000000000005,10.850712763804593,5,True,0,0.003781223765322684,0,
63,435,150,0.3128786063009763,0.014404311813934763,0.060000000000000005,9.189950937290378,4,True,0,0.0026030749631884217,0,
63,435,200,0.36407522270653897,0.00880639046498613,0.0517845959687748,5.618477116661151,4,True,0,0.005597921348948633,0,
63,435,250,0.36842376457853776,0.005234774190307821,0.04,3.3397859334163895,2,True,1,0.0035716162746783093,0,
63,435,300,0.33362178166980655,0.0022867251550389074,0.02,1.4589306489148228,2,True,0,0.0029480490352689136,0,
63,435,435,0.0,0.0,0.0,0.0,0,True,0,0.0022867251550389074,0,
