map_id,unique_relative_beliefs,k,silhouette,mean_l1_error,max_l1_error,objective,iterations,converged,best_by_silhouette,l1_improvement_from_previous_k,is_geometric_knee,geometric_knee_distance
71,495,25,0.22947859509048998,0.05055952983008945,0.14214623677663993,34.93663511259181,3,True,0,,0,
71,495,50,0.20679956078374717,0.03532970349375364,0.09985600831975519,24.412825114183764,6,True,0,0.015229826336335808,0,
71,495,75,0.20506517925631335,0.02834824081684267,0.08576662523713985,19.588634404438285,5,True,0,0.006981462676910969,0,
71,495,100,0.24874803681007165,0.02216403544769337,0.0744333996,15.315348494356119,7,True,0,0.0061842053691493,1,0.22974838005249826
71,495,125,0.25507426389490234,0.01919829160967283,0.0744333996,13.266019502283925,7,True,0,0.0029657438380205417,0,
71,495,150,0.26108414479805286,0.016595784906399028,0.05821399999999997,11.467687370321729,5,True,0,0.0026025067032738013,0,
71,495,200,0.27999535676328724,0.012293373861454977,0.05821399999999997,8.49472133826539,5,True,0,0.004302411044944051,0,
71,495,250,0.37344683319947464,0.006650001479390049,0.056454,4.595151022258524,5,True,0,0.005643372382064927,0,
71,495,300,0.42175863689453646,0.0030468660889602373,0.04,2.105384467471524,3,True,1,0.003603135390429812,0,
71,495,495,0.0,0.0,0.0,0.0,0,True,0,0.0030468660889602373,0,
