map_id,unique_relative_beliefs,k,silhouette,mean_l1_error,max_l1_error,objective,iterations,converged,best_by_silhouette,l1_improvement_from_previous_k,is_geometric_knee,geometric_knee_distance
31,497,25,0.27211321306332964,0.05112784381420204,0.11603399999999997,33.89776044881595,4,True,0,,0,
31,497,50,0.20867872769224766,0.03498410023646959,0.09855615266694227,23.194458456779337,6,True,0,0.016143743577732447,0,
31,497,75,0.19221443168694627,0.02889083221759124,0.07596633859999997,19.15462176026299,5,True,0,0.006093268018878353,0,
31,497,100,0.25679209221836374,0.022128815547734985,0.057280819999999996,14.671404708148296,4,True,0,0.006762016669856253,1,0.2369648360848069
31,497,125,0.27790071590363163,0.018930535186182235,0.05877272,12.550944828438821,5,True,0,0.003198280361552751,0,
31,497,150,0.2816135698574702,0.016362627190443544,0.060914615273838235,10.848421827264069,3,True,0,0.0025679079957386906,0,
31,497,200,0.3382796198794399,0.01016555293524679,0.056454,6.739761596068622,3,True,0,0.006197074255196755,0,
31,497,250,0.3748387710496167,0.006472772781320295,0.04,4.291448354015356,2,True,0,0.0036927801539264945,0,
31,497,300,0.3894419778959241,0.0034200021210773735,0.04,2.2674614062742986,2,True,1,0.0030527706602429213,0,
31,497,497,0.0,0.0,0.0,0.0,0,True,0,0.0034200021210773735,0,
