map_id,unique_relative_beliefs,k,silhouette,mean_l1_error,max_l1_error,objective,iterations,converged,best_by_silhouette,l1_improvement_from_previous_k,is_geometric_knee,geometric_knee_distance
46,484,25,0.2680140170760054,0.05088903762818141,0.13336637999999998,34.19743328613791,4,True,0,,0,
46,484,50,0.19158322628251656,0.03706986221265539,0.10244065043697051,24.910947406904423,4,True,0,0.01381917541552602,0,
46,484,75,0.19113850851756073,0.029833460519124003,0.0792,20.04808546885133,4,True,0,0.007236401693531385,0,
46,484,100,0.23741384275860394,0.023482752640868992,0.05807324012866008,15.780409774663964,5,True,0,0.006350707878255011,1,0.22544659877097104
46,484,125,0.24681316970874095,0.0204622544563079,0.05821800000000001,13.75063499463891,4,True,0,0.003020498184561092,0,
46,484,150,0.25164721628133235,0.01782503169631558,0.05821800000000001,11.978421299924069,4,True,0,0.0026372227599923206,0,
46,484,200,0.2696722548851853,0.013618837985896182,0.05821800000000001,9.151859126522234,6,True,0,0.004206193710419397,0,
46,484,250,0.2795726122542752,0.008041840422337576,0.055536380000000024,5.404116763810851,6,True,0,0.005576997563558606,0,
46,484,300,0.2968167510221635,0.004559961743647053,0.05430679620800005,3.06429429173082,3,True,1,0.003481878678690523,0,
46,484,484,0.0,0.0,0.0,0.0,0,True,0,0.004559961743647053,0,
