map_id,unique_relative_beliefs,k,silhouette,mean_l1_error,max_l1_error,objective,iterations,converged,best_by_silhouette,l1_improvement_from_previous_k,is_geometric_knee,geometric_knee_distance
30,454,25,0.24598434099975405,0.045065093793274814,0.1126970078,27.940358151830385,3,True,0,,0,
30,454,50,0.20690837645848562,0.03246816632776542,0.09741800000000003,20.13026312321456,6,True,0,0.012596927465509396,0,
30,454,75,0.2501030621913528,0.023563273767369976,0.07975604698645411,14.609229735769384,4,True,0,0.008904892560395443,0,
30,454,100,0.2656658864734537,0.01950754049574812,0.07975604698645411,12.094675107363834,8,True,0,0.004055733271621856,1,0.2223678783942557
30,454,125,0.2659822665903518,0.016899624719786097,0.07975604698645411,10.477767326267381,4,True,0,0.0026079157759620226,0,
30,454,150,0.28325189286822516,0.01421000118118777,0.054640119400000034,8.810200732336417,4,True,0,0.0026896235385983278,0,
30,454,200,0.3353440104091186,0.008500297984322195,0.0559580614,5.270184750279761,3,True,0,0.005709703196865574,0,
30,454,250,0.3737604507826942,0.004257817727195169,0.04,2.639846990861005,3,True,1,0.004242480257127026,0,
30,454,300,0.3727472289940311,0.0015408682465306162,0.02,0.955338312848982,3,True,0,0.002716949480664553,0,
30,454,454,0.0,0.0,0.0,0.0,0,True,0,0.0015408682465306162,0,
