map_id,unique_relative_beliefs,k,silhouette,mean_l1_error,max_l1_error,objective,iterations,converged,best_by_silhouette,l1_improvement_from_previous_k,is_geometric_knee,geometric_knee_distance
40,369,25,0.24772430555901176,0.05061482675634659,0.115656,25.358028204929642,3,True,0,,0,
40,369,50,0.1801817503278909,0.03472165439895813,0.1113698478,17.395548853878022,4,True,0,0.015893172357388463,0,
40,369,75,0.21253748774775605,0.02624540164408265,0.07683999999999998,13.148946223685408,4,True,0,0.008476252754875478,0,
40,369,100,0.24052174914019878,0.021317403282865535,0.0588,10.680019044715634,3,True,0,0.004927998361217115,1,0.22479064241715907
40,369,125,0.2606508817701472,0.01728296842728679,0.07460215119999995,8.658767182070681,5,True,0,0.004034434855578747,0,
40,369,150,0.2624972240439683,0.014382949415720468,0.0588,7.2058576572759545,3,True,0,0.002900019011566321,0,
40,369,200,0.29108301283116916,0.009134175466620015,0.0588,4.576221908776628,3,True,0,0.005248773949100453,0,
40,369,250,0.30595445869719906,0.004232754479093817,0.04,2.1206099940260024,2,True,1,0.004901420987526198,0,
40,369,300,0.22891621793575323,0.0010110802838325713,0.019601999999999998,0.5065512222001182,2,True,0,0.0032216741952612454,0,
40,369,369,0.0,0.0,0.0,0.0,0,True,0,0.0010110802838325713,0,
