map_id,unique_relative_beliefs,k,silhouette,mean_l1_error,max_l1_error,objective,iterations,converged,best_by_silhouette,l1_improvement_from_previous_k,is_geometric_knee,geometric_knee_distance
32,505,25,0.24519534268579157,0.04901789059295995,0.1391370679103354,34.26350552447901,3,True,0,,0,
32,505,50,0.19166894498723386,0.03513757169383144,0.09192511939999999,24.56116261398818,4,True,0,0.01388031889912851,0,
32,505,75,0.23277706201150958,0.027009130339520133,0.06984502283690466,18.879382107324574,4,True,0,0.00812844135431131,0,
32,505,100,0.3115099376338916,0.02024480757139531,0.07369161860000001,14.15112049240532,6,True,0,0.006764322768124824,1,0.24443421992304548
32,505,125,0.31046851657078073,0.01736331266956604,0.07158743560000005,12.136955556026662,7,True,0,0.0028814949018292693,0,
32,505,150,0.3219120580823442,0.014684957890256839,0.05762033480000001,10.26478556528953,7,True,0,0.0026783547793092014,0,
32,505,200,0.31339084665955197,0.009999835433445325,0.053206981471999946,6.989884967978282,7,True,0,0.004685122456811514,0,
32,505,250,0.3387578929906462,0.0062387481736560545,0.04,4.360884973385582,3,True,0,0.0037610872597892706,0,
32,505,300,0.41098556180406487,0.002490331094162115,0.04,1.7407414348193182,2,True,1,0.0037484170794939396,0,
32,505,505,0.0,0.0,0.0,0.0,0,True,0,0.002490331094162115,0,
