map_id,unique_relative_beliefs,k,silhouette,mean_l1_error,max_l1_error,objective,iterations,converged,best_by_silhouette,l1_improvement_from_previous_k,is_geometric_knee,geometric_knee_distance
83,471,25,0.24150580163854024,0.050756038680603875,0.16198651222280017,32.534620794267084,4,True,0,,0,
83,471,50,0.17942143965094007,0.0380534026865776,0.09832013489322908,24.39223112209624,4,True,0,0.012702635994026275,0,
83,471,75,0.19779428169274252,0.031058134631053513,0.09209492098999998,19.9082642985053,4,True,0,0.006995268055524088,0,
83,471,100,0.25127571831970763,0.023154147628093813,0.06057139527199999,14.841808629608133,4,True,0,0.0079039870029597,1,0.21663281574734644
83,471,125,0.2575202630985399,0.02026399396367334,0.058800000000000005,12.98922013071461,4,True,0,0.002890153664420473,0,
83,471,150,0.2733950036147564,0.017520730789959298,0.058218000000000006,11.230788436363909,4,True,0,0.0027432631737140424,0,
83,471,200,0.31115313424593566,0.012362849724193643,0.058218000000000006,7.924586673208125,4,True,0,0.005157881065765655,0,
83,471,250,0.36203747817758414,0.006948162698420378,0.04090488208483785,4.453772289687462,2,True,0,0.005414687025773265,0,
83,471,300,0.39830474379678266,0.00309198028687096,0.04,1.9819593638842854,2,True,1,0.003856182411549418,0,
83,471,471,0.0,0.0,0.0,0.0,0,True,0,0.00309198028687096,0,
