k,representation_mean_l1,representation_max_l1,transition_mean_l1,transition_max_l1,selected
10,1.3643002907467825,1.9999999999999991,1.316892539252328,1.9999980858177604,0
20,1.0614389925049916,1.9999999845515202,1.0066344850896318,1.9999980858177604,0
30,0.8462830898405121,1.9999993032834402,0.7951271211500601,1.9999294719999994,0
50,0.5460064246441468,1.9973485514921,0.5188244318210404,1.9550208991259197,0
75,0.17076514299818396,1.9446579099999999,0.17155712449804386,1.922997968,0
100,0.08476123854520204,0.33246229371999997,0.08592135629327137,0.31246229371999995,0
150,0.052605388421443695,0.16499038255641996,0.05481475743772276,0.16499038255641996,0
200,0.04035965777105011,0.11164240958400008,0.04239656376539728,0.11164240958400008,0
300,0.02840966128244029,0.09234048400000003,0.03088247112472675,0.09234048400000003,0
400,0.019698513037705603,0.055405479200000024,0.022061107280545684,0.055405479200000024,1
500,0.012115056821037922,0.05068017197552115,0.013568108807361786,0.05068017197552115,0
719,0.0,0.0,0.0,0.0,0
