k,representation_mean_l1,representation_max_l1,transition_mean_l1,transition_max_l1,selected
10,1.2344038928756975,1.9999999999999982,1.1653762380929762,1.9999980599999998,0
20,0.9596762754384934,1.9999999221999998,0.8910456869506362,1.9999980599999998,0
30,0.6458975093170437,1.99999992,0.571559792336373,1.9999980599999998,0
50,0.3830721479121406,1.9998,0.3525571334350772,1.9804039999999998,0
75,0.09641647138036805,0.30473143675549746,0.09884629850050347,0.30473143675549746,0
100,0.06266597705499843,0.18798565879707818,0.06462616130445654,0.18798565879707818,0
150,0.0412592129982947,0.1259435513723599,0.04248301817305315,0.1259435513723599,0
200,0.03226059741775516,0.09317459999999998,0.03433084871860382,0.09317459999999998,0
300,0.020531369272097894,0.060424422296272304,0.02343997991897843,0.060424422296272304,0
400,0.010500251855877838,0.04845743115868281,0.011987787535460532,0.04845743115868281,1
500,0.0030283636868350785,0.03921600000000001,0.0034573818758033815,0.03921600000000001,0
548,0.0,0.0,0.0,0.0,0
