age,occurrences,unique_beliefs,unique_urc_levels,mse_mean,mse_std,mse_min,mse_max,mse_range,modal_level_disagreement
0,55,1,1,0.0,0.0,0.0,0.0,0.0,0.0
1,55,15,2,0.07345454545454545,0.009948628378403237,0.04,0.08,0.04,0.4363636363636364
2,53,27,2,0.1476433962264151,0.016989991609201595,0.08860000000000001,0.16319999999999998,0.07459999999999997,0.41509433962264153
3,51,37,2,0.22415923529411766,0.020729902398101942,0.16753600000000002,0.2496,0.08206399999999997,0.47058823529411764
4,49,48,2,0.3005776206122449,0.02650123862139158,0.24171396999999997,0.33919993000000004,0.09748596000000007,0.4897959183673469
5,48,48,2,0.37616001234375007,0.030846843362972668,0.31858965189999994,0.41919993040000003,0.1006102785000001,0.5
6,46,46,2,0.4517885869727609,0.03516547414862409,0.38992601166900004,0.5119119498419997,0.12198593817299969,0.5
7,43,43,2,0.526998814481484,0.04219863836097173,0.45008590766307993,0.5950661668044003,0.14498025914132034,0.4883720930232558
8,39,39,3,0.6066457573263554,0.04608016389310148,0.5326436736546605,0.6908049421735036,0.15816126851884316,0.5128205128205128
9,36,36,4,0.6849307229255784,0.052012738550205065,0.6024787577396311,0.7766959912314528,0.17421723349182172,0.5555555555555556
10,35,35,3,0.7624169406759029,0.058789411675488644,0.6708515395069939,0.8717555933032568,0.20090405379626286,0.48571428571428577
