age,occurrences,unique_beliefs,unique_urc_levels,mse_mean,mse_std,mse_min,mse_max,mse_range,modal_level_disagreement
0,49,1,1,0.0,0.0,0.0,0.0,0.0,0.0
1,49,11,2,0.07306122448979593,0.010341926089240757,0.04,0.08,0.04,0.44897959183673475
2,48,21,2,0.14768333333333336,0.016473594190569214,0.0886,0.16319999999999998,0.07459999999999999,0.45833333333333337
3,47,34,2,0.22432914893617026,0.018957144712711066,0.16753600000000002,0.2496,0.08206399999999997,0.4893617021276596
4,46,43,2,0.30056925652173916,0.024173724345342335,0.24045718,0.33919985,0.09874267000000003,0.5
5,45,45,3,0.3781669249422223,0.029850209552968746,0.27213534240000004,0.4191999972,0.14706465479999997,0.48888888888888893
6,43,43,3,0.4576631086866512,0.03206683591548557,0.3505835349480001,0.511999807159,0.16141627221099986,0.4883720930232558
7,41,41,3,0.5359968184407425,0.03447547077009197,0.43238407880623997,0.5996700622450599,0.16728598343881995,0.4878048780487805
8,39,39,4,0.6148718921523115,0.0353044699031078,0.5174948515419606,0.6845256503973856,0.16703079885542493,0.5128205128205128
9,37,37,4,0.6901378154821468,0.03489471041135411,0.6058945819321637,0.7678035694496864,0.1619089875175227,0.5135135135135135
10,33,33,2,0.7613626040038308,0.035988655831053075,0.6952850824897533,0.8397261628292232,0.1444410803394699,0.48484848484848486
