age,occurrences,unique_beliefs,unique_urc_levels,mse_mean,mse_std,mse_min,mse_max,mse_range,modal_level_disagreement
0,74,1,1,0.0,0.0,0.0,0.0,0.0,0.0
1,74,19,2,0.0737837837837838,0.010227506988337567,0.04,0.08,0.04,0.3918918918918919
2,73,42,2,0.14837945205479455,0.016705351114662023,0.1098,0.16319999999999998,0.05339999999999999,0.4931506849315068
3,72,57,2,0.2255080277777778,0.02184073967953532,0.180313,0.2496,0.06928699999999999,0.5
4,70,66,2,0.30249826114285716,0.02787222911841404,0.23448177999999997,0.3392,0.10471822000000003,0.5
5,68,68,3,0.3818971523397059,0.032283008694926174,0.3010273234,0.4191999972,0.11817267380000002,0.5
6,66,66,3,0.4617063329463787,0.03680515407008313,0.370836607383,0.5119996832229999,0.14116307583999993,0.5
7,64,64,3,0.5424750360301063,0.03937087142987483,0.44319562734609,0.6079860617345,0.16479043438840996,0.5
8,60,60,3,0.6219158757385201,0.0414186399168824,0.5194414474421103,0.6909351728806233,0.17149372543851304,0.5
9,56,56,4,0.7018171997223038,0.04428077878515475,0.599478949898191,0.7828812570094154,0.1834023071112244,0.5178571428571428
10,53,53,4,0.7769200806665449,0.05223467244740412,0.6154823930243445,0.8622696410041275,0.24678724797978302,0.49056603773584906
