age,occurrences,unique_beliefs,unique_urc_levels,mse_mean,mse_std,mse_min,mse_max,mse_range,modal_level_disagreement
0,64,1,1,0.0,0.0,0.0,0.0,0.0,0.0
1,64,16,2,0.07359375000000001,0.011231538671860592,0.04,0.08,0.04,0.34375
2,63,35,2,0.14968730158730156,0.018085936762899088,0.0886,0.16319999999999998,0.07459999999999999,0.4285714285714286
3,62,53,3,0.22859420967741936,0.023171191387038024,0.159472,0.2496,0.09012799999999999,0.5
4,60,59,3,0.3094363208333333,0.02805505545729084,0.23448178000000003,0.33919978,0.10471799999999998,0.5
5,59,59,3,0.3903359229677966,0.03254110398462549,0.30102732339999994,0.4319870933,0.13095976990000008,0.4915254237288136
6,58,58,3,0.47118079913263794,0.03795851367970114,0.3708366073830001,0.5271936379809999,0.15635703059799982,0.5
7,57,57,3,0.5523111035885253,0.044361207773566315,0.4237905613843201,0.6071015355155001,0.18331097413117997,0.49122807017543857
8,56,56,3,0.6335528408416151,0.04915794691397052,0.4985812921252814,0.6897473153434476,0.19116602321816617,0.5
9,54,54,4,0.7162802187961439,0.05050564939053186,0.53758147077981,0.7765799793514016,0.23899850857159155,0.5
10,51,51,4,0.8000655257467064,0.04677180698086209,0.6221273625150652,0.8660832827022256,0.2439559201871604,0.4901960784313726
