age,occurrences,unique_beliefs,unique_urc_levels,mse_mean,mse_std,mse_min,mse_max,mse_range,modal_level_disagreement
0,70,1,1,0.0,0.0,0.0,0.0,0.0,0.0
1,70,17,2,0.0735714285714286,0.010424656799518874,0.04,0.08,0.04,0.3857142857142857
2,69,35,2,0.14929565217391305,0.01667255346572392,0.1098,0.16319999999999998,0.05339999999999999,0.4492753623188406
3,68,55,3,0.22763141176470583,0.021881066551886746,0.15947199999999997,0.24959999999999996,0.09012799999999999,0.5
4,66,65,3,0.30576985409090907,0.027534598853450814,0.22650798,0.33918794,0.11267996000000002,0.5
5,64,64,3,0.3842015424078125,0.0332590961625038,0.29680858220000006,0.43193867840000005,0.1351300962,0.5
6,62,62,3,0.4631065778194355,0.040842450215138805,0.363898888717,0.5270983492010001,0.16319946048400008,0.5
7,58,58,4,0.5424772035979111,0.050616014805632166,0.3806532899877501,0.6078934155665601,0.22724012557880996,0.5
8,52,52,4,0.6217937424620017,0.062221598029596606,0.38640985978674913,0.7062237333085242,0.31981387352177504,0.5
9,47,47,5,0.7055212693617708,0.05890326118218886,0.5477015568431035,0.800683937336985,0.25298238049388144,0.5106382978723405
10,43,43,3,0.7874992310032416,0.05877634564569217,0.6360933857999366,0.8749830515964288,0.23888966579649218,0.4883720930232558
