k,representation_mean_l1,representation_max_l1,transition_mean_l1,transition_max_l1,selected
10,1.3669115030923868,1.999999432688268,1.3223084166532078,1.9999926421619998,0
20,1.0963071401128084,1.9999996801625552,1.0487343849716422,1.99996331178112,0
30,0.7751783199870705,1.9999979131398802,0.7180726869786553,1.9997283992566395,0
50,0.5429259917061922,1.9998,0.5096717186549882,1.98,0
75,0.18161581180127695,1.9253433485999998,0.1824248560163042,1.918739123,0
100,0.08527850283680966,0.3028187082401746,0.08737547722927821,0.3028187082401746,0
150,0.054284585975045645,0.1608216004160424,0.05585815088848705,0.1608216004160424,0
200,0.04201123991024945,0.14366534271654005,0.043742042719352954,0.14366534271654005,0
300,0.02916758356731358,0.06000000000000003,0.03057003807282086,0.06000000000000003,0
400,0.021143326447332956,0.056454000000000004,0.023565029036014262,0.056454000000000004,0
500,0.013725790480167933,0.05199157334748551,0.0152979074514647,0.05199157334748551,1
750,0.00023439852808646773,0.034120549081995036,0.0002612459365897636,0.034120549081995036,0
759,0.0,0.0,0.0,0.0,0
