k,representation_mean_l1,representation_max_l1,transition_mean_l1,transition_max_l1,selected
10,1.3921452376950025,1.999999409,1.3504685093904725,1.9999887074958624,0
20,1.0053156825697225,1.9999599964000003,0.9496105165586806,1.9991999999999999,0
30,0.824452251420638,1.99961976,0.7803804303689043,1.98874360231488,0
50,0.4304276730651101,1.9988475199999995,0.40360005940657345,1.9433194463139998,0
75,0.11130310458005979,0.38197302020602003,0.11213515231712522,0.32197302020602003,0
100,0.07326667302591208,0.2307465477540776,0.07502711329366134,0.2307465477540776,0
150,0.04707603633433298,0.1382603940550043,0.04855597027331593,0.1382603940550043,0
200,0.03649615904682141,0.11022447907113993,0.03846217515489461,0.11022447907113993,0
300,0.025247339158360225,0.05879999999999999,0.028364294610009635,0.05879999999999999,0
400,0.016262038544145128,0.054363579978000176,0.01826969762366922,0.054363579978000176,1
500,0.008223811931039935,0.04,0.009239097354625114,0.04,0
637,0.0,0.0,0.0,0.0,0
