age,occurrences,unique_beliefs,unique_urc_levels,mse_mean,mse_std,mse_min,mse_max,mse_range,modal_level_disagreement
0,59,1,1,0.0,0.0,0.0,0.0,0.0,0.0
1,59,12,2,0.0735593220338983,0.011163304271237363,0.04,0.08,0.04,0.3389830508474576
2,57,26,2,0.15064035087719296,0.015332969404328642,0.11099999999999999,0.16319999999999998,0.052199999999999996,0.45614035087719296
3,55,36,3,0.2295053090909091,0.01964275795287851,0.15947199999999997,0.24960000000000004,0.09012800000000007,0.49090909090909096
4,52,49,3,0.30779025980769237,0.02577046299508759,0.22298618,0.33919993000000004,0.11621375000000003,0.5
5,47,47,3,0.38754666207872346,0.03015475717604274,0.29995607129999996,0.42908865650000005,0.1291325852000001,0.4893617021276596
6,44,44,3,0.4678823563010909,0.03248214000553632,0.36050695242000014,0.523675824817,0.1631688723969999,0.5
7,42,42,3,0.5426419887685012,0.0380543215230317,0.44512654492848014,0.6037819035918799,0.15865535866339975,0.5
8,38,38,4,0.6191996485463733,0.04164716818322342,0.5313325594249039,0.7005134318809234,0.16918087245601954,0.5526315789473684
9,33,33,3,0.6964204647942955,0.043149543674897595,0.6158281168330482,0.7932030840940126,0.17737496726096447,0.5151515151515151
10,27,27,2,0.7816848266049033,0.042167539505178556,0.7034870780143886,0.8682502455465197,0.16476316753213116,0.4814814814814815
