k,representation_mean_l1,representation_max_l1,transition_mean_l1,transition_max_l1,selected
10,1.3766143175231338,1.9999999805999997,1.3262591578519685,1.9999300583363349,0
20,1.041800390313836,1.9999981746539999,0.9837505930873873,1.9999924340000002,0
30,0.681044508042117,1.999985855498,0.610330330674334,1.99943158,0
50,0.40085193998138835,1.9991233757017002,0.37098035586847244,1.9598,0
75,0.10381412649437523,0.3823166598517401,0.1064966134250739,0.32231665985174013,0
100,0.06608766335452275,0.20795302760000003,0.06883334790559802,0.20795302760000003,0
150,0.0413190689614618,0.13924826119211867,0.04320401957455378,0.13924826119211867,0
200,0.03176933069547702,0.09983623117738968,0.03431236986346949,0.09983623117738968,0
300,0.02001102367906802,0.05579162200000003,0.022893967768425276,0.05579162200000003,0
400,0.010036172390548872,0.04772856896110059,0.011482061633255066,0.04772856896110059,1
500,0.0026238705309498947,0.038914571611433094,0.003001885776934201,0.038914571611433094,0
540,0.0,0.0,0.0,0.0,0
