k,representation_mean_l1,representation_max_l1,transition_mean_l1,transition_max_l1,selected
10,1.381283495047056,1.9999999496693326,1.3409637499469758,1.9999928446436799,0
20,1.1436001769390878,1.9999999496693326,1.1087101822283147,1.9999928446436799,0
30,0.8652874129510095,1.9999999499795789,0.8278303801547995,1.9999928446436799,0
50,0.6159142656784139,1.999802,0.6153727449552427,1.9606000000000001,0
75,0.10594339386368079,0.3823166598517401,0.1085379870888389,0.35971796786758214,0
100,0.07409533870410422,0.21453118065021454,0.07675190352600246,0.21453118065021454,0
150,0.04869758168212351,0.14219672912138034,0.0505860714133574,0.14219672912138034,0
200,0.037994901879981474,0.11443332269216011,0.04059188517503974,0.11443332269216011,0
300,0.025880079041944906,0.059000000000000025,0.028919535647907346,0.059000000000000025,0
400,0.017031279223322027,0.05471443317364007,0.01903149854488662,0.05471443317364007,1
500,0.008823823664169079,0.0484574311586833,0.009860127652361647,0.0484574311586833,0
647,0.0,0.0,0.0,0.0,0
