age,occurrences,unique_beliefs,unique_urc_levels,mse_mean,mse_std,mse_min,mse_max,mse_range,modal_level_disagreement
0,76,1,1,0.0,0.0,0.0,0.0,0.0,0.0
1,76,16,2,0.07328947368421053,0.010807911076070844,0.04,0.08,0.04,0.39473684210526316
2,74,40,2,0.14880000000000002,0.016500646997961967,0.0886,0.16319999999999998,0.07459999999999999,0.4054054054054054
3,71,54,2,0.22569298591549306,0.021360892561594208,0.159472,0.24960000000000004,0.09012800000000004,0.4084507042253521
4,69,65,2,0.3019118276811593,0.027148375973169426,0.22650798,0.33841517,0.11190718999999999,0.46376811594202894
5,67,67,3,0.3782104212432836,0.03232828031955406,0.29680858220000006,0.42907609680000003,0.13226751459999997,0.4925373134328358
6,65,65,3,0.45341489958144615,0.0383192442216978,0.3703729825770001,0.5228706589559999,0.15249767637899986,0.49230769230769234
7,61,61,4,0.5301493885261631,0.04363567188877755,0.44720036753764997,0.6079850926971,0.16078472515945003,0.5245901639344263
8,57,57,5,0.6072688166937307,0.04912135657920951,0.4554509784918289,0.7063807989923795,0.25092982050055057,0.5614035087719298
9,53,53,4,0.6850614651685291,0.05403443369638619,0.5366674178327506,0.7891848925471929,0.2525174747144423,0.5849056603773585
10,49,49,4,0.7632182232613032,0.058253897669541914,0.542537117890086,0.8760406860615397,0.33350356817145377,0.4897959183673469
