k,representation_mean_l1,representation_max_l1,transition_mean_l1,transition_max_l1,selected
10,1.35717325188631,1.9999999700883557,1.3142731894529667,1.9999713229968712,0
20,1.0234271775455248,1.9999999999999991,0.9744275819227874,1.9968244752139996,0
30,0.750428639953775,1.9999998098779999,0.7029092441525321,1.977617130786,0
50,0.32870044468830184,1.996632823907859,0.2915998793965671,1.977617130786,0
75,0.10294024290251932,0.3578605925908045,0.10297393795454847,0.3578605925908045,0
100,0.06739208396199078,0.23979468049188202,0.06816752041627643,0.23979468049188202,0
150,0.046241909716717815,0.1501887112,0.04773969832120417,0.1501887112,0
200,0.0362725291779181,0.10959972294249666,0.038949925102188004,0.10959972294249666,0
300,0.02442476984329872,0.058200000000000016,0.027313721115086745,0.058200000000000016,0
400,0.015325609152666354,0.05311756860000002,0.01713831561158388,0.05311756860000002,1
500,0.007690751971869044,0.05066260568053024,0.008600410807251404,0.05066260568053024,0
624,0.0,0.0,0.0,0.0,0
