age,occurrences,unique_beliefs,unique_urc_levels,mse_mean,mse_std,mse_min,mse_max,mse_range,modal_level_disagreement
0,67,1,1,0.0,0.0,0.0,0.0,0.0,0.0
1,67,15,2,0.07447761194029852,0.009816766359644983,0.04,0.08,0.04,0.34328358208955223
2,65,34,2,0.15022769230769228,0.016697595475832928,0.08860000000000001,0.16319999999999998,0.07459999999999997,0.49230769230769234
3,63,47,2,0.2300524761904762,0.018996977734447234,0.16753600000000002,0.24959999999999996,0.08206399999999994,0.4920634920634921
4,60,56,2,0.3120154556666668,0.021083006691705874,0.2501297800000001,0.33919993,0.0890701499999999,0.5
5,58,58,2,0.39370291195,0.023408554112287358,0.33631319440000007,0.4282927776000001,0.09197958320000005,0.5
6,57,57,2,0.4753129073947895,0.02808964748303685,0.40052849987899997,0.511999354767,0.11147085488800001,0.49122807017543857
7,55,55,3,0.5559054842129426,0.033697910066435334,0.45008590766307993,0.6078769004588,0.15779099279572012,0.49090909090909096
8,51,51,3,0.6365464036827312,0.036565357883797285,0.5313218239720496,0.6989547918043195,0.16763296783226989,0.4901960784313726
9,48,48,4,0.7096183996122961,0.047330148430877635,0.5368431979014159,0.7768222101903892,0.23997901228897334,0.5
10,43,43,3,0.7876824760309896,0.04864668012862045,0.6611949075385379,0.8746739014884041,0.21347899394986614,0.4883720930232558
