k,representation_mean_l1,representation_max_l1,transition_mean_l1,transition_max_l1,selected
10,1.652468644231825,1.9999999999999998,1.6415038445914125,2.0,0
20,1.224366840923598,1.9999990894460002,1.1918550069413576,1.9999527887460002,0
30,1.038471106344281,1.9999548982507225,1.0125932097958854,1.9987895937450078,0
50,0.6789435939850679,1.9999105011229603,0.6653381568194987,1.9949663276963403,0
75,0.20088689608082366,1.8940601148920002,0.20486349247032126,1.8589652445530562,0
100,0.08548827605732372,0.2824770146490974,0.08687358413463035,0.2824770146490974,0
150,0.05551267729196808,0.17181966,0.05723520848884354,0.17181966,0
200,0.04182047084120263,0.12177288549127818,0.04267618803113277,0.12177288549127818,0
300,0.030252328961071016,0.07474622294591775,0.03200664950679738,0.07474622294591775,0
400,0.022121903845301296,0.057241999999999967,0.02463427345605085,0.057241999999999967,0
500,0.0145538901072589,0.05364080295847994,0.01620676553241957,0.05364080295847994,1
750,0.00013657279741957168,0.03341957983465434,0.0001520832773625024,0.03341957983465434,0
755,0.0,0.0,0.0,0.0,0
