map_id,requested_k,effective_k,raw_unique_beliefs,raw_occurrences,sw2_mean,sw2_p95,sw2_max,mse_abs_mean,mse_rel_mean,urc_level_disagreement,transition_mismatch_rate,transition_mismatches,transition_occurrences,ambiguous_transition_keys,transition_key_count
62,75,75,514,690,0.06623515991500989,0.15416666152109143,0.2089327856394659,0.02935554590277642,0.08983552063268477,0.39710144927536234,0.10696920583468396,66,617,59,473
62,100,100,514,690,0.05905796234210064,0.14537940378907793,0.1834318134779405,0.02714279069636605,0.08085331332813024,0.3927536231884058,0.11345218800648298,70,617,60,500
62,125,125,514,690,0.04734285803523994,0.13634806874399452,0.1818013191280753,0.019973386430441387,0.0648716857609166,0.3130434782608696,0.06645056726094004,41,617,38,536
62,150,150,514,690,0.04195595331067684,0.13342443274389862,0.16237945759933503,0.01843431690783424,0.05832418933470326,0.26811594202898553,0.06969205834683954,43,617,39,531
62,175,175,514,690,0.03637359705403244,0.1255137789061752,0.16009926443477718,0.017254557715239847,0.05669514081754559,0.26231884057971017,0.05186385737439222,32,617,32,560
62,200,200,514,690,0.030160185995427004,0.11990054030760033,0.16025715852353192,0.013691931091919787,0.04349533475790435,0.2028985507246377,0.027552674230145867,17,617,17,579
63,50,50,435,635,0.07396190541625479,0.16913343402005507,0.2425829076488015,0.03286300838829985,0.0871612274639088,0.4220472440944882,0.15425531914893617,87,564,77,417
63,75,75,435,635,0.05805131123778444,0.1484520724092323,0.19508309247967007,0.025677833859578787,0.06805926834031978,0.34960629921259845,0.09574468085106383,54,564,49,473
63,100,100,435,635,0.04847588012315837,0.13371302200376947,0.20619929094986597,0.019649895364710235,0.05674833844877365,0.31181102362204727,0.0797872340425532,45,564,44,503
63,125,125,435,635,0.040148929327125014,0.12529380924459835,0.1553953033702133,0.017312538468298465,0.05090268801497811,0.2614173228346457,0.04964539007092199,28,564,27,519
63,150,150,435,635,0.03271256642312028,0.11997515648078978,0.16798642755136142,0.013848900764105079,0.038603426102836444,0.2031496062992126,0.040780141843971635,23,564,23,534
63,175,175,435,635,0.02814701583994701,0.1149669085609798,0.1553953033702133,0.011433500018023561,0.034402877643329964,0.19370078740157481,0.02127659574468085,12,564,11,543
63,200,200,435,635,0.0222320162965587,0.11000652644233015,0.14880301518627942,0.009345028093641825,0.028399747859515472,0.14960629921259844,0.01773049645390071,10,564,10,549
64,50,50,402,567,0.08017847629947354,0.18226662674308247,0.22754493505600157,0.03556827071490455,0.11016752755929367,0.47442680776014107,0.14682539682539683,74,504,60,350
64,75,75,402,567,0.06281993536465615,0.15833243139679035,0.19872736465344396,0.02904867663272937,0.08027532833464669,0.37918871252204583,0.14087301587301587,71,504,57,382
64,100,100,402,567,0.05002229006191707,0.14385128179501291,0.18177182252442126,0.024605790809309858,0.06526116403290436,0.36155202821869487,0.10515873015873016,53,504,46,423
64,125,125,402,567,0.041714634359550425,0.13073757252793924,0.17652144727987404,0.02076042627746086,0.05803436065352847,0.32098765432098764,0.06547619047619048,33,504,31,443
64,150,150,402,567,0.0342561096949167,0.1299968145288491,0.1634857994556864,0.017121585751272213,0.04746105879885467,0.2751322751322751,0.061507936507936505,31,504,29,455
64,175,175,402,567,0.027510612812291932,0.12208931597295589,0.1517540605527145,0.013372548195189047,0.038540105399921906,0.2239858906525573,0.03968253968253968,20,504,18,464
64,200,200,402,567,0.022619030443031606,0.116275574272504,0.1597625693511936,0.010475092948321312,0.03173310823257229,0.19753086419753085,0.037698412698412696,19,504,19,474
65,50,50,514,709,0.07138140809966792,0.16733353424530129,0.22973223535641354,0.03242019928412966,0.09184218518649419,0.4245416078984485,0.16429699842022116,104,633,87,454
65,75,75,514,709,0.058577202899982465,0.15517329980167546,0.19335429885158772,0.026119497547402806,0.07396554091078442,0.36671368124118475,0.10268562401263823,65,633,61,511
65,100,100,514,709,0.04612858200172897,0.1429194117120984,0.19015679606668556,0.02139165429644332,0.059087291300315876,0.29619181946403383,0.0679304897314376,43,633,40,544
65,125,125,514,709,0.03922687603754848,0.13145587662086067,0.16346103134045334,0.017833882293923384,0.054370786258445915,0.2834978843441467,0.07740916271721959,49,633,45,571
65,150,150,514,709,0.032120154135289555,0.12435279312611379,0.16724273879187537,0.013749727553798908,0.04303916103061057,0.22143864598025387,0.045813586097946286,29,633,27,583
65,175,175,514,709,0.027743836185817022,0.12257965515438722,0.17582365253748114,0.012561723328725365,0.03764606003879148,0.19887165021156558,0.03949447077409163,25,633,24,590
65,200,200,514,709,0.022984754070312075,0.1148555641543269,0.15727749094081866,0.010149638758327084,0.030824026621886658,0.15796897038081806,0.0315955766192733,20,633,19,606
66,50,50,519,745,0.08146419592032234,0.1725007266170444,0.24073779936739778,0.036022525345418645,0.0966596160189072,0.5060402684563758,0.15210843373493976,101,664,85,449
66,75,75,519,745,0.06954020375984336,0.15771569398297566,0.19926549683764364,0.032027522825857226,0.09540697700220334,0.48053691275167787,0.1566265060240964,104,664,93,486
66,100,100,519,745,0.05723506228323485,0.1398845676780826,0.1980675402817816,0.023956374894201743,0.06834007754273724,0.4040268456375839,0.08885542168674698,59,664,53,549
66,125,125,519,745,0.05114107907960631,0.14148190773304392,0.19891131405750342,0.02158424165781754,0.060456954280461384,0.3597315436241611,0.09337349397590361,62,664,60,567
66,150,150,519,745,0.041002461892136584,0.12832333529426856,0.17138973670373106,0.01785292089335017,0.047487023718910865,0.30335570469798656,0.06325301204819277,42,664,40,595
66,175,175,519,745,0.035856116998945316,0.12252511110805715,0.1718476367139716,0.014922571725721829,0.042436149281751,0.2751677852348993,0.03614457831325301,24,664,20,623
66,200,200,519,745,0.03135365645322628,0.11915660829026341,0.16006371613508216,0.01302089659458412,0.037737461689719295,0.24697986577181208,0.0391566265060241,26,664,24,621
67,50,50,495,643,0.08189942762992287,0.16946364463856353,0.2286687313332906,0.03553845863920428,0.09845536975392948,0.4821150855365474,0.15025906735751296,87,579,68,394
67,75,75,495,643,0.0667594383239164,0.1610363404424106,0.20731976288998513,0.028995873020804665,0.0837400138214208,0.4105754276827372,0.13644214162348878,79,579,73,436
67,100,100,495,643,0.05262292258356494,0.14349867740903294,0.19175310823600467,0.023558068658470727,0.06556836976112361,0.3499222395023328,0.0846286701208981,49,579,45,478
67,125,125,495,643,0.04554690201219091,0.13467926369004757,0.1800316137231952,0.020139576420749223,0.056744727975294666,0.2954898911353033,0.08981001727115717,52,579,50,495
67,150,150,495,643,0.03887922986456275,0.12757385257701698,0.16584800949606127,0.018100104607037464,0.05327835439357713,0.2846034214618974,0.07772020725388601,45,579,44,505
67,175,175,495,643,0.03135483543981107,0.12361533045869476,0.16009926443477718,0.0140339575250688,0.04281931358998114,0.2255054432348367,0.039723661485319514,23,579,22,538
67,200,200,495,643,0.02559114774600384,0.11317702237717898,0.1517540605527145,0.011345647185711207,0.037870807680828046,0.18195956454121306,0.03454231433506045,20,579,20,543
68,50,50,526,695,0.0826665602244676,0.17420812955570245,0.2246098053728996,0.036279603182492536,0.11010197291934269,0.4489208633093525,0.1968,123,625,105,411
68,75,75,526,695,0.0655029217625544,0.15889691001755138,0.21393290558091613,0.02819213946266357,0.0870853042530183,0.38273381294964026,0.1328,83,625,71,471
68,100,100,526,695,0.05445789964019626,0.13819444277011414,0.1777489902045839,0.025651361579877578,0.07454648084568463,0.3338129496402878,0.1184,74,625,69,500
68,125,125,526,695,0.044711361546239656,0.13576077814363882,0.1899891077618121,0.01987785584891474,0.05963819449574746,0.3064748201438849,0.0752,47,625,39,551
68,150,150,526,695,0.039427598186956896,0.12748188842244246,0.1642139271911326,0.017591388884929202,0.05394528843850045,0.26906474820143883,0.0784,49,625,46,550
68,175,175,526,695,0.03205876349748302,0.12315182174821741,0.15828742078553468,0.014435881771613616,0.03917161361333105,0.21726618705035972,0.0544,34,625,32,558
68,200,200,526,695,0.027557253349216774,0.11483405692349453,0.14523765572396857,0.01152011783007852,0.03577636354889185,0.18129496402877698,0.0352,22,625,19,577
69,50,50,505,691,0.076231449237867,0.1638341696655603,0.22547060403791236,0.03485700073596131,0.09798042464026759,0.45007235890014474,0.18739903069466882,116,619,91,427
