age,occurrences,unique_beliefs,unique_urc_levels,mse_mean,mse_std,mse_min,mse_max,mse_range,modal_level_disagreement
0,67,1,1,0.0,0.0,0.0,0.0,0.0,0.0
1,67,15,2,0.07343283582089555,0.01058755095580191,0.04,0.08,0.04,0.4029850746268657
2,65,33,2,0.14889230769230768,0.01539110939863368,0.1098,0.16319999999999998,0.05339999999999999,0.4307692307692308
3,63,49,2,0.22525217460317462,0.01999350622874137,0.180313,0.24959999999999996,0.06928699999999996,0.46031746031746035
4,61,55,2,0.3001221034426229,0.02609449308528318,0.23448178,0.33919984999999997,0.10471806999999997,0.4918032786885246
5,59,59,3,0.37418891486779654,0.033534684797403985,0.29995607129999996,0.43198743750000007,0.1320313662000001,0.4915254237288136
6,56,56,2,0.45002802878821424,0.03830932202111529,0.379060707868,0.5119873797830001,0.13292667191500013,0.5
7,54,54,3,0.5237240155348699,0.04431223946456881,0.4483720180616701,0.5951869781243799,0.14681496006270983,0.5
8,50,50,4,0.6001438555343804,0.051729890545298876,0.5078225105252762,0.6909362580455671,0.18311374752029097,0.56
9,46,46,4,0.6765308307119074,0.06122622233719494,0.5450469484048958,0.7767570312623188,0.231710082857423,0.5652173913043479
10,44,44,3,0.7527538170347906,0.06413051715811961,0.6334682893399719,0.861900481748727,0.22843219240875512,0.5
