age,occurrences,unique_beliefs,unique_urc_levels,mse_mean,mse_std,mse_min,mse_max,mse_range,modal_level_disagreement
0,72,1,1,0.0,0.0,0.0,0.0,0.0,0.0
1,72,19,2,0.07333333333333333,0.011426091000668406,0.04,0.08,0.04,0.3472222222222222
2,71,47,2,0.14878028169014082,0.01927032031366041,0.08860000000000001,0.16319999999999998,0.07459999999999997,0.47887323943661975
3,70,58,2,0.22815122857142858,0.023021205929795265,0.16753600000000002,0.2496,0.08206399999999997,0.4571428571428572
4,68,63,2,0.30951215014705885,0.025928654616446375,0.2501297800000001,0.33918801,0.0890582299999999,0.5
5,66,66,3,0.39126766553030307,0.03059047087715124,0.29995607129999996,0.43120411830000005,0.1312480470000001,0.5
6,64,64,3,0.47273984173364064,0.034569237898477975,0.379060707868,0.511986647839,0.13292593997100005,0.5
7,61,61,3,0.5546637899162342,0.03956390587100446,0.4483720180616701,0.60719283563196,0.15882081757028993,0.4918032786885246
8,58,58,3,0.6367861141465603,0.04678167021151417,0.4948010186665927,0.690845075030228,0.19604405636363526,0.5
9,55,55,4,0.718483427327022,0.05239097202032622,0.5456595251423577,0.7891832242330392,0.2435236990906815,0.49090909090909096
10,52,52,3,0.799964943763483,0.053625468493883124,0.6620924726998305,0.8698145675690624,0.20772209486923188,0.5
