age,occurrences,unique_beliefs,unique_urc_levels,mse_mean,mse_std,mse_min,mse_max,mse_range,modal_level_disagreement
0,68,1,1,0.0,0.0,0.0,0.0,0.0,0.0
1,68,13,2,0.07338235294117648,0.010928954273968363,0.04,0.08,0.04,0.38235294117647056
2,66,33,2,0.14951212121212124,0.015144230976318852,0.1098,0.16319999999999998,0.05339999999999999,0.5
3,65,47,2,0.22722715384615383,0.019873761678098838,0.159472,0.2496,0.09012799999999999,0.49230769230769234
4,63,60,2,0.3067923458730159,0.023535109020450584,0.24338289999999996,0.33742374,0.09404084000000007,0.4920634920634921
5,61,61,2,0.3865980145868853,0.02744758116874073,0.32695969379999995,0.4282927776,0.10133308380000006,0.4918032786885246
6,59,59,2,0.46604723703032197,0.032673789669432046,0.394868101068,0.5119523874060001,0.11708428633800011,0.4915254237288136
7,58,58,3,0.5451627639104659,0.040098883777071964,0.45008590766308004,0.5951767648216602,0.1450908571585801,0.5
8,57,57,4,0.6226592829815404,0.051580393319025135,0.4556323826128465,0.6862735091214454,0.23064112650859886,0.49122807017543857
9,55,55,5,0.7016716395008584,0.05913582335675137,0.4604188711306055,0.7830026706972308,0.32258379956662536,0.49090909090909096
10,53,53,4,0.7814750579644915,0.054470148550089435,0.6212167317668951,0.8698553275197762,0.24863859575288116,0.49056603773584906
