age,occurrences,unique_beliefs,unique_urc_levels,mse_mean,mse_std,mse_min,mse_max,mse_range,modal_level_disagreement
0,45,1,1,0.0,0.0,0.0,0.0,0.0,0.0
1,45,11,2,0.07355555555555554,0.010144633076011846,0.04,0.08,0.04,0.4222222222222223
2,44,22,2,0.14698636363636364,0.01658348837780699,0.0886,0.16319999999999998,0.07459999999999999,0.4772727272727273
3,42,36,2,0.2207134523809524,0.020203002755604688,0.16753600000000002,0.2496,0.08206399999999997,0.5
4,40,39,3,0.29185061775,0.027933099519670344,0.19760702000000002,0.33919978,0.14159275999999998,0.5
5,38,38,3,0.3644144156894737,0.03142011751384923,0.27209713439999994,0.4191808398,0.14708370540000004,0.5
6,36,36,4,0.4366516548496944,0.034156844111171154,0.35055099229200004,0.511952539662,0.16140154737,0.5277777777777778
7,32,32,3,0.5105037753255572,0.035916119681111316,0.43234833958064,0.59957667648736,0.16722833690672,0.5
8,31,31,4,0.5839552811442675,0.03696913927865877,0.4776953738079447,0.6680231653554084,0.1903277915474637,0.5161290322580645
9,30,30,4,0.6564266840589499,0.032132563403963,0.5712052718007172,0.7397843193422651,0.16857904754154784,0.5333333333333333
10,29,29,2,0.7306213985336,0.02997390162961837,0.6676530908493435,0.8148507655067517,0.14719767465740818,0.48275862068965514
